Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
SBA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1563.722866,1556.458647,1549.267584,1541.290887,1528.918563,1519.202903,1517.143215,1507.645706,1501.465365,1495.147176,1486.927358,1488.092602,1482.567573,1484.539445,1491.796088,1499.853507,1502.477053,1498.957173,1488.070823,1489.163709,1489.510683,1471.827596,1462.888598,1447.339688,1445.767173,1444.644451,1425.922633,1408.358718,1395.047835,1377.726072,1354.921961,1335.797917,1320.122813,1302.262419,1282.265016,1271.036918,1268.699139,1252.775905,1237.200483,1221.704993,1215.828257,1216.248483,1208.781439,1198.615656,1194.696674,1195.921025,1189.476071,1189.232237,1193.524857,1194.997468,1190.628158,1185.094847,1183.025649,1179.762821,1170.475578,1163.196404,1155.13769,1148.844478,1146.574849,1144.930498,1139.280729,1132.241198,1134.012659,1129.008421,1127.046032,1120.664749,1127.054034,1124.657863,1126.586406,1124.877121,1122.569746,1118.738195,1120.402585,1118.955969,1116.193409,1117.672149,1120.928298,1116.317751,1111.467224,1112.006414,1114.841952,1113.980969,1109.528303,1105.90877,1097.653461,1095.718815,1097.477776,1094.608883,1094.659569
SBB,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16705.02911,16860.30567,17080.52782,17226.32514,17316.73059,17339.1859,17447.40605,17459.42768,17456.96429,17485.7335,17481.28737,17485.23464,17402.10041,17372.24937,17418.41181,17488.61219,17547.1563,17565.31258,17516.60467,17554.11399,17521.19749,17210.83137,16945.36009,16793.66832,16671.99819,16563.01677,16585.03574,16594.12712,16566.75616,16524.58126,16473.08016,16510.17727,16523.19617,16579.22397,16602.68742,16703.54745,16808.23074,16778.7931,16784.52779,16707.25909,16678.36575,16699.01634,16677.51783,16625.8158,16601.93653,16604.02828,16589.15318,16565.05298,16664.03087,16724.696,16758.49831,16732.84103,16761.5733,16782.02324,16716.92489,16538.62891,16329.83939,16196.11239,16120.49739,16032.59929,15937.54011,15835.97426,15835.87337,15779.85717,15832.9763,15897.49314,16041.02754,16099.80366,16150.34508,16113.23716,16127.30261,16166.17625,16254.74965,16294.79628,16321.06101,16308.81183,16286.08715,16215.84792,16172.64032,16123.86102,16149.77384,16160.73846,16146.41798,16220.79884,16219.34082,16229.49684,16302.1079,16374.18511,16453.58683
SHO,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27477.98991,27301.57823,27305.36389,27360.77227,27194.12199,27112.38592,27266.65203,27179.4156,27203.20793,27132.64479,26979.31071,27077.5563,26930.12523,27055.89958,27322.69602,27520.20407,27568.15063,27457.62076,27181.81614,27314.23629,27301.47153,26775.22177,26580.68032,26209.2558,26296.76754,26274.72624,25637.12955,25172.31816,24967.08435,24665.58622,24177.08135,23884.31707,23755.6677,23538.56292,23213.02254,23139.93452,23328.39303,23110.97495,22869.2556,22619.1534,22644.0731,22769.64315,22573.08182,22320.73765,22213.79394,22260.72495,22035.43989,22022.61486,22131.67348,22142.07263,21993.51892,21874.65551,21881.90101,21838.2293,21634.35235,21511.83597,21359.28965,21242.46837,21261.50043,21294.06057,21172.44056,20996.76226,21145.70827,21067.60869,21088.2081,20956.12768,21237.12917,21202.41625,21296.58201,21266.00225,21211.15834,21095.86183,21154.29532,21069.73588,20956.66153,20990.17188,21083.08958,20913.2383,20781.51432,20802.18558,20937.68401,20935.52813,20832.93835,20785.84259,20616.40661,20643.66099,20768.32087,20709.07428,20736.14573
SHO1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27477.98991,27301.57823,27305.36389,27360.77227,27194.12199,27112.38592,27266.65203,27179.4156,27203.20793,27132.64479,26979.31071,27077.5563,26930.12523,27055.89958,27322.69602,27520.20407,27568.15063,27457.62076,27181.81614,27314.23629,27301.47153,26775.22177,26580.68032,26209.2558,26296.76754,26274.72624,25637.12955,25172.31816,24967.08435,24665.58622,24177.08135,23884.31707,23755.6677,23538.56292,23213.02254,23139.93452,23328.39303,23110.97495,22869.2556,22619.1534,22644.0731,22769.64315,22573.08182,22320.73765,22213.79394,22260.72495,22035.43989,22022.61486,22131.67348,22142.07263,21993.51892,21874.65551,21881.90101,21838.2293,21634.35235,21511.83597,21359.28965,21242.46837,21261.50043,21294.06057,21172.44056,20996.76226,21145.70827,21067.60869,21088.2081,20956.12768,21237.12917,21202.41625,21296.58201,21266.00225,21211.15834,21095.86183,21154.29532,21069.73588,20956.66153,20990.17188,21083.08958,20913.2383,20781.51432,20802.18558,20937.68401,20935.52813,20832.93835,20785.84259,20616.40661,20643.66099,20768.32087,20709.07428,20736.14573
SHO2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27477.98991,27301.57823,27305.36389,27360.77227,27194.12199,27112.38592,27266.65203,27179.4156,27203.20793,27132.64479,26979.31071,27077.5563,26930.12523,27055.89958,27322.69602,27520.20407,27568.15063,27457.62076,27181.81614,27314.23629,27301.47153,26775.22177,26580.68032,26209.2558,26296.76754,26274.72624,25637.12955,25172.31816,24967.08435,24665.58622,24177.08135,23884.31707,23755.6677,23538.56292,23213.02254,23139.93452,23328.39303,23110.97495,22869.2556,22619.1534,22644.0731,22769.64315,22573.08182,22320.73765,22213.79394,22260.72495,22035.43989,22022.61486,22131.67348,22142.07263,21993.51892,21874.65551,21881.90101,21838.2293,21634.35235,21511.83597,21359.28965,21242.46837,21261.50043,21294.06057,21172.44056,20996.76226,21145.70827,21067.60869,21088.2081,20956.12768,21237.12917,21202.41625,21296.58201,21266.00225,21211.15834,21095.86183,21154.29532,21069.73588,20956.66153,20990.17188,21083.08958,20913.2383,20781.51432,20802.18558,20937.68401,20935.52813,20832.93835,20785.84259,20616.40661,20643.66099,20768.32087,20709.07428,20736.14573
DEO,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385355.82,1386748.954,1385068.402,1392532.845,1388210.957,1384004.531,1384419.881,1377992.122,1374351.372,1369330.35,1366525.253,1365190.527,1362129.395,1364820.689,1365302.362,1367883.581,1379139.118,1389698.44,1386095.077,1374411.034,1368548.004,1353810.68,1348766.727,1347167.098,1345832.169,1344636.246,1348893.313,1346509.927,1342424.93,1343858.989,1346635.861,1357099.477,1368409.073,1369620.278,1371654.505,1366487.636,1361817.384,1345947.012,1339624.698,1328934.877,1330587.391,1326817.212,1325587.868,1330498.332,1331451.103,1338928.597,1339770.99,1343288.135,1366115.209,1382330.497,1388769.907,1387981.665,1388538.107,1387035.568,1379091.987,1372242.918,1372883.238,1370645.467,1368662.148,1366688.492,1363003.599,1366071.414,1370808.5,1372593.107,1380625.027,1406939.936,1416008.216,1414440.774,1412333.266,1410253.389,1409340.782,1410341.952,1411796.062,1411880.86,1414019.592,1419226.035,1422959.484,1422704.91,1424754.63,1428095.602,1428942.734,1426371.991,1424579.338,1442956.947,1453270.902,1446252.685,1447195.827,1442551.259,1448922.465
DEO1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385355.82,1386748.954,1385068.402,1392532.845,1388210.957,1384004.531,1384419.881,1377992.122,1374351.372,1369330.35,1366525.253,1365190.527,1362129.395,1364820.689,1365302.362,1367883.581,1379139.118,1389698.44,1386095.077,1374411.034,1368548.004,1353810.68,1348766.727,1347167.098,1345832.169,1344636.246,1348893.313,1346509.927,1342424.93,1343858.989,1346635.861,1357099.477,1368409.073,1369620.278,1371654.505,1366487.636,1361817.384,1345947.012,1339624.698,1328934.877,1330587.391,1326817.212,1325587.868,1330498.332,1331451.103,1338928.597,1339770.99,1343288.135,1366115.209,1382330.497,1388769.907,1387981.665,1388538.107,1387035.568,1379091.987,1372242.918,1372883.238,1370645.467,1368662.148,1366688.492,1363003.599,1366071.414,1370808.5,1372593.107,1380625.027,1406939.936,1416008.216,1414440.774,1412333.266,1410253.389,1409340.782,1410341.952,1411796.062,1411880.86,1414019.592,1419226.035,1422959.484,1422704.91,1424754.63,1428095.602,1428942.734,1426371.991,1424579.338,1442956.947,1453270.902,1446252.685,1447195.827,1442551.259,1448922.465
PEL,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271226.952,1278799.368,1298546.914,1320486.345,1341272.276,1352172.313,1463855.675,1551675.555,1474029.058,1434740.841,1427653.926,1415148.532,1402611.53,1397589.62,1450390.628,1472271.824,1432142.107,1413995.09,1393977.059,1375977.959,1371353.408,1385118.77,1410602.226,1400418.269,1394813.117,1396270.919,1392174.912,1390321.857,1390598.44,1386460.361,1382586.917,1388235.296,1385722.154,1393896.042,1441364.571,1439818.968,1419934.456,1413289.609,1408888.768,1406336.287,1411762.105,1444353.65,1436708.373,1417908.568,1409590.467,1399233.646,1391509.613,1391453.081,1395659.552,1400286.438,1430515.127,1428837.54,1406615.576,1400458.507,1395311.963,1391171.702,1392343.105,1391399.448,1394712.337,1416044.166,1403223.585,1373095.83,1360952.606,1354708.098,1355373.84,1356422.298,1367482.299,1372700.276,1380341.706,1379483.129,1385483.674,1384912.919,1373845.443,1363754.146,1361533.904,1363965.751,1375710.287,1382959.697,1383077.394,1399193.736,1410171.972,1406088.725,1384697.536,1373384.392,1370188.294,1363743.725,1361835.116,1348085.555,1354334.749
PES,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635305.0674,674459.4954,713906.6648,752592.9559,786707.9341,812538.8689,833534.8231,847305.2522,854576.7404,862747.6018,865164.3532,865148.6202,866873.4866,865070.7659,863977.3151,865650.6273,869740.1464,877581.2668,883121.8529,885268.9192,883021.5956,886964.2283,882744.0067,876144.2416,870538.3186,865474.9275,857460.2132,850624.0573,845276.5787,835333.563,827198.9781,827216.9502,830476.6254,839831.4198,849902.7394,857619.0775,863449.5232,869558.8041,867483.9216,856268.2726,840560.4635,829480.6016,810586.731,791431.7775,775195.5407,754932.0776,738436.6883,717332.6743,710140.1675,701327.4363,699190.0752,690844.4819,684437.5488,673853.4564,659199.416,636226.0985,608352.9972,581477.4082,557613.351,538358.1973,516512.6311,497446.5477,481778.4116,465868.8551,456557.2006,464037.6202,474140.0884,477868.7401,481442.3268,485317.1516,486765.5404,490769.8736,493693.4863,493193.2484,486992.0395,473046.9573,461122.1642,448981.9278,439761.8648,432806.4193,427891.5994,424260.192,415698.7793,425543.3201,438841.0614,447978.6806,455725.2257,454758.4561,465529.1596
PES1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635305.0674,674459.4954,713906.6648,752592.9559,786707.9341,812538.8689,833534.8231,847305.2522,854576.7404,862747.6018,865164.3532,865148.6202,866873.4866,865070.7659,863977.3151,865650.6273,869740.1464,877581.2668,883121.8529,885268.9192,883021.5956,886964.2283,882744.0067,876144.2416,870538.3186,865474.9275,857460.2132,850624.0573,845276.5787,835333.563,827198.9781,827216.9502,830476.6254,839831.4198,849902.7394,857619.0775,863449.5232,869558.8041,867483.9216,856268.2726,840560.4635,829480.6016,810586.731,791431.7775,775195.5407,754932.0776,738436.6883,717332.6743,710140.1675,701327.4363,699190.0752,690844.4819,684437.5488,673853.4564,659199.416,636226.0985,608352.9972,581477.4082,557613.351,538358.1973,516512.6311,497446.5477,481778.4116,465868.8551,456557.2006,464037.6202,474140.0884,477868.7401,481442.3268,485317.1516,486765.5404,490769.8736,493693.4863,493193.2484,486992.0395,473046.9573,461122.1642,448981.9278,439761.8648,432806.4193,427891.5994,424260.192,415698.7793,425543.3201,438841.0614,447978.6806,455725.2257,454758.4561,465529.1596
REO,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321006.9244,289776.4543,263555.7906,241467.973,220177.2451,202013.3188,185572.2763,171204.6784,159324.076,148909.8108,131975.1789,127658.0993,127588.036,127341.4027,125214.6607,126798.4856,124970.7281,122797.6254,115046.1664,105201.6585,99291.0762,98521.14019,98231.21808,100010.749,102340.2283,103656.1129,103367.9814,100989.5172,98368.81417,94538.98014,87419.44096,81641.25305,75246.69543,68392.16488,64598.78391,62184.65978,65977.21791,68775.46628,71169.48783,72700.59786,74028.43562,75048.75934,76817.8168,78338.4399,79561.80116,81433.59011,82359.28841,85313.5772,88553.17395,92623.04256,95192.5534,97719.9259,100193.9232,101253.9582,101820.5074,101931.51,101648.3633,101629.1484,102077.7037,102455.2077,103096.3642,104268.9298,104522.7983,105844.1125,109284.9378,111490.9054,113792.4702,114983.7984,115886.8033,116163.0691,116838.9884,117413.799,117578.6789,117734.4831,117595.4931,117597.0766,117605.008,117351.577,117590.2378,116751.6544,115944.3875,114924.657,115380.1999,117314.0928,117919.1994,119462.9259,119365.6673,120570.3086,121200.4438
