Binomial,ID,Group,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
SSH,46,Pelagic Fish,2840675.949,3093564.15,3484293.186,3782068.996,4074862.587,4315930.481,4526260.166,4617160.05,4458974.575,4498591.709,4640855.391,4699482.415,4856921.23,4787758.671,4534920.13,4157799.046,4000792.366,3469385.419,3006110.23,2645183.499,2340318.366,2158896.993,2005138.933,1966204.944,1954400.574,1888468.901,1835638.47,1732884.845,1606689.828,1501264.269,1443762.516,1458247.933,1478617.071,1521594.489,1597728.313,1741122.773,1814146.052,1851892.089,1899902.152,1883751.42,1899846.689,1808900.04,1756698.498,1724216.172,1644037.41,1562955.721,1472062.39,1462566.87,1434042.048,1346686.117,1303587.51,1247461.113,1194618.076,1068670.11,961765.5376,835060.9297,735806.169,594134.089,495515.983,410023.1935,334898.4596,299840.1429,266002.7531,217644.2357,177499.554,138078.7133,109352.1401,81987.56645,64485.61673,49380.67056,56720.25344,65576.65784,50098.07511,33606.75145,21033.96633,15125.57024,12402.21042,10252.45036,8266.415501,13198.4644,16948.92297,10682.39731,6310.692515,5209.619845,5252.979632,4644.366223,3496.455491,2453.577739,3985.858776
NCO,47,Demersal Fish,4201170.935,4276349.797,4106481.496,4191518.547,4312967.713,4514766.181,4683890.831,4430855.638,4280582.89,4375836.529,4848798.724,5373208.691,5291997.217,5574726.588,5363552.594,5072737.81,4796292.194,4461713.807,4267027.357,4311146.483,4450543.415,4539880.612,4597622.832,4637212.649,4579757.58,4458656.334,4628068.455,4899333.111,5280073.513,5575824.502,5764675.618,5909779.253,5961984.868,5958184.786,5821347.789,5971311.916,5872553.389,5683904.634,5652622.402,5587763.612,5622288.697,5722566.539,5696083.752,5546300.337,5537744.493,5757081.924,5681827.521,5621223.634,5630415.778,5680245.834,5553456.08,5509815.223,5492243.997,5619381.643,5532306.878,5409123.524,5436412.087,5476211.751,5412591.205,5369493.523,5337030.877,5246755.139,5396554.932,5397439.362,5400928.945,5393715.853,5470944.805,5643309.909,5735993.266,5644989.932,5634207.221,5664120.672,5618631.658,5573456.028,5474368.595,5683027.95,5663409.865,5503020.981,5507544.93,5478971.536,5530902.58,5563119.417,5447160.913,5455269.469,5389795.231,5430490.253,5539729.51,5568315.987,5468906.075
PCO,48,Demersal Fish,2805796.932,2870444.274,3041645.645,3168919.867,3236423.356,3179749.472,3359888.299,3444425.081,3421758.713,3221658.338,3159349.694,3035070.143,3126285.015,3173146.404,3281020.67,3291772.25,3446111.012,3557982.533,3705848.713,3704264.061,3717637.198,3643767.012,3696437.976,3724307.561,3835993.628,3662208.99,3543425.23,3503430.315,3618123.28,3668626.698,3729522.778,3775615.052,3578218.356,3508630.512,3603819.764,3687947.357,3745890.878,3654680.504,3630315.533,3600445.678,3690227.891,3744832.947,3955229.743,3909795.718,3720383.237,3861356.565,3845741.082,3882359.953,3918038.097,3896685.618,4017743.506,3951925.111,4161164.393,4299015.302,4430289.637,4600116.841,4527935.415,4580264.939,4636824.755,4585720.778,4747349.375,4575326.742,4328814.764,4233959.809,4130678.728,4092108.832,4013139.818,4065570.161,3970474.178,3946374.197,4016556.321,4030106.116,3974288.967,4046879.71,3950725.798,3817298.85,3799785.755,3818026.706,3812794.886,4107324.861,4117177.71,4028747.936,3799618.773,3816625.352,3984409.957,4122635.293,3987588.322,3905507.571,3744756.489
CAP,49,Pelagic Fish,4437031.175,3489253.639,2957412.289,2463157.327,2133401.133,1987936.318,2160471.565,4354298.699,3555331.686,3235014.078,4532269.862,5030212.446,4791696.627,3676783.611,5340024.534,6537610.557,6173747.743,5602769.241,4501294.525,5055497.172,4666187.539,2964182.183,4561062.723,5435876.744,4770267.627,5088764.384,6026010.48,6604613.683,6121693.695,3861336.351,4664474.912,5534174.759,3602204.324,4022791.895,5445939.649,4978697.639,4358221.841,5084820.152,5572008.512,5322112.926,4467422.329,3041595.776,2816733.662,4264878.184,3875130.526,3690705.673,5813014.844,4618683.986,3358217.508,4880745.882,6350384.814,4533570.514,3788189.879,5436353.852,4292051.75,4372507.972,5417674.443,4708336.423,3828616.443,5680516.078,4705081.534,4603754.297,3576892.397,4526351.507,5977966.787,5123883.869,3616097.504,5145172.309,5529083.141,4498733.886,5482311.812,5784607.292,4164509.95,3540704.866,3329728.397,3608958.472,4729660.927,4727468.368,4119952.704,4145057.445,4519752.839,4659834.881,4588167.303,5349786.588,4843540.605,3925360.333,4837344.044,6017260.133,4384128.303
PWN,50,Epibenthos,19353380.58,6091585.11,6693765.072,8358604.063,9338068.587,9649727.607,8970166.231,9693020.236,9969786.393,10162898.62,10991204.29,12127480.48,13367074.85,14022732.23,14178968.48,13291172.6,17846969.85,14375654.34,12369564.75,12256970.9,10765335.74,9013848.502,9180949.513,10170214.76,11638259.99,12352478.1,11888336.06,11785720.43,12380606.42,14321547,14510855.13,14855830.13,13132186.04,12299567.38,10950816.01,9361958.591,9324229,8856682.81,7981686.258,8149921.943,8522255.804,6465233.376,7037558.292,8827725.571,9946633.348,10844065.46,11980637.89,11166474.4,15786637.19,12956171.62,12790709.89,13210804.55,14355153.74,13262978.57,13698958.75,14859327.8,17808624.19,18772990.83,21134769.49,24389853.95,28867591.08,34291660.87,33015129.85,32459149.33,35822853.14,36870286.56,39164638.74,37574433.95,40767135.09,40281744.49,44251182.48,43166385.17,43430559.6,42086938.91,45671518.63,49642503.09,49111005.42,48286852.89,61630745.07,43353321.08,47348870.93,42676631.14,46716712.75,52393604.01,43883292.61,56645985.99,55484544.56,44853766.21,63276951.31
CEP,51,Squid,43806620.18,43568252.75,43788047.12,47328924.38,45953633.5,42736187.79,284200137.9,291282381.3,50588098.37,49460557.44,53859674.14,57631032.06,52120816.77,49780005.17,86860060.42,84602124.64,47185257.17,52206469.95,48986984.88,46345201.61,47133315.58,51388332.12,58031184.82,52537555.42,48844919.39,51481418.45,51365476.97,51082259.27,55649626.29,59751381.85,61261258.23,58160189.61,55184967.72,59414182.28,70746096.2,61864449.96,46703164.24,50466303.27,53882416.18,53355724.07,55253120.4,65371380.63,60989571.98,53510606.82,61751844.44,62480241.98,55021995.37,49953806.14,50250962.93,53347475.16,55104808.34,56985098.5,57284650.13,56481301.55,72560516.85,72661086.06,62068393.83,62620000.02,56078360.21,52593446.69,53099813.05,56323297.66,56531582.82,61315726.41,61860936.34,55913852.51,54638538.36,57300293.2,75445977.08,74937849.84,57592601.79,60841529.66,56849474.63,54112827.12,58362016.61,57655428.82,59286192.8,63300574.49,62547855.41,64537816.44,57900445.22,53781211.55,56759843.9,57586840.19,59097329.14,58071993.54,55829935.16,57468728.13,59571207.24
KCR,52,Epibenthos,5582.666938,5570.744208,5557.94204,5543.445939,5524.349998,5482.210058,5432.167523,5392.270029,5359.51528,5331.208238,5304.808588,5280.222897,5254.326975,5223.658168,5164.404271,5079.892391,4998.909973,4923.485639,4849.059728,4763.318038,4612.807863,4176.312767,3683.892347,3277.843498,2954.314744,2702.380778,2519.765898,2365.252545,2220.615464,2031.453928,1702.796499,1392.662211,1153.713025,959.722539,802.674493,680.894349,582.5606,498.441456,426.820303,367.0803,319.151486,280.846259,248.083371,218.859444,194.577384,173.897755,156.447891,141.532838,128.420571,117.129726,107.114256,98.259334,90.439615,83.627629,77.621511,72.144029,67.185115,62.852712,59.017962,55.566901,52.504318,49.692913,47.211225,44.987776,43.014325,41.193912,39.609967,38.177556,36.88723,35.70309,34.595425,33.537836,32.599129,31.715333,30.886886,30.137693,29.448271,28.791183,28.177814,27.618406,27.10193,26.629484,26.180934,25.761611,25.366893,25.002407,24.668539,24.362869,24.07574
SCR,53,Epibenthos,91214.73504,87007.54236,84543.13997,95373.9774,93595.27311,89999.3434,88803.27024,99336.56141,97259.28288,93577.42281,92995.28916,101909.2086,99123.01235,94841.1489,91741.38806,90941.86568,96924.87878,96965.52894,96637.40057,102227.0136,99889.28122,95232.25823,85849.48297,79933.97324,98784.5364,105558.4962,100145.3091,94914.83919,113998.8337,114392.4153,107826.1514,104397.9824,122361.8834,120904.3422,115264.6815,110187.5473,112842.4366,117486.6446,116034.7006,109966.1903,123852.1635,125156.4645,118277.6999,120850.5831,123549.4437,115582.2755,107072.3228,99346.87593,114643.4588,122418.1046,118704.6541,126024.7356,123866.7192,126133.8801,134961.6199,128487.2136,124876.9041,115858.8993,120437.4866,114906.4688,114731.4696,126856.9086,127863.7225,125448.7279,135237.0648,135004.0333,128381.9944,139725.5584,135703.8128,126059.7395,120980.1286,127879.3587,132069.2491,132298.5924,138424.0102,140526.7537,135234.4,137480.7802,139692.7766,132867.7223,123737.6657,133759.1531,136863.2834,133318.9556,143169.4306,138185.9369,148045.6301,153953.255,152623.2
ZG,54,Zooplankton,6828658.954,6802294.595,6789772.468,7189654.771,7190425.633,7164271.536,7129247.593,7113030.28,7089021.165,7066311.891,7036412.344,7317706.835,7311189.368,7280426.726,7271369.137,7255867.164,7248728.185,7660700.094,7651530.108,7638943.173,7627941.24,7609071.465,7987928.153,8008145.795,7992404.297,7968107.892,7969250.695,7950567.447,7932439.953,7917131.971,8340303.535,8325571.414,8324503.711,8733234.456,8719965.896,8714332.062,8701003.956,8689985.498,8679172.214,8673582.167,8658914.908,8651484.596,8677266.827,8678578.562,9176757.048,9671375.111,9710444.499,9705606.339,9713558.75,9758551.099,9772693.963,9861979.209,9935164.556,9957914.865,9964387.047,10031276.24,10668111.46,11225913.28,11250669.7,11311554.93,11357678.96,11385916.23,11400272.61,11449764.84,11472577.37,11539448.88,11657593.14,12399366.55,12536017.64,12678149.04,12722196.34,13465042.44,13661802.07,13712388,13733844.09,13823174.09,13909798.91,13965557.52,14115414.24,15156184.15,15215305.05,15253928.96,15365090.94,15574015.25,16399232.27,16628933.69,16893165.15,16980464.57,17229664.56
ZL,55,Zooplankton,1155818518,1134789703,1205241440,1219457099,1140267806,1179373666,1282853031,1297161159,1175915059,1178445778,1305154729,1353600192,1293471862,1269227277,1259465378,1357117645,1275429384,1274485420,1265105898,1358561523,1294916087,1235842093,1344637325,1348391486,1355806985,1259344328,1298587571,1421785616,1374669547,1242682188,1250262335,1365762610,1348181295,1470807663,1315274522,1341751013,1362277321,1382292817,1300105299,1367779511,1432592920,1343613316,1374177416,1390405715,1467943682,1535166460,1338723929,1369194259,1349620369,1399923854,1338674870,1381051619,1383150929,1457740985,1293332668,1366267139,1382905900,1445211828,1308830081,1373250597,1384138517,1371644019,1443054153,1398849407,1362589310,1362705735,1403519636,1637359524,1407591762,1448008682,1482532601,1418786430,1358923145,1464061647,1430935757,1434044647,1411799740,1421448261,1336418474,1336846552,1399167810,1441626342,1343847736,1355244693,1357979714,1358072315,1377123196,1436010820,1386785768
ZM,56,Zooplankton,393313667.2,534162274.4,647173125.9,696827310.6,731997214.8,637027472.8,873374280.4,634078023.9,751936250.1,558606032.6,651605133.1,738353259.1,720382159.6,825590408,507029340.1,689679408.6,649834508.7,809394843.2,553580414.4,705663856.8,835042173.4,704528151.2,475825593.6,633548728.1,683998581.5,844052829.3,687525920.8,770310663,743358079.6,732360669.8,722986877.8,766507236.8,920932243.6,690491780,611646356.6,694669920.5,741463422.7,704075695.4,774936893.7,636590217,454344955.6,659423080,698909017.9,722440197.5,615064271.9,698791009.4,672365981.7,927665085.9,557652215.8,632404392.9,876994583,681510418.2,846249091.8,584945354.9,794169663,543348515.9,632332444.6,713095142.9,974175378.2,635142648.7,764651063.6,679039840.4,744014453.1,563695921.9,966552992.2,485604139.1,587407094.5,857093414.6,483145747.8,518737321,683997084.5,507961320.2,676898844.2,604624785.4,849435586.4,545955832.2,536560587.8,792379055.5,557523581.8,625778758.2,528307057,878123548.4,470273910.9,529171811.6,941129400.2,536648542.2,568603747.1,829524090.8,509091205.8
ZS,57,Zooplankton,23986651.75,29128413.92,37236582.04,38601221.78,5532781.745,8928448.038,9781781.493,2513151.313,16372161.41,38620842.55,59591491.37,9405850.855,38553277.92,27453356.55,25932284.14,60725242.65,20755855.8,29527503.23,31244134.42,48456908.13,17054257.5,8476470.526,16337493.07,55401128.21,66855546.76,34537221.92,31751056.45,113550423.3,36595685.69,4856916.558,33906991.59,134630248.4,41927834.53,13828388.44,18016046.47,79411204.61,110185983.8,66969870.03,23109707.19,59151329.83,79984486.42,32043930.68,42596310.66,52725475.3,73752560.68,21379162.76,15207383.39,74539865.49,79892095.54,86523289.15,49770929.87,28658219.16,76138240.95,52178216.99,12798035.68,61228846.2,3836949.17,105339344.9,30571322.3,90782974.33,87719580.25,35525403.62,72729009.8,70886900.13,46335290.2,37811752.66,93724311.17,25597204.06,108767.7353,95791912.94,126372224.7,42088124.13,50819213.11,116765655.4,68339674.44,36755258.03,68871689.51,64797347.79,25121348.85,10.503089,102740373.7,119088779.5,5361422.19,35104638.01,51660562.01,21562528.88,40033883.63,52408199.53,48870579.66
PS,58,Primary Producer,8178408733,76945103.66,99893702.56,164055010,282301516.5,502096968.1,964722707.2,3132628625,4944681792,8483052156,819323350.3,52988183.97,107293521.3,265465418.8,773067239.9,62763550.48,45455092.58,57958833.99,79060919.91,126773749.4,261899564.1,604399989.7,1071850518,1551359394,2147016898,2541245029,3143243295,3701717849,127878144.5,192209336.4,447193220.2,132290507.9,125088855,147296323.7,162642541.4,286252451.8,490358761.6,1449169168,3313217515,6798631494,9898945754,2367154621,287911606.1,220232257.8,270995705.6,258274478.6,298443708.5,326399295.6,1279305227,2439789089,256618600.1,743219366.1,1122100601,1709609030,423210361.7,393791641.2,803276906.9,334478517.5,700001880.4,1116784461,1692894383,279287468.3,367896591.1,605035307,683528913.4,1808307199,533141057.6,633277660.2,1396333159,2437208228,1985942825,2581305778,3136422421,338105501.7,386535970.9,525295514,394620428.7,363129636.5,676359196.7,1367172182,2465666546,330319088,418999304.1,659670777.9,500305171.2,432844769.9,668211882.2,273946957.9,381219970.1
PL,59,Primary Producer,5532255040,4469148505,3971180996,3665045484,3467656353,4927990728,4081685354,4484003404,4606837395,5526318928,4587058442,4154953982,4474648655,5487802167,7466761643,5073015290,5537956233,6165569983,7351296984,5618170462,7215947287,7998986892,6187236498,5717065155,6956559332,5611267892,5708576974,6236414951,7644869358,9889142072,11858026379,10850000088,11349882148,13114515012,12284451696,11276307994,11095895901,11709085903,12060283782,12880822191,12840896628,10353075422,10370224651,10454055487,8333126124,7638211270,6960971600,6788350260,7452312006,7342245655,5903506936,5581491901,6276621534,9519215379,6609887241,6921154693,5986796516,5931616407,4972807457,5297535853,4909260860,4982973901,5318238408,4305298534,3806219146,3484895715,4923815350,4202840843,4142396780,5660724153,4270909737,3478548420,3481467281,3953244365,4172561765,5869959871,7248499236,5094869812,5099218936,5287016943,5288037096,5929433407,4441319417,5647118367,4194145257,4110600798,5569069949,3963770010,4042702565
BC,60,Epibenthos,4147513.57,4172359.032,4196975.857,4222204.565,4248016.232,4274142.549,4300202.497,4326922.293,4353988.605,4381432.284,4409074.946,4436939.523,4465512.485,4494303.66,4523118.883,4552229.624,4581811.999,4612283.58,4643340.758,4674615.681,4705956.709,4736873.796,4767917.355,4799177.615,4831152.751,4863541.992,4896361.301,4929989.133,4964579.936,4999597.515,5035005.029,5070639.589,5106615.564,5143187.922,5180569.739,5217747.263,5254758.307,5292774.115,5331506.174,5370714.301,5409641.981,5448165.61,5487366.164,5527774.009,5568654.011,5609899.849,5651256.676,5693384.964,5735813.741,5778577.121,5822194.994,5866312.684,5910511.55,5954757.074,5999843.158,6046066.304,6093060.02,6140084.638,6187382.839,6235469.688,6283807.355,6333159.22,6382510.697,6432415.135,6482225.201,6532629.036,6582617.088,6632972.816,6683661.055,6735197.111,6787517.96,6840619.27,6893724.674,6947540.946,7002145.574,7056222.444,7111147.59,7167088.217,7223565.652,7280674.067,7338433.961,7396317.681,7454797.442,7513718.69,7573634.887,7633886.272,7693733.1,7754311.66,7815176.205
BFF,61,Filter Feeder,9421586.993,9698665.401,9728806.873,9801631.062,9862991.081,9929745.403,10240369.07,10347061.3,10420950.74,10477707.78,10792071.91,10837711.72,10906481.09,11004083.33,11045749.49,11477260.29,11582978.33,11669455.16,11749491.03,12200948.64,12289130.86,12380790.06,12475674.1,12988841.81,13131420,13234318.57,13342774.61,13894529.15,14000028.47,14113019.03,14657766.03,14780823.14,14918622.96,15514060.94,15593876.91,15740528.1,16352729.15,16511007.35,16630286.6,17238539.44,17385306.93,17462244.93,18091015.88,18243194.09,18377806.15,19049399.35,19097782.11,19692805.54,19851544.82,19990528.19,20590805.17,20758876.64,20885651.78,21485404.78,21604096.35,21759591.53,22379070.65,22525611.28,23103944.09,23285034.04,23426906.09,24000681.08,24147145.18,24731946.92,24819301.02,24985531.26,25524996.62,25710044.21,26154398.41,26322082.57,26454524.7,26953177.56,27090403.59,27520732.68,27711569.78,27845565.43,28261597.09,28410383.54,28800624.82,28803447.86,29274652.21,29455891.13,29843571.71,29978826.38,30380783.47,30639813.38,30931524.27,31099341.61,31232589.52
SPO,62,Filter Feeder,9889610.866,9916658.731,9921968.774,9926513.96,9931518.36,9935232.48,9959527.763,9966959.627,9974594.314,9978322.03,9999261.52,10004437.06,10006801.25,10014949.04,10022459.08,10048758.42,10055276.51,10058975.72,10065686.83,10092212.57,10099417.59,10102772.78,10108177.15,10135021.82,10143324.56,10153122.87,10158714.75,10184445.02,10188738,10196111.45,10214016.35,10221933.25,10228935.31,10248708.7,10253864.2,10259733.46,10279305.19,10289027.18,10295637.79,10310327.2,10317699.4,10326463.98,10341057.81,10349588.37,10354170.61,10378026.29,10384219.96,10399784.86,10411988.75,10422347.57,10439915.46,10447316.96,10456586.43,10479362.94,10486942.64,10492382.6,10514081.6,10519049.23,10539316.66,10547178.62,10564842.89,10587896.73,10599700.52,10627211.55,10642210.23,10649024.37,10668812.32,10680681.14,10698676.82,10705820.86,10712926.56,10739713.83,10754361.26,10779185.47,10797355.27,10810153.59,10834312.93,10839875.64,10870831.72,10884073.75,10907448.4,10919425.32,10946419.18,10956793.64,10980965.47,10999545.17,11029267.92,11040029.13,11054675.88
COR,63,Filter Feeder,10438678.19,10625452.93,10705675.05,10711412.93,10686441.68,10651592.02,10870462.15,10900146.13,10941840.26,10935889.22,11154683.56,11317274.52,11325940.78,11319321.81,11286193.88,11623052.15,11645048.45,11723918.56,11755453.77,12111606.82,12328971.35,12330439.02,12308223.72,12774098.52,12846710.22,13019178.23,13011440.57,13487029.72,13747621.69,13769911.56,14255936.35,14551494.17,14582720.54,15141302.82,15472156.66,15493329.07,16089189.09,16413154.35,16456237.09,17100655.93,17403695.12,17438865.91,18124342.42,18454814.43,18458043.09,19267894.9,19565471.31,20428519.35,21000307.49,20970658.07,21824809.61,21832383.06,21834829.29,22998117.01,23383273.69,23325742.41,24403125.6,24389809.34,25548141.53,26285683.49,26219932.39,27383609.25,27332977.46,28578244.2,29192064.47,29106928.25,30401498.09,30339078.92,31660172.5,32346336.86,32303694.55,33738285.46,33714564.17,35027798.9,35628440.37,35523094.18,37021621.51,36913236.24,38318825.88,38990658.81,40695804.58,40650471.57,42255187.87,42668009.79,44366077.3,44532292.09,46245811.01,46229490.08,46079020.87
