Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
BWH,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897337.7649,899409.2633,893445.4652,898395.9649,890202.7415,894297.9279,896097.3143,891022.5735,895306.7363,891732.3407,891763.1773,894937.7291,894896.0827,888093.7665,880713.7845,883960.127,884970.8899,883007.4324,883843.6859,883701.4218,878849.5334,892234.8197,891370.5404,884749.7386,885300.3261,892692.9961,891703.7351,886034.8944,882637.7526,888530.0368,892569.8318,895545.468,889212.1013,894006.5688,901889.583,904414.9431,900604.1689,904473.4371,903257.2365,893783.4977,890344.7204,886262.2675,886442.5364,887199.4728,890598.693,888830.8032,889132.2885,899859.2028,905345.6011,904855.4229,906644.6438,900695.3992,917011.0596,898342.2493,893325.0941,900077.5765,903218.3606,905981.0825,910850.6976,903433.0172,908649.3575,908000.9782,908262.7073,898240.5215,898069.803,896067.3631,897940.7087,890725.645,886274.3676,885004.2317,892770.0612,899211.7294,887373.728,894024.1917,890521.0913,897236.1702,895336.0165,892907.8107,896025.7016,893986.847,896417.7479,891366.4335,887717.425,884810.7452,890862.5244,890100.2088,882772.1797,893289.3131,890706.3906,884832.1694,886006.8371,887843.946,888721.3266,885444.4132,899212.8886,896071.9475,895411.6345,907945.2919,911047.9523,897565.6468,911093.757,907755.895,907300.7257,892681.0604,886074.1181,880494.7941,875759.2899,884482.1874,876824.4569,873331.2122,878132.7734,878770.2136,880585.3076,880968.7987,878341.5924,877126.3432,872658.3326,870533.8157,869850.9983,867949.6045,669490.9532
SSH,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492985.924,1545755.776,1571973.341,1575160.828,1593621.96,1609890.104,1572213.848,1565593.699,1582685.748,1605857.033,1584622.2,1602391.732,1615113.351,1587904.814,1579008.397,1586846.359,1604180.452,1594780.058,1593843.89,1589471.665,1601467.925,1598596.272,1591452.265,1600245.332,1577352.658,1568902.825,1574503.224,1562410.078,1552197.264,1541732.904,1542004.682,1544073.421,1554774.091,1551589.8,1544399.522,1551402.86,1537919.898,1544325.006,1547943.128,1533277.553,1525936.599,1522728.824,1535720.569,1520157.788,1531566.935,1520686.301,1526951.596,1548213.546,1546067.076,1537603.415,1538368.442,1541334.579,1533481.168,1549374.905,1531061.579,1518936.556,1517622.045,1514918.53,1509600.74,1512042.651,1510641.98,1513635.982,1521203.78,1510385.725,1505064.187,1516793.315,1517432.101,1513736.564,1502010.859,1502142.5,1512062.734,1513150.998,1529855.032,1526139.084,1525149.986,1505762.027,1519546.518,1524609.595,1538370.459,1529292.862,1528962.921,1547745.829,1543773.839,1528155.417,1534327.437,1555151.735,1554802.357,1569154.822,1543815.792,1551932.95,1567382.841,1561102.637,1558900.62,1561231.622,1549271.554,1541641.72,1537786.704,1536572.083,1539946.039,1532849.231,1542300.667,1534626.304,1524080.186,1518239.027,1520308.951,1519882.701,1514558.12,1497997.125,1501808.283,1495439.678,1496939.675,1486399.538,1476931.98,1483860.97,1477611.817,1465595.357,1485320.65,1469123.921,1479967.713,1480103.53,1299253.765
NCO,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2962269.058,3027005.67,3065111.668,2933673.774,2852672.018,2792753.316,2819885.379,2861607.928,2829637.686,2879238.452,2977496.878,3061971.851,2930712.665,2918373.878,2889917.587,2902038.823,3059547.727,2953214.66,2845425.788,2956091.086,2896541.928,2884985.401,2976235.952,3035635.834,3136858.087,3300958.141,3224397.297,3112087.733,2834801.896,2689232.858,2819075.996,2734497.392,2773219.293,2799784.311,2850965.578,2939846.13,2985659.996,2897396.212,2841048.425,2691401.94,2580147.126,2725897.173,2647567.47,2636557.857,2702107.813,2805844.487,2808567.5,2889823.082,2826061.477,2689302.754,2777358.287,2749264.703,2661107.21,2725972.967,2610700.934,2686128.582,2867070.736,2731016.396,2714239.445,2885955.88,2816560.628,2767755.467,2807556.456,2685958.073,2731516.187,2755744.273,2746867.807,2774696.812,2762372.526,2697459.75,2725651.909,2753538.909,2719724.478,2787894.446,2725868.072,2714308.86,2617521.812,2606800.608,2696566.095,2794244.748,2826178.28,2866186.45,2767788.805,2752314.263,2809704.074,2853560.821,2718618.246,2663204.231,2580994.101,2643623.399,2813394.148,2839217.593,2792577.551,2932812.053,2882772.367,2915942.993,2808340.368,2722854.984,2726478.245,2693483.247,2736400.278,2776955.663,2809424.987,2831206.081,2782692.558,2739501.957,2688350.243,2738962.833,2730661.054,2765268.943,2702410.569,2727362.89,2718618.178,2696094.833,2727914.068,2811213.439,2803677.008,2766899.656,2711827.238,2666214.891,2544081.466
PCO,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170414.4311,178199.5429,194179.7827,193188.8333,204207.733,204654.6011,207234.8412,211219.0903,214885.8435,207514.0927,191057.9437,171771.7739,168034.8443,162152.6824,160471.2209,165991.0224,168958.0792,165840.1517,165561.671,170637.4629,171609.9143,176340.9757,159522.0225,157891.307,168804.0309,178879.8064,186760.0113,186354.8622,186323.7288,187610.0191,179940.4417,176318.1966,163525.6178,170592.3306,169416.1864,175304.2562,175293.4249,181080.1161,180080.3956,165787.4655,166108.9909,163016.1206,157913.1016,161864.0909,168357.3749,165277.4525,167984.7106,170467.5917,184592.4875,195529.0514,197997.9604,195888.9239,197717.4456,192379.167,203755.5731,195535.5282,215854.3402,213248.1387,213480.3504,212019.5376,222851.6864,211677.3206,199425.3904,194686.939,198270.5156,181628.1629,188943.5149,189882.1175,193709.3286,183846.5118,178171.7387,165048.4433,163831.8394,170817.6031,175413.1898,173136.9977,168143.7134,180709.8405,189768.3659,191071.2757,187230.7526,181512.0584,179511.2272,177936.7256,184552.8223,191877.1701,179255.9928,167785.2837,166534.6004,169819.168,166001.5831,163273.0157,165234.1163,163696.0814,162701.3166,164276.9048,176352.0599,177761.552,183270.1367,193645.4557,171235.0219,168912.2036,176520.0649,174650.7735,168558.9543,175171.0214,178698.2731,173978.9843,177390.8323,166938.0997,155047.3456,162236.0367,166391.1463,162637.7538,162900.0107,165829.5872,167968.6445,165329.9454,169535.2004,173180.2891,180545.4251
PWN,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31087679.74,36153374.14,76057228.94,39042976.62,31771975.27,101597093.5,37296011.14,40266997.28,47705215.96,40622881.93,45697972.96,76771238.76,83695306.64,104448451.3,98672874.49,119718526.9,80903363.6,83404712.59,97848512.21,83301784.41,109243100.5,46790033.02,57352342.27,94059581.69,96402689.48,74858429.02,86015511.44,79367281.6,85841093.92,45471793.94,68290627.99,61322719.74,48599754.09,60697337.72,61165317.43,79373451.83,39226230.98,61018477.27,65516792.77,71203184.28,61761268.16,47243933.71,39295637.32,47615465.08,39004901.09,46623838.78,50934579.98,104616044.1,43028299.86,40078100.96,48679089.4,48065724.9,58497747.47,58667449.88,48107064.63,45709167.63,57820169.05,51635690.1,65801128.32,41244342.22,103718753.3,38041125.97,36617681.46,43919028.03,94540381.66,46927287.45,58034523.73,85493591.41,59653766.57,73683417.26,45639441.89,60426524.98,58470657.92,60198367.68,43867967.32,40456818.25,43722688.83,46177169.83,41733121.81,70862419.52,71158421.5,89289841.75,53101639.09,47975357.34,45564540.33,43260720.35,28722321.08,53915298.83,65745870.93,45531584.06,65193982.26,72769939.33,65667795.68,55470361.07,55992310.7,54914407.47,49955937.37,45650830.23,48831842.93,44304974.34,40255644.47,40786209.16,45756553.65,44761625.83,42325489.3,39155635.04,89288789.41,48818902.18,39328165.09,37196893.38,66618809.98,47185858,45982677.56,90281671.48,44984908.85,61513210.14,42232413.44,72851462.22,35633945.49,55896330.57,46378663.59
CEP,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17052415.04,17917741.2,18559894.57,17404167.52,17115200.45,18538863,19612125.7,17992567.73,16866880.94,16298896.91,18259225.76,18646722.23,16875255.59,16261605.33,15087798.16,15655136.45,17852349.87,17591818.01,16172674.76,15674414.4,15523023.88,17421630.82,17928787.29,17002316.89,16876529.66,16713799.77,16578912.93,17012636.1,16946513.92,19410606.05,19887171.76,17779562.09,17754699.69,19993298.03,22194375.16,20163235.84,17879199.58,17119249.14,16904238.96,16549194.89,17989976.96,17955683.23,17177360.68,17981446.91,17236490.18,16910635.92,17479534.57,18409333.51,18767562.06,19239377.9,18242363.34,19977183.39,20800329.41,17037025.28,16192428.81,17450817.09,20625142.72,19443144.04,17723768.15,17374723.11,17641696.03,17457247.83,17465827.15,17273058.58,16929518.27,17663396.36,18178597.05,16089070.52,16908717.82,17171763.9,20292443.28,19306427.63,16344357.24,17634879.73,17708054.61,17028449.35,18109464.11,17730081.59,17260361.72,19928167.25,20773319.97,18336973.22,17688620.05,18761514.44,19476255.08,19046694.68,16913148.48,17771818.3,17823883.88,17021371.89,16728405.75,16563226.55,17310773.28,18717212.55,18022815.56,17687420.37,17891050.76,20744294.14,20345614.53,20693259.34,21207612.32,21780523.78,22256216.85,18890616.66,19144670.6,18932586.75,19629091.73,20172079.22,20701680.21,19619581.49,20627640.27,22032788.21,22033543.84,22524666.76,21461267.07,19899749.05,21237628.44,21840587.84,22319644.21,22119280.21,15660745.68
KCR,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16935848.72,17335739.63,18058571.31,19704746.84,23168061.64,29288018.88,36784181.8,41320456.57,45655339.75,47488900.28,48558532.75,51480154.11,58088688.69,73156316.59,100542428.7,135885719,164419518,184116245.3,195835510.4,115852074.7,75276927.37,59457524.02,54627615.35,51301819.23,50162047.66,49904105.48,50173729.5,50932245.45,50960196.9,50330920.65,50107043.42,50844021.87,50029840.91,49779713.74,49670480.72,49827212.62,50192060.18,50501697,50897496.64,51475228.6,52302711.77,53489970.45,54614525.21,53688737.51,53664436.24,53732737.01,53208608.2,53075156.68,53071040.25,52547951.47,52928218.42,52901692.02,53004122.56,53761403.54,55075401.28,55584567.75,55853349.94,56030250.67,56035678.52,55378446.6,55261763.67,55216499.02,55360109.23,55691867.45,55919329.54,56561838.19,55725360.79,55615563.58,56016356.92,56484916.53,56171733.99,56727901.94,57300475,57612925.6,58330915.21,58233017.4,58118789.84,58809700.82,58836455.94,59461179.01,59302924.95,59823814.57,61182867.56,60232825.22,60056343.44,60333488.81,60671744.6,60876927.02,60576888.65,60584905.08,61761328.2,61405562.13,61605802.41,61901942.03,62963835.99,63674723.68,64794397.44,65296949.58,66713865.28,70949883.66,77343688.04,83030426.28,86195982.03,87459531.7,87870366.01,88726048.62,89442408.63,89676883.2,89922076.63,91524847.26,94994440.02,98355154.5,99996631.3,101637935,102893522.8,101551608.7,101689858.4,101911160.8,102166306.2,102061934.9,101834896.4
SCR,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7884.664266,6325.070319,8552.861085,7444.862685,5488.545396,3969.856088,3012.338005,2507.569119,5105.092404,8624.0515,6653.651036,5165.969159,3554.168101,2826.715266,2616.129382,6122.722425,11240.12687,8902.384625,6832.097341,4730.130679,3420.767827,2929.396686,7094.783253,10592.53581,7945.172631,5748.38286,3781.964536,2777.889933,2495.023152,6206.965881,12281.11303,9620.553532,7164.430874,4728.233489,3290.183688,2800.665079,7268.890797,11517.37378,8543.708872,6145.918295,3964.706761,2898.872356,9112.749535,10573.18907,8067.612017,5555.020815,3572.064538,2662.985031,11044.80793,13073.04964,9611.757471,6364.561385,7958.931076,6070.07228,5193.434811,3893.880093,2950.415488,7987.830273,8908.149263,7090.05982,5001.704335,3373.400931,2655.484981,7979.105403,11763.97519,7206.776233,5187.734866,3333.639125,2378.048164,8049.789858,10356.94376,7929.397145,5225.932488,3260.209576,2271.807307,6831.172048,10281.36979,7888.934697,5447.872126,3474.235483,2323.109287,2058.882538,9236.445241,14201.26564,10316.8928,9808.105772,49960.09477,100011.2958,121541.1398,119114.3497,106089.0821,89855.87092,67946.96608,48782.13598,35791.81099,23553.79003,25766.0599,25810.97507,20353.87894,12233.7194,7360.605042,4216.422966,2730.207572,2245.508048,2097.228103,4164.489116,6350.739173,5058.782282,3942.163774,2884.782395,2320.24234,2151.048371,2087.096953,2050.356032,6913.891378,13765.93279,11215.11056,7923.62307,7284.137305,4687.639149,4242.827703
ZG,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6465328.07,6419499.363,6801377.64,6780773.224,6765599.732,6718864.764,6708923.826,6676321.531,6656711.532,6606257.43,6854575.659,6798626.062,6829502.576,6796839.952,6800554.345,6749006.519,7149028.966,7251848.417,7224272.907,7191446.125,7256377.831,7536384.027,7516729.432,7579587.063,7527095.351,7673760.327,7653519.219,7631562.092,7904576.085,8405304.659,8463463.245,8819751.205,9304961.371,9291479.508,9261546.878,9241951.405,9233127.564,9258310.325,9222587.318,9247237.601,9302809.158,9374706.409,9968496.203,10653500.13,11750167.91,12170047.13,12661158.23,12734130.86,12772739.07,13071443.53,13584568.84,13948303.67,14274215.14,14721258.45,15596329.54,17216707.34,18817672.66,19725488.98,19958687.71,19990834.5,20224423.76,20918241.02,21637314.99,22374973.29,24006651.93,24789842.43,27884554.67,27842164.44,28473907.48,28496540.12,30257099.94,31129936.73,31429401.55,33663922.29,34348257.37,35081694.33,36399531.02,36609223.86,43449847.34,43773236.22,44820912.24,44830881.28,46143047.35,46523591.15,48439306.76,48263311.77,49255017.62,50107030.55,51195514.08,58653302.19,58626957.61,62526816.82,62711000.87,63888076.98,64532588.75,65729690.22,66447787.51,66259603.54,70466232.58,71428430.06,81281097.88,82024512.3,83091714.25,82894574.44,82581146.63,82115407.68,81582927.21,81189444.94,80747639.04,80036441.59,80393285.86,79799294.84,88624131.44,92180142.09,93182612.71,93746003.64,93004308.98,92121715.69,91367318.63,90585538.27,90579064.72
ZL,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422825644.7,425650770.5,402543284.5,372248300,339325454.2,324147076.1,323544763,286141455.8,343003949.2,305646512.7,363217781.5,433894330.8,383348268.8,372401892.2,341190869.5,390583208.8,380575817.3,340103080.2,320185023,298017777,297724446.8,342224393.1,366691917.5,406137233.8,407728689.2,403868142.6,372961684.6,341163011.1,303846176.4,312905654.1,293904778.2,331918923.5,344874391.6,361722486.6,359497470.6,391666591.7,371768960.8,343182508.8,361221206.4,342899346,321223505.9,326553071.5,322723013,285081966.3,373429481.6,359467218.1,381076638.5,370007943.4,332628497.6,317295423.7,336381825.4,333343202.2,354846650.3,311234608.3,316391904.7,353167721.5,338508543,320465344.9,399477998.7,387427725.4,337865503.3,326644827.1,326283982.6,355447736.5,337565623.8,323637757.9,331840049.3,368253952.5,314844257.6,361045887.8,348380253,361132684.4,350048452.3,348583852.7,324336911.8,339095825.2,313153309.9,294282416.1,372133585.7,385654921.6,382655287.9,350563593.7,323272427.9,344549980.5,371836363.5,346146186.5,294366331.8,268697076.9,253489086.8,357569434.7,353610807.6,363171171,342286424.6,320256044.4,308190559.1,288617971.6,278504846.5,301338269.9,305531719.1,344114747.2,374480938.2,365863017,348941415.5,315207289.9,306394433.8,371841903.2,355197623.9,347347994.5,317492168.6,318547847.7,316101404.1,304691116.3,341722261.6,337247467.7,356995714.6,369044424.6,351098057.1,325487151.1,295900281.4,296108957.8,285566691
ZM,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237399439.6,151731122.1,296167452.9,252324131.3,192170122.7,328834756.5,223233722.8,258241317.4,226213531.6,135631545.6,244184056,236864648.7,202260653.4,204693322.9,261363079.6,152756119.9,288196443,267612386.2,227641789.8,260270186.5,278723583,115107154.8,214774332.3,232018851.6,183730595,194120216.6,234089949.3,180331504.1,188415453.5,276032920.8,223423502.5,249040152.2,268103938.6,189600710.4,241916247.2,244973950,184474464.5,198769446.9,240175364.9,165687231.2,189841620.7,228668337.4,178652083.8,237286307.3,288536113.2,185349143.1,234309087.5,256446380.1,175327513.5,240900481.4,238455290.8,215187328.5,162300281,241197401.9,152718542.6,202143752.6,292362435,235323108.2,213226717.4,249799935,168704769,231143304.4,230408332.5,183133256.9,180402635.4,234935156.7,182442661.3,234729831.7,162323457.5,194558574.5,241477746.3,283417439,259872653.9,227209118.7,174093526.9,230491536.2,214922726.5,202583667,198931691.5,260340850,170011554.1,202614521.3,212079007.5,165410890.1,238402426.1,257659227.2,180221851.1,223458370,236772780.8,172923698.5,253827185.6,204954000.5,196457390.8,272853928,191919068.4,153130273,185953620.3,282766261.3,186256540.4,297096147.2,199185913.7,219271056.9,212602439.1,222145956.4,199551867.3,174887344.2,254785293.8,131470636.2,231791690.5,172390031.1,188963307.6,234416442.5,223361352.5,175440638.2,205113692.3,232103397.7,155995357.3,211344518.7,200956359.6,199212556,149361198.1
ZS,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52709764.28,59781826.24,25494238.11,12018579.39,19735493.46,27441654.65,25780406.58,4138499.077,82153187.87,10361366.86,43421053.46,112590428.6,9686558.377,89670184.04,14453633.46,65920611.67,27781570.64,15425641.91,22280324.8,13334347.05,55448410.55,34647379.68,52207562.25,84314777.34,56340017.37,41078421.14,11028296.72,14610704.5,2327708.788,44886703.57,15078260.85,65361885.44,1912717.907,52946258,29532876.34,81155028.52,26648799.84,10897932.58,51295146.13,19139606.5,27499275.14,44735946.62,33932359.75,97.936409,75784373.66,16064571.29,68332166.19,36839844.61,15948827.02,29834887.98,50452404,37529476.74,49446074.49,5526479.155,50855322.61,24964067.66,15180742.6,112601274.6,111666215.3,35524657.42,20502819.34,22944382.3,44683294.66,67510229.02,32329166.59,23556393.15,3494665.635,58015232.54,91.923476,80030806.81,40694296.74,30610709.63,76478960.96,46348082.38,21076759.6,54088613.56,13587119.57,11959838.18,56208558.93,81487369.4,41978468.45,15555047.47,16103179.58,69136854.66,71374120.25,22261171.62,22666584.65,34833181.09,15092029.79,114875842,40889341.08,37765197.62,12838162.53,27582603.29,38978806.9,11131474.77,14578667.39,58342573.89,29640561.68,67904016.09,27435697.44,19162077.57,30745924.71,12784876.55,26388472.32,80652799.74,107678411,43615533.7,9931050.883,47536132.75,283526643.7,14872972.21,24038238.1,42211822,51666735.55,72966172.9,15282896.02,17369875.34,2881622.213,34621191.07,290502096.7
DF,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320.586947,1330.081763,1265.12439,1307.362225,26681.75388,1122.714033,1083.48929,1011.967279,900815.7348,918.382786,213732.7083,872.650215,905.350782,836.517683,1107.981889,809.745509,787.929201,1354.922921,827.604401,839.834444,829.310764,953899.0855,766.266989,786.905425,765.217211,786.772983,765.424066,925.464673,765.680117,765.865224,770.292344,764.832317,764.712993,765.106053,766.486402,764.575274,28522.37276,766.882271,764.895584,764.779222,791.505102,1451.998068,1904.89754,1363.314399,1081.133347,829.117539,777.938962,768.484827,765.00572,857.419912,2754.655258,765.497017,932.426712,766.065452,765.503234,771.309655,775.933466,789.53089,1733.252914,1182.015831,765.82165,813.229671,4270.700065,1331.340134,2228.383165,770.964246,4486.522334,837.444041,38221.00557,763.914908,801.952153,764.272865,1223798.914,252539.0744,768.373411,764.560522,997.210484,6709603.313,763.988165,772.460589,767.396048,763.989449,794.638339,547113.2243,764.584421,767.593746,764.318017,769.428984,766.69094,6763.005212,5039345.35,1622019.387,791.150051,765.34945,984.563175,765.224592,763.838504,806.590058,765.155253,1108.362181,1534.731019,519812.8022,763.796557,778.557049,779.995038,12473.40368,1469419.844,3159.471703,771.91063,7670.028744,771.876593,800.044463,852.80776,775.949432,18332.01932,807.497879,844.052306,1691.203131,1040.070976,767.673993,873.014738
PS,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29756824.79,138627665.3,29237836.28,29124039.59,29010764.53,28898333.99,31047053.08,29266957.77,28562392.02,28451910.22,28339595.29,28229364.35,28119435.52,28010042.6,28056503.39,27792400.5,27684483.09,27581888.59,27469175.33,27431524.85,27255794.38,27447001.96,27044126.25,26938843.98,26834004.78,26729692.32,26635176.92,26524088.21,26418746.41,26315946.36,26270999.03,26111529.44,26009921.01,25909223.38,25835853.13,25707460.96,35830921.57,25646133.17,25412900.3,25309652.74,25211238.53,25114386.73,25050257.21,24926093.05,25028011.24,24733658.17,24632104.79,24532514.29,24437007.38,24481089.28,24293099.79,24152816.76,24058827.48,23993793.17,23871977.38,23779080.83,23736967.39,23596847.55,23553725.58,27230378.18,23320047.12,27262586.42,23353212.25,28823773.51,22959213.15,22872392.21,22836319.37,22693277.35,22660491.14,22516026.07,22428650.1,22342774.89,22254208.08,22167623.19,22081371.6,21997244.22,21909879.57,21824796.35,21739849.39,21655615.59,21571048.48,21487042.96,21407046.17,21394886.6,21247994.08,21154688.92,21074966.76,20990226.91,20908999.66,21567659.05,20998220.32,20956181.62,20585057.84,20511815.83,22678060.78,20348557.28,20266661.71,20187733.37,20128680.45,20031133.89,20286990.14,19880821.6,19798130.57,19742720.78,19700873.7,375356716.4,19492638.87,19418560.44,169304136.8,19431291.09,19222984.97,19614471.53,19187136.45,18968547.59,20438460.05,19252239.13,18878885.43,18674926.11,19780771.94,18541782.44,25562872.6
PL,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7867004.257,15180240.64,2034247.341,1872491.351,1662265.094,1642251.564,95763550.27,20772339.43,1421467.219,1289260.073,3200545.708,2686822.177,2404941.203,2455405.976,5516012.262,2170980.027,2116498.879,1989731.066,1731431.38,3689712.055,1797322.005,14272257.71,1765888.876,3030449.217,2547850.803,2550406.154,2554144.921,2131516.333,2293404.707,2146628.941,3509028.419,1958863.054,1794961.579,1571256.814,2605930.605,1535849.207,1487459602,6048354.237,1552180.341,1324726.08,1599351.021,1539311.657,3427374.19,1919147.239,8961161.527,1469281.922,1571762.337,1370281.872,1300015.009,6092770.677,3065830.144,1490035.782,1682532.122,2460221.506,2251125.153,2307350.604,4227457.909,2277553.639,3060889.982,140505838.5,1895292.847,20314462.28,8261722.549,224697581.2,2146479.399,2152203.933,4708820.565,3047430.691,4350808.544,2685336.394,2443295.187,2173603.336,1866481.845,1854282.355,1672165.299,3495999.529,2913749.104,2801614.515,2744856.33,2517389.679,2278803.153,2335853.228,2137716.486,3298685.913,2414660.166,2016668.09,1812253.433,1818229.953,2153717.939,79242423.97,43877080.21,32221087.92,9150257.279,6809625.04,120435182.3,2622634.941,3203944.393,2819721.616,3069393.816,2586507.343,2395160.147,2319899.179,2256373.621,2623405.523,3338229.191,29742731.69,2052871.511,1946861.476,4568102.703,5007996.028,2341687.537,15723382.4,4670242.568,1831889.764,49197556.18,13054117.08,4174618.576,1909846.632,26802284.06,2001710.03,257679497.7
BC,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7688482.713,7974236.536,8250122.146,8492605.38,8790327.151,9117059.522,9452394.635,9801910.925,10156239.74,10497690.16,10811560.23,11065947.54,11212571.57,11191670.12,10995453.58,10715820.15,10507598.35,10448048,10408460.67,10532316.97,10705660.82,10906639.53,11124772.67,11338491.76,11539545.66,11718563.57,11872579.23,12001912.08,12109962.29,12201621.29,12284252.72,12363634.88,12444618.57,12532267.2,12625131.19,12729014.88,12838998.47,12960448.83,13086601.4,13227596.13,13379390.45,13544300.6,13720055.65,13912754.24,14119516.55,14344507.75,14588937.51,14853610.29,15136489.33,15444962.94,15779430.49,16141655.87,16532642.06,16960149.04,17417952.49,17909820.49,18450347.37,19027464.38,19644234.99,20323472.98,21054856.8,21858433.32,22713065.02,23637070.34,24637268.54,25786437.72,26914588.71,28154121.56,29501975.34,30987037.54,32586614.73,34261822.42,36082380.81,38039376.96,40193341.21,42516992.39,45075533.58,47729110.11,50610703.15,53673595.07,57049823.45,60758374.57,64781554.14,69068634.34,73804296.92,78929457.73,84485586.13,90308461.33,96664360.79,103548684.2,110961627.6,118972968.9,127669114.2,137056857.3,147104453.3,157826781.7,169209402.9,180646500.2,190623858.6,200491869.8,209895808.4,218940594.7,227446936.1,235710333.2,243591565.2,251463480,259465353.8,267541915.2,275895831.2,284404027.9,293231137.3,301956481.6,311754951.7,321352815.3,330955700.2,340912937.5,352497399.4,363853518.2,375568237.9,388289000.3,390690738.1
