Year,species,biomass,scenario
2025,Killer Whale,42958.62292,Global Sustainability
2026,Killer Whale,41630.72872,Global Sustainability
2027,Killer Whale,41408.79078,Global Sustainability
2028,Killer Whale,40495.29931,Global Sustainability
2029,Killer Whale,40899.26574,Global Sustainability
2030,Killer Whale,39727.50027,Global Sustainability
2031,Killer Whale,40148.24218,Global Sustainability
2032,Killer Whale,39319.47771,Global Sustainability
2033,Killer Whale,39207.4712,Global Sustainability
2034,Killer Whale,37268.09515,Global Sustainability
2035,Killer Whale,36670.64077,Global Sustainability
2036,Killer Whale,36424.03302,Global Sustainability
2037,Killer Whale,35370.19993,Global Sustainability
2038,Killer Whale,34315.95438,Global Sustainability
2039,Killer Whale,33590.47005,Global Sustainability
2040,Killer Whale,34057.2108,Global Sustainability
2041,Killer Whale,32556.98884,Global Sustainability
2042,Killer Whale,31644.60141,Global Sustainability
2043,Killer Whale,30384.12927,Global Sustainability
2044,Killer Whale,29045.63189,Global Sustainability
2045,Killer Whale,28225.38618,Global Sustainability
2046,Killer Whale,28316.90347,Global Sustainability
2047,Killer Whale,29569.66316,Global Sustainability
2048,Killer Whale,28806.12444,Global Sustainability
2049,Killer Whale,28943.09049,Global Sustainability
2050,Killer Whale,30116.94916,Global Sustainability
2051,Killer Whale,28521.20376,Global Sustainability
2052,Killer Whale,27987.31099,Global Sustainability
2053,Killer Whale,26920.18052,Global Sustainability
2054,Killer Whale,25737.07228,Global Sustainability
2055,Killer Whale,24713.43579,Global Sustainability
2056,Killer Whale,23571.3752,Global Sustainability
2057,Killer Whale,22692.09374,Global Sustainability
2058,Killer Whale,21880.17726,Global Sustainability
2059,Killer Whale,21499.64235,Global Sustainability
2060,Killer Whale,21335.4318,Global Sustainability
2061,Killer Whale,22204.1274,Global Sustainability
2062,Killer Whale,23140.38506,Global Sustainability
2063,Killer Whale,22062.33941,Global Sustainability
2064,Killer Whale,22585.60508,Global Sustainability
2065,Killer Whale,22017.41734,Global Sustainability
2066,Killer Whale,21732.50994,Global Sustainability
2067,Killer Whale,21203.76735,Global Sustainability
2068,Killer Whale,20765.15109,Global Sustainability
2015,Boreal Seabirds,16703.54745,Global Sustainability
2016,Boreal Seabirds,16808.23074,Global Sustainability
2017,Boreal Seabirds,16778.7931,Global Sustainability
2018,Boreal Seabirds,16784.52779,Global Sustainability
2019,Boreal Seabirds,16707.25909,Global Sustainability
2020,Boreal Seabirds,16678.36575,Global Sustainability
2021,Boreal Seabirds,16699.01634,Global Sustainability
2022,Boreal Seabirds,16677.51783,Global Sustainability
2023,Boreal Seabirds,16625.8158,Global Sustainability
2024,Boreal Seabirds,16601.93653,Global Sustainability
2025,Boreal Seabirds,16604.02828,Global Sustainability
2026,Boreal Seabirds,16589.15318,Global Sustainability
2027,Boreal Seabirds,16565.05298,Global Sustainability
2028,Boreal Seabirds,16664.03087,Global Sustainability
2029,Boreal Seabirds,16724.696,Global Sustainability
2030,Boreal Seabirds,16758.49831,Global Sustainability
2031,Boreal Seabirds,16732.84103,Global Sustainability
2032,Boreal Seabirds,16761.5733,Global Sustainability
2033,Boreal Seabirds,16782.02324,Global Sustainability
2034,Boreal Seabirds,16716.92489,Global Sustainability
2035,Boreal Seabirds,16538.62891,Global Sustainability
2036,Boreal Seabirds,16329.83939,Global Sustainability
2037,Boreal Seabirds,16196.11239,Global Sustainability
2038,Boreal Seabirds,16120.49739,Global Sustainability
2039,Boreal Seabirds,16032.59929,Global Sustainability
2040,Boreal Seabirds,15937.54011,Global Sustainability
2041,Boreal Seabirds,15835.97426,Global Sustainability
2042,Boreal Seabirds,15835.87337,Global Sustainability
2043,Boreal Seabirds,15779.85717,Global Sustainability
2044,Boreal Seabirds,15832.9763,Global Sustainability
2045,Boreal Seabirds,15897.49314,Global Sustainability
2046,Boreal Seabirds,16041.02754,Global Sustainability
2047,Boreal Seabirds,16099.80366,Global Sustainability
2048,Boreal Seabirds,16150.34508,Global Sustainability
2049,Boreal Seabirds,16113.23716,Global Sustainability
2050,Boreal Seabirds,16127.30261,Global Sustainability
2051,Boreal Seabirds,16166.17625,Global Sustainability
2052,Boreal Seabirds,16254.74965,Global Sustainability
2053,Boreal Seabirds,16294.79628,Global Sustainability
2054,Boreal Seabirds,16321.06101,Global Sustainability
2055,Boreal Seabirds,16308.81183,Global Sustainability
2056,Boreal Seabirds,16286.08715,Global Sustainability
2057,Boreal Seabirds,16215.84792,Global Sustainability
2058,Boreal Seabirds,16172.64032,Global Sustainability
2059,Boreal Seabirds,16123.86102,Global Sustainability
2060,Boreal Seabirds,16149.77384,Global Sustainability
2061,Boreal Seabirds,16160.73846,Global Sustainability
2062,Boreal Seabirds,16146.41798,Global Sustainability
2063,Boreal Seabirds,16220.79884,Global Sustainability
2064,Boreal Seabirds,16219.34082,Global Sustainability
2065,Boreal Seabirds,16229.49684,Global Sustainability
2066,Boreal Seabirds,16302.1079,Global Sustainability
2067,Boreal Seabirds,16374.18511,Global Sustainability
2068,Boreal Seabirds,16453.58683,Global Sustainability
2015,Other Demersals,1366487.636,Global Sustainability
2016,Other Demersals,1361817.384,Global Sustainability
2017,Other Demersals,1345947.012,Global Sustainability
2018,Other Demersals,1339624.698,Global Sustainability
2019,Other Demersals,1328934.877,Global Sustainability
2020,Other Demersals,1330587.391,Global Sustainability
2021,Other Demersals,1326817.212,Global Sustainability
2022,Other Demersals,1325587.868,Global Sustainability
2023,Other Demersals,1330498.332,Global Sustainability
2024,Other Demersals,1331451.103,Global Sustainability
2025,Other Demersals,1338928.597,Global Sustainability
2026,Other Demersals,1339770.99,Global Sustainability
2027,Other Demersals,1343288.135,Global Sustainability
2028,Other Demersals,1366115.209,Global Sustainability
2029,Other Demersals,1382330.497,Global Sustainability
2030,Other Demersals,1388769.907,Global Sustainability
2031,Other Demersals,1387981.665,Global Sustainability
2032,Other Demersals,1388538.107,Global Sustainability
2033,Other Demersals,1387035.568,Global Sustainability
2034,Other Demersals,1379091.987,Global Sustainability
2035,Other Demersals,1372242.918,Global Sustainability
2036,Other Demersals,1372883.238,Global Sustainability
2037,Other Demersals,1370645.467,Global Sustainability
2038,Other Demersals,1368662.148,Global Sustainability
2039,Other Demersals,1366688.492,Global Sustainability
2040,Other Demersals,1363003.599,Global Sustainability
2041,Other Demersals,1366071.414,Global Sustainability
2042,Other Demersals,1370808.5,Global Sustainability
2043,Other Demersals,1372593.107,Global Sustainability
2044,Other Demersals,1380625.027,Global Sustainability
2045,Other Demersals,1406939.936,Global Sustainability
2046,Other Demersals,1416008.216,Global Sustainability
2047,Other Demersals,1414440.774,Global Sustainability
2048,Other Demersals,1412333.266,Global Sustainability
2049,Other Demersals,1410253.389,Global Sustainability
2050,Other Demersals,1409340.782,Global Sustainability
2051,Other Demersals,1410341.952,Global Sustainability
2052,Other Demersals,1411796.062,Global Sustainability
2053,Other Demersals,1411880.86,Global Sustainability
2054,Other Demersals,1414019.592,Global Sustainability
2055,Other Demersals,1419226.035,Global Sustainability
2056,Other Demersals,1422959.484,Global Sustainability
2057,Other Demersals,1422704.91,Global Sustainability
2058,Other Demersals,1424754.63,Global Sustainability
2059,Other Demersals,1428095.602,Global Sustainability
2060,Other Demersals,1428942.734,Global Sustainability
2061,Other Demersals,1426371.991,Global Sustainability
2062,Other Demersals,1424579.338,Global Sustainability
2063,Other Demersals,1442956.947,Global Sustainability
2064,Other Demersals,1453270.902,Global Sustainability
2065,Other Demersals,1446252.685,Global Sustainability
2066,Other Demersals,1447195.827,Global Sustainability
2067,Other Demersals,1442551.259,Global Sustainability
2068,Other Demersals,1448922.465,Global Sustainability
2015,Large Pelagics,1439818.968,Global Sustainability
2016,Large Pelagics,1419934.456,Global Sustainability
2017,Large Pelagics,1413289.609,Global Sustainability
2018,Large Pelagics,1408888.768,Global Sustainability
2019,Large Pelagics,1406336.287,Global Sustainability
2020,Large Pelagics,1411762.105,Global Sustainability
2021,Large Pelagics,1444353.65,Global Sustainability
2022,Large Pelagics,1436708.373,Global Sustainability
2023,Large Pelagics,1417908.568,Global Sustainability
2024,Large Pelagics,1409590.467,Global Sustainability
2025,Large Pelagics,1399233.646,Global Sustainability
2026,Large Pelagics,1391509.613,Global Sustainability
2027,Large Pelagics,1391453.081,Global Sustainability
2028,Large Pelagics,1395659.552,Global Sustainability
2029,Large Pelagics,1400286.438,Global Sustainability
2030,Large Pelagics,1430515.127,Global Sustainability
2031,Large Pelagics,1428837.54,Global Sustainability
2032,Large Pelagics,1406615.576,Global Sustainability
2033,Large Pelagics,1400458.507,Global Sustainability
2034,Large Pelagics,1395311.963,Global Sustainability
2035,Large Pelagics,1391171.702,Global Sustainability
2036,Large Pelagics,1392343.105,Global Sustainability
2037,Large Pelagics,1391399.448,Global Sustainability
2038,Large Pelagics,1394712.337,Global Sustainability
2039,Large Pelagics,1416044.166,Global Sustainability
2040,Large Pelagics,1403223.585,Global Sustainability
2041,Large Pelagics,1373095.83,Global Sustainability
2042,Large Pelagics,1360952.606,Global Sustainability
2043,Large Pelagics,1354708.098,Global Sustainability
2044,Large Pelagics,1355373.84,Global Sustainability
2045,Large Pelagics,1356422.298,Global Sustainability
2046,Large Pelagics,1367482.299,Global Sustainability
2047,Large Pelagics,1372700.276,Global Sustainability
2048,Large Pelagics,1380341.706,Global Sustainability
2049,Large Pelagics,1379483.129,Global Sustainability
2050,Large Pelagics,1385483.674,Global Sustainability
2051,Large Pelagics,1384912.919,Global Sustainability
2052,Large Pelagics,1373845.443,Global Sustainability
2053,Large Pelagics,1363754.146,Global Sustainability
2054,Large Pelagics,1361533.904,Global Sustainability
2055,Large Pelagics,1363965.751,Global Sustainability
2056,Large Pelagics,1375710.287,Global Sustainability
2057,Large Pelagics,1382959.697,Global Sustainability
2058,Large Pelagics,1383077.394,Global Sustainability
2059,Large Pelagics,1399193.736,Global Sustainability
2060,Large Pelagics,1410171.972,Global Sustainability
2061,Large Pelagics,1406088.725,Global Sustainability
2062,Large Pelagics,1384697.536,Global Sustainability
2063,Large Pelagics,1373384.392,Global Sustainability
2064,Large Pelagics,1370188.294,Global Sustainability
2065,Large Pelagics,1363743.725,Global Sustainability
2066,Large Pelagics,1361835.116,Global Sustainability
2067,Large Pelagics,1348085.555,Global Sustainability
2068,Large Pelagics,1354334.749,Global Sustainability
2015,Small Pelagics,857619.0775,Global Sustainability
2016,Small Pelagics,863449.5232,Global Sustainability
2017,Small Pelagics,869558.8041,Global Sustainability
2018,Small Pelagics,867483.9216,Global Sustainability
2019,Small Pelagics,856268.2726,Global Sustainability
2020,Small Pelagics,840560.4635,Global Sustainability
2021,Small Pelagics,829480.6016,Global Sustainability
2022,Small Pelagics,810586.731,Global Sustainability
2023,Small Pelagics,791431.7775,Global Sustainability
2024,Small Pelagics,775195.5407,Global Sustainability
2025,Small Pelagics,754932.0776,Global Sustainability
2026,Small Pelagics,738436.6883,Global Sustainability
2027,Small Pelagics,717332.6743,Global Sustainability
2028,Small Pelagics,710140.1675,Global Sustainability
2029,Small Pelagics,701327.4363,Global Sustainability
2030,Small Pelagics,699190.0752,Global Sustainability
2031,Small Pelagics,690844.4819,Global Sustainability
2032,Small Pelagics,684437.5488,Global Sustainability
2033,Small Pelagics,673853.4564,Global Sustainability
2034,Small Pelagics,659199.416,Global Sustainability
2035,Small Pelagics,636226.0985,Global Sustainability
2036,Small Pelagics,608352.9972,Global Sustainability
2037,Small Pelagics,581477.4082,Global Sustainability
2038,Small Pelagics,557613.351,Global Sustainability
2039,Small Pelagics,538358.1973,Global Sustainability
2040,Small Pelagics,516512.6311,Global Sustainability
2041,Small Pelagics,497446.5477,Global Sustainability
2042,Small Pelagics,481778.4116,Global Sustainability
2043,Small Pelagics,465868.8551,Global Sustainability
2044,Small Pelagics,456557.2006,Global Sustainability
2045,Small Pelagics,464037.6202,Global Sustainability
2046,Small Pelagics,474140.0884,Global Sustainability
2047,Small Pelagics,477868.7401,Global Sustainability
2048,Small Pelagics,481442.3268,Global Sustainability
2049,Small Pelagics,485317.1516,Global Sustainability
2050,Small Pelagics,486765.5404,Global Sustainability
2051,Small Pelagics,490769.8736,Global Sustainability
2052,Small Pelagics,493693.4863,Global Sustainability
2053,Small Pelagics,493193.2484,Global Sustainability
2054,Small Pelagics,486992.0395,Global Sustainability
2055,Small Pelagics,473046.9573,Global Sustainability
2056,Small Pelagics,461122.1642,Global Sustainability
2057,Small Pelagics,448981.9278,Global Sustainability
2058,Small Pelagics,439761.8648,Global Sustainability
2059,Small Pelagics,432806.4193,Global Sustainability
2060,Small Pelagics,427891.5994,Global Sustainability
2061,Small Pelagics,424260.192,Global Sustainability
2062,Small Pelagics,415698.7793,Global Sustainability
2063,Small Pelagics,425543.3201,Global Sustainability
2064,Small Pelagics,438841.0614,Global Sustainability
2065,Small Pelagics,447978.6806,Global Sustainability
2066,Small Pelagics,455725.2257,Global Sustainability
2067,Small Pelagics,454758.4561,Global Sustainability
2068,Small Pelagics,465529.1596,Global Sustainability
2015,Golden Redfish,62184.65978,Global Sustainability
2016,Golden Redfish,65977.21791,Global Sustainability
2017,Golden Redfish,68775.46628,Global Sustainability
2018,Golden Redfish,71169.48783,Global Sustainability
2019,Golden Redfish,72700.59786,Global Sustainability
2020,Golden Redfish,74028.43562,Global Sustainability
2021,Golden Redfish,75048.75934,Global Sustainability
2022,Golden Redfish,76817.8168,Global Sustainability
2023,Golden Redfish,78338.4399,Global Sustainability
2024,Golden Redfish,79561.80116,Global Sustainability
2025,Golden Redfish,81433.59011,Global Sustainability
2026,Golden Redfish,82359.28841,Global Sustainability
2027,Golden Redfish,85313.5772,Global Sustainability
2028,Golden Redfish,88553.17395,Global Sustainability
2029,Golden Redfish,92623.04256,Global Sustainability
2030,Golden Redfish,95192.5534,Global Sustainability
2031,Golden Redfish,97719.9259,Global Sustainability
2032,Golden Redfish,100193.9232,Global Sustainability
2033,Golden Redfish,101253.9582,Global Sustainability
2034,Golden Redfish,101820.5074,Global Sustainability
2035,Golden Redfish,101931.51,Global Sustainability
2036,Golden Redfish,101648.3633,Global Sustainability
2037,Golden Redfish,101629.1484,Global Sustainability
2038,Golden Redfish,102077.7037,Global Sustainability
2039,Golden Redfish,102455.2077,Global Sustainability
2040,Golden Redfish,103096.3642,Global Sustainability
2041,Golden Redfish,104268.9298,Global Sustainability
2042,Golden Redfish,104522.7983,Global Sustainability
2043,Golden Redfish,105844.1125,Global Sustainability
2044,Golden Redfish,109284.9378,Global Sustainability
2045,Golden Redfish,111490.9054,Global Sustainability
2046,Golden Redfish,113792.4702,Global Sustainability
2047,Golden Redfish,114983.7984,Global Sustainability
2048,Golden Redfish,115886.8033,Global Sustainability
2049,Golden Redfish,116163.0691,Global Sustainability
2050,Golden Redfish,116838.9884,Global Sustainability
2051,Golden Redfish,117413.799,Global Sustainability
2052,Golden Redfish,117578.6789,Global Sustainability
2053,Golden Redfish,117734.4831,Global Sustainability
2054,Golden Redfish,117595.4931,Global Sustainability
2055,Golden Redfish,117597.0766,Global Sustainability
2056,Golden Redfish,117605.008,Global Sustainability
2057,Golden Redfish,117351.577,Global Sustainability
2058,Golden Redfish,117590.2378,Global Sustainability
2059,Golden Redfish,116751.6544,Global Sustainability
2060,Golden Redfish,115944.3875,Global Sustainability
2061,Golden Redfish,114924.657,Global Sustainability
2062,Golden Redfish,115380.1999,Global Sustainability
2063,Golden Redfish,117314.0928,Global Sustainability
2064,Golden Redfish,117919.1994,Global Sustainability
2065,Golden Redfish,119462.9259,Global Sustainability
2066,Golden Redfish,119365.6673,Global Sustainability
2067,Golden Redfish,120570.3086,Global Sustainability
2068,Golden Redfish,121200.4438,Global Sustainability
2015,Large Demersals,73447.72227,Global Sustainability
2016,Large Demersals,73912.02657,Global Sustainability
2017,Large Demersals,74055.14973,Global Sustainability
2018,Large Demersals,74127.00638,Global Sustainability
2019,Large Demersals,74056.90903,Global Sustainability
2020,Large Demersals,74451.27491,Global Sustainability
2021,Large Demersals,75080.79422,Global Sustainability
2022,Large Demersals,75328.65463,Global Sustainability
2023,Large Demersals,75219.04908,Global Sustainability
2024,Large Demersals,75120.15284,Global Sustainability
2025,Large Demersals,75135.04277,Global Sustainability
2026,Large Demersals,75213.77868,Global Sustainability
2027,Large Demersals,75102.96836,Global Sustainability
2028,Large Demersals,75306.13346,Global Sustainability
2029,Large Demersals,75380.12879,Global Sustainability
2030,Large Demersals,75321.14718,Global Sustainability
2031,Large Demersals,75084.19268,Global Sustainability
2032,Large Demersals,74996.8605,Global Sustainability
2033,Large Demersals,75107.86457,Global Sustainability
2034,Large Demersals,74895.92653,Global Sustainability
2035,Large Demersals,74486.11144,Global Sustainability
2036,Large Demersals,74208.61455,Global Sustainability
2037,Large Demersals,74045.99799,Global Sustainability
2038,Large Demersals,73861.32333,Global Sustainability
2039,Large Demersals,73654.8467,Global Sustainability
2040,Large Demersals,73458.26496,Global Sustainability
2041,Large Demersals,73166.19365,Global Sustainability
2042,Large Demersals,73274.56769,Global Sustainability
2043,Large Demersals,73235.79437,Global Sustainability
2044,Large Demersals,73393.7662,Global Sustainability
2045,Large Demersals,73473.73863,Global Sustainability
2046,Large Demersals,73965.48901,Global Sustainability
2047,Large Demersals,74362.91351,Global Sustainability
2048,Large Demersals,74685.4562,Global Sustainability
2049,Large Demersals,74545.23205,Global Sustainability
2050,Large Demersals,74341.532,Global Sustainability
2051,Large Demersals,74048.26504,Global Sustainability
2052,Large Demersals,74057.81242,Global Sustainability
2053,Large Demersals,73910.356,Global Sustainability
2054,Large Demersals,73759.83032,Global Sustainability
2055,Large Demersals,73926.82686,Global Sustainability
2056,Large Demersals,74012.44612,Global Sustainability
2057,Large Demersals,73779.75181,Global Sustainability
2058,Large Demersals,73713.69528,Global Sustainability
2059,Large Demersals,73504.28862,Global Sustainability
2060,Large Demersals,73464.07479,Global Sustainability
2061,Large Demersals,73416.81829,Global Sustainability
2062,Large Demersals,73234.89505,Global Sustainability
2063,Large Demersals,73232.75445,Global Sustainability
2064,Large Demersals,73267.29657,Global Sustainability
2065,Large Demersals,73091.48136,Global Sustainability
2066,Large Demersals,73091.80233,Global Sustainability
2067,Large Demersals,72785.643,Global Sustainability
2068,Large Demersals,72749.75194,Global Sustainability
2015,Flatfish,84916.86033,Global Sustainability
2016,Flatfish,85310.06695,Global Sustainability
2017,Flatfish,85140.72109,Global Sustainability
2018,Flatfish,84845.75848,Global Sustainability
2019,Flatfish,84248.01371,Global Sustainability
2020,Flatfish,84236.43398,Global Sustainability
2021,Flatfish,84573.16497,Global Sustainability
2022,Flatfish,84319.60486,Global Sustainability
2023,Flatfish,83881.59021,Global Sustainability
2024,Flatfish,83921.15027,Global Sustainability
2025,Flatfish,83915.80585,Global Sustainability
2026,Flatfish,84052.79844,Global Sustainability
2027,Flatfish,83845.44122,Global Sustainability
2028,Flatfish,84692.06809,Global Sustainability
2029,Flatfish,84980.087,Global Sustainability
2030,Flatfish,85406.31452,Global Sustainability
2031,Flatfish,85485.16957,Global Sustainability
2032,Flatfish,85956.55335,Global Sustainability
2033,Flatfish,86118.11426,Global Sustainability
2034,Flatfish,85734.79085,Global Sustainability
2035,Flatfish,84956.95454,Global Sustainability
2036,Flatfish,84121.54349,Global Sustainability
2037,Flatfish,83705.96536,Global Sustainability
2038,Flatfish,83464.39139,Global Sustainability
2039,Flatfish,83270.74855,Global Sustainability
2040,Flatfish,82800.72943,Global Sustainability
2041,Flatfish,82175.70932,Global Sustainability
2042,Flatfish,82196.95921,Global Sustainability
2043,Flatfish,82031.55457,Global Sustainability
2044,Flatfish,82236.88513,Global Sustainability
2045,Flatfish,82829.83895,Global Sustainability
2046,Flatfish,83961.50176,Global Sustainability
2047,Flatfish,84202.10727,Global Sustainability
2048,Flatfish,84640.66961,Global Sustainability
2049,Flatfish,84740.49834,Global Sustainability
2050,Flatfish,84922.74413,Global Sustainability
2051,Flatfish,84783.12888,Global Sustainability
2052,Flatfish,85002.81376,Global Sustainability
2053,Flatfish,84940.17693,Global Sustainability
2054,Flatfish,84803.86463,Global Sustainability
2055,Flatfish,84790.98039,Global Sustainability
2056,Flatfish,84679.30561,Global Sustainability
2057,Flatfish,84285.09981,Global Sustainability
2058,Flatfish,84020.2594,Global Sustainability
2059,Flatfish,83763.51831,Global Sustainability
2060,Flatfish,83997.93155,Global Sustainability
2061,Flatfish,84147.96299,Global Sustainability
2062,Flatfish,83305.22629,Global Sustainability
2063,Flatfish,83631.41149,Global Sustainability
2064,Flatfish,83713.16648,Global Sustainability
2065,Flatfish,83521.41388,Global Sustainability
2066,Flatfish,83603.66255,Global Sustainability
2067,Flatfish,82736.10525,Global Sustainability
2068,Flatfish,83228.00448,Global Sustainability
2015,Long Rough Dab,1994855.631,Global Sustainability
2016,Long Rough Dab,1984069.147,Global Sustainability
2017,Long Rough Dab,1973236.983,Global Sustainability
2018,Long Rough Dab,1966110.892,Global Sustainability
2019,Long Rough Dab,1956930.477,Global Sustainability
2020,Long Rough Dab,1953505.651,Global Sustainability
2021,Long Rough Dab,1960490.578,Global Sustainability
2022,Long Rough Dab,1954252.53,Global Sustainability
2023,Long Rough Dab,1963543.989,Global Sustainability
2024,Long Rough Dab,1969612.072,Global Sustainability
2025,Long Rough Dab,1980011.315,Global Sustainability
2026,Long Rough Dab,1986638.753,Global Sustainability
2027,Long Rough Dab,1990880.517,Global Sustainability
2028,Long Rough Dab,2008518.299,Global Sustainability
2029,Long Rough Dab,2021880.503,Global Sustainability
2030,Long Rough Dab,2043572.918,Global Sustainability
2031,Long Rough Dab,2041119.469,Global Sustainability
2032,Long Rough Dab,2045047.976,Global Sustainability
2033,Long Rough Dab,2045765.142,Global Sustainability
2034,Long Rough Dab,2042722.455,Global Sustainability
2035,Long Rough Dab,2043356.678,Global Sustainability
2036,Long Rough Dab,2051436.192,Global Sustainability
2037,Long Rough Dab,2053380.134,Global Sustainability
2038,Long Rough Dab,2055281.605,Global Sustainability
2039,Long Rough Dab,2066279.706,Global Sustainability
2040,Long Rough Dab,2060527.2,Global Sustainability
2041,Long Rough Dab,2060409.96,Global Sustainability
2042,Long Rough Dab,2065817.445,Global Sustainability
2043,Long Rough Dab,2069371.315,Global Sustainability
2044,Long Rough Dab,2076487.698,Global Sustainability
2045,Long Rough Dab,2092185.32,Global Sustainability
2046,Long Rough Dab,2098832.358,Global Sustainability
2047,Long Rough Dab,2094792.87,Global Sustainability
2048,Long Rough Dab,2095486.614,Global Sustainability
2049,Long Rough Dab,2096115.603,Global Sustainability
2050,Long Rough Dab,2096297.071,Global Sustainability
2051,Long Rough Dab,2096940.751,Global Sustainability
2052,Long Rough Dab,2098417.674,Global Sustainability
2053,Long Rough Dab,2099868.777,Global Sustainability
2054,Long Rough Dab,2103510.541,Global Sustainability
2055,Long Rough Dab,2106804.807,Global Sustainability
2056,Long Rough Dab,2114430.044,Global Sustainability
2057,Long Rough Dab,2116495.448,Global Sustainability
2058,Long Rough Dab,2117911.131,Global Sustainability
2059,Long Rough Dab,2127686.313,Global Sustainability
2060,Long Rough Dab,2132981.421,Global Sustainability
2061,Long Rough Dab,2135380.221,Global Sustainability
2062,Long Rough Dab,2131525.524,Global Sustainability
2063,Long Rough Dab,2132959.513,Global Sustainability
2064,Long Rough Dab,2138231.363,Global Sustainability
2065,Long Rough Dab,2133750.527,Global Sustainability
2066,Long Rough Dab,2137456.504,Global Sustainability
2067,Long Rough Dab,2136170.106,Global Sustainability
2068,Long Rough Dab,2141406.864,Global Sustainability
2015,Mesopelagic Fish,18053739.71,Global Sustainability
2016,Mesopelagic Fish,18004641.94,Global Sustainability
2017,Mesopelagic Fish,18150045.44,Global Sustainability
2018,Mesopelagic Fish,17974396.3,Global Sustainability
2019,Mesopelagic Fish,17675671.24,Global Sustainability
2020,Mesopelagic Fish,17048622.6,Global Sustainability
2021,Mesopelagic Fish,17926680.86,Global Sustainability
2022,Mesopelagic Fish,18551933.17,Global Sustainability
2023,Mesopelagic Fish,19122052.64,Global Sustainability
2024,Mesopelagic Fish,19414891.59,Global Sustainability
2025,Mesopelagic Fish,20478923.4,Global Sustainability
2026,Mesopelagic Fish,20221285.81,Global Sustainability
2027,Mesopelagic Fish,21444130.96,Global Sustainability
2028,Mesopelagic Fish,21652664.99,Global Sustainability
2029,Mesopelagic Fish,22284661.57,Global Sustainability
2030,Mesopelagic Fish,21770161.02,Global Sustainability
2031,Mesopelagic Fish,21319027.35,Global Sustainability
2032,Mesopelagic Fish,21212158.29,Global Sustainability
2033,Mesopelagic Fish,20982574.68,Global Sustainability
2034,Mesopelagic Fish,21650162.15,Global Sustainability
2035,Mesopelagic Fish,21632873.98,Global Sustainability
2036,Mesopelagic Fish,22004937.96,Global Sustainability
2037,Mesopelagic Fish,21525584.54,Global Sustainability
2038,Mesopelagic Fish,20943190.1,Global Sustainability
2039,Mesopelagic Fish,21124958.78,Global Sustainability
2040,Mesopelagic Fish,20920946.6,Global Sustainability
2041,Mesopelagic Fish,21461945.39,Global Sustainability
2042,Mesopelagic Fish,21180777.62,Global Sustainability
2043,Mesopelagic Fish,21544183.96,Global Sustainability
2044,Mesopelagic Fish,22114991.61,Global Sustainability
2045,Mesopelagic Fish,21931766.62,Global Sustainability
2046,Mesopelagic Fish,22257204.92,Global Sustainability
2047,Mesopelagic Fish,21710920.42,Global Sustainability
2048,Mesopelagic Fish,21253835.05,Global Sustainability
2049,Mesopelagic Fish,21538505.06,Global Sustainability
2050,Mesopelagic Fish,20980820.82,Global Sustainability
2051,Mesopelagic Fish,21008277.6,Global Sustainability
2052,Mesopelagic Fish,21608669.68,Global Sustainability
2053,Mesopelagic Fish,21492252.91,Global Sustainability
2054,Mesopelagic Fish,21917508.54,Global Sustainability
2055,Mesopelagic Fish,21334314.78,Global Sustainability
2056,Mesopelagic Fish,21755456.03,Global Sustainability
2057,Mesopelagic Fish,21845950.2,Global Sustainability
2058,Mesopelagic Fish,22563151.73,Global Sustainability
2059,Mesopelagic Fish,21223447.41,Global Sustainability
2060,Mesopelagic Fish,20613549.83,Global Sustainability
2061,Mesopelagic Fish,21280382.44,Global Sustainability
2062,Mesopelagic Fish,21441607.8,Global Sustainability
2063,Mesopelagic Fish,22519047.85,Global Sustainability
2064,Mesopelagic Fish,22494878.78,Global Sustainability
2065,Mesopelagic Fish,23098583.77,Global Sustainability
2066,Mesopelagic Fish,23672089.18,Global Sustainability
2067,Mesopelagic Fish,24175757.55,Global Sustainability
2068,Mesopelagic Fish,23810915.33,Global Sustainability
2015,Greenland Halibut,990237.3517,Global Sustainability
2016,Greenland Halibut,924875.5255,Global Sustainability
2017,Greenland Halibut,864863.067,Global Sustainability
2018,Greenland Halibut,815774.7778,Global Sustainability
2019,Greenland Halibut,773759.4549,Global Sustainability
2020,Greenland Halibut,744351.7561,Global Sustainability
2021,Greenland Halibut,722097.7863,Global Sustainability
2022,Greenland Halibut,704428.2215,Global Sustainability
2023,Greenland Halibut,692662.2458,Global Sustainability
2024,Greenland Halibut,686777.1145,Global Sustainability
2025,Greenland Halibut,687903.7674,Global Sustainability
2026,Greenland Halibut,687026.4299,Global Sustainability
2027,Greenland Halibut,683088.2561,Global Sustainability
2028,Greenland Halibut,683210.793,Global Sustainability
2029,Greenland Halibut,681533.5387,Global Sustainability
2030,Greenland Halibut,679874.0816,Global Sustainability
2031,Greenland Halibut,678274.4009,Global Sustainability
2032,Greenland Halibut,677707.4481,Global Sustainability
2033,Greenland Halibut,676108.955,Global Sustainability
2034,Greenland Halibut,672153.0587,Global Sustainability
2035,Greenland Halibut,667433.9074,Global Sustainability
2036,Greenland Halibut,666461.0162,Global Sustainability
2037,Greenland Halibut,665568.7127,Global Sustainability
2038,Greenland Halibut,664125.9682,Global Sustainability
2039,Greenland Halibut,662924.5133,Global Sustainability
2040,Greenland Halibut,660950.8994,Global Sustainability
