Num,Species,Gen_len
8392,Ficedula albicollis,3.853396226
8393,Ficedula semitorquata,3.853396226
8394,Ficedula zanthopygia,3.947146226
8395,Ficedula narcissina,3.947146226
8396,Ficedula mugimaki,3.947146226
8397,Ficedula hodgsonii,3.947146226
8398,Ficedula strophiata,3.947146226
8399,Ficedula parva,3.853396226
8400,Ficedula albicilla,3.947146226
8401,Ficedula subrubra,3.947146226
8402,Ficedula monileger,3.947146226
8403,Ficedula solitaris,3.947146226
8404,Ficedula hyperythra,3.947146226
8405,Ficedula dumetoria,3.947146226
8406,Ficedula rufigula,3.947146226
8407,Ficedula buruensis,3.947146226
8408,Ficedula basilanica,3.947146226
8409,Ficedula henrici,3.947146226
8410,Ficedula harterti,3.947146226
8411,Ficedula platenae,3.947146226
8412,Ficedula crypta,3.947146226
8413,Ficedula disposita,3.947146226
8414,Ficedula bonthaina,3.947146226
8415,Ficedula westermanni,3.947146226
8416,Ficedula superciliaris,3.947146226
8417,Ficedula tricolor,3.947146226
8418,Ficedula sapphira,3.947146226
8419,Ficedula nigrorufa,3.947146226
8420,Ficedula timorensis,3.947146226
8421,Cyanoptila cyanomelana,3.764324619
8422,Eumyias thalassinus,3.764324619
8423,Eumyias sordidus,3.764324619
8424,Eumyias panayensis,3.764324619
8425,Eumyias albicaudatus,3.764324619
8426,Eumyias indigo,3.764324619
8427,Cyornis sanfordi,3.178649237
8428,Cyornis hoevelli,3.178649237
8429,Cyornis hyacinthinus,3.178649237
8430,Cyornis concretus,3.178649237
8431,Cyornis ruckii,3.178649237
8432,Cyornis herioti,3.178649237
8433,Cyornis hainanus,3.178649237
8434,Cyornis pallipes,3.178649237
8435,Cyornis poliogenys,3.178649237
8436,Cyornis unicolor,3.178649237
8437,Cyornis rubeculoides,3.178649237
8438,Cyornis banyumas,3.178649237
8439,Cyornis magnirostris,3.178649237
8440,Cyornis lemprieri,3.178649237
8441,Cyornis superbus,3.178649237
8442,Cyornis caerulatus,3.178649237
8443,Cyornis turcosus,3.178649237
8444,Cyornis tickelliae,3.178649237
8445,Cyornis rufigastra,3.178649237
8446,Cyornis omissus,3.178649237
8447,Niltava grandis,3.178649237
8448,Niltava macgrigoriae,3.178649237
8449,Niltava davidi,3.178649237
8450,Niltava sundara,3.178649237
8451,Niltava sumatrana,3.178649237
8452,Niltava vivida,3.178649237
8453,Muscicapella hodgsoni,3.764324619
8454,Culicicapa ceylonensis,3.178649237
8455,Culicicapa helianthea,3.178649237
8456,Cinclus cinclus,4.105113636
8457,Cinclus pallasii,3.985010163
8458,Cinclus mexicanus,3.887867647
8459,Cinclus leucocephalus,3.985010163
8460,Cinclus schulzi,3.985010163
8461,Chloropsis flavipennis,4.15
8462,Chloropsis palawanensis,4.15
8463,Chloropsis sonnerati,4.15
8464,Chloropsis cyanopogon,4.15
8465,Chloropsis cochinchinensis,4.15
8466,Chloropsis kinabaluensis,4.15
8467,Chloropsis jerdoni,4.15
8468,Chloropsis aurifrons,4.15
8469,Chloropsis media,4.15
8470,Chloropsis hardwickii,4.15
8471,Chloropsis venusta,4.15
8472,Prionochilus olivaceus,2.375
8473,Prionochilus maculatus,2.375
8474,Prionochilus percussus,2.375
8475,Prionochilus plateni,2.375
8476,Prionochilus xanthopygius,2.375
8477,Prionochilus thoracicus,2.375
8478,Dicaeum annae,2.375
8479,Dicaeum agile,2.375
8480,Dicaeum aeruginosum,2.375
8481,Dicaeum everetti,2.375
8482,Dicaeum proprium,2.375
8483,Dicaeum chrysorrheum,2.375
8484,Dicaeum melanoxanthum,2.375
8485,Dicaeum vincens,2.375
8486,Dicaeum aureolimbatum,2.375
8487,Dicaeum nigrilore,2.375
8488,Dicaeum anthonyi,2.375
8489,Dicaeum bicolor,2.375
8490,Dicaeum quadricolor,2.375
8491,Dicaeum australe,2.375
8492,Dicaeum haematostictum,2.375
8493,Dicaeum retrocinctum,2.375
8494,Dicaeum trigonostigma,2.375
8495,Dicaeum hypoleucum,2.375
8496,Dicaeum erythrorhynchos,2.375
8497,Dicaeum concolor,2.375
8498,Dicaeum pygmaeum,2.375
8499,Dicaeum nehrkorni,2.375
8500,Dicaeum erythrothorax,2.375
8501,Dicaeum vulneratum,2.375
8502,Dicaeum pectorale,2.375
8503,Dicaeum geelvinkianum,2.375
8504,Dicaeum nitidum,2.375
8505,Dicaeum eximium,2.375
8506,Dicaeum aeneum,2.375
8507,Dicaeum tristrami,2.375
8508,Dicaeum igniferum,2.375
8509,Dicaeum maugei,2.375
8510,Dicaeum ignipectus,2.375
8511,Dicaeum monticolum,2.375
8512,Dicaeum celebicum,2.375
8513,Dicaeum sanguinolentum,2.375
8514,Dicaeum hirundinaceum,2.375
8515,Dicaeum cruentatum,2.375
8516,Dicaeum trochileum,2.375
8517,Anthreptes fraseri,5.745113169
8518,Anthreptes reichenowi,5.745113169
8519,Anthreptes anchietae,5.745113169
8520,Anthreptes simplex,5.745113169
8521,Anthreptes malacensis,5.745113169
8522,Anthreptes rhodolaemus,5.745113169
8523,Anthreptes singalensis,5.745113169
8524,Anthreptes gabonicus,5.745113169
8525,Anthreptes longuemarei,5.745113169
8526,Anthreptes orientalis,5.745113169
8527,Anthreptes neglectus,5.745113169
8528,Anthreptes aurantium,5.745113169
8529,Anthreptes pallidigaster,5.745113169
8530,Anthreptes rectirostris,5.745113169
8531,Anthreptes rubritorques,5.745113169
8532,Anthreptes collaris,5.745113169
8533,Anthreptes platurus,5.745113169
8534,Anthreptes metallicus,5.745113169
8535,Hypogramma hypogrammicum,4.154574132
8536,Nectarinia seimundi,3.576161307
8537,Nectarinia batesi,3.576161307
8538,Nectarinia olivacea,3.576161307
8539,Nectarinia violacea,3.576161307
8540,Nectarinia veroxii,3.576161307
8541,Nectarinia reichenbachii,3.576161307
8542,Nectarinia hartlaubii,3.576161307
8543,Nectarinia newtonii,3.576161307
8544,Nectarinia thomensis,3.576161307
8545,Nectarinia oritis,3.576161307
8546,Nectarinia alinae,3.576161307
8547,Nectarinia verticalis,3.54595066
8548,Nectarinia bannermani,3.576161307
8549,Nectarinia cyanolaema,3.576161307
8550,Nectarinia balfouri,3.576161307
8551,Nectarinia dussumieri,3.576161307
8552,Nectarinia fuliginosa,3.576161307
8553,Nectarinia amethystina,3.576161307
8554,Nectarinia rubescens,3.576161307
8555,Nectarinia senegalensis,3.114332248
8556,Nectarinia hunteri,3.576161307
8557,Nectarinia adelberti,3.576161307
8558,Nectarinia zeylonica,3.576161307
8559,Nectarinia minima,3.576161307
8560,Nectarinia sperata,3.576161307
8561,Nectarinia aspasia,3.576161307
8562,Nectarinia calcostetha,3.576161307
8563,Nectarinia jugularis,3.576161307
8564,Nectarinia buettikoferi,3.576161307
8565,Nectarinia solaris,3.576161307
8566,Nectarinia sovimanga,3.576161307
8567,Nectarinia humbloti,3.576161307
8568,Nectarinia comorensis,3.576161307
8569,Nectarinia coquerellii,3.576161307
8570,Nectarinia venusta,24.52941176
8571,Nectarinia ursulae,3.576161307
8572,Nectarinia talatala,3.576161307
8573,Nectarinia oustaleti,3.576161307
8574,Nectarinia bouvieri,3.576161307
8575,Nectarinia osea,3.576161307
8576,Nectarinia asiatica,3.576161307
8577,Nectarinia habessinica,3.576161307
8578,Nectarinia lotenia,3.576161307
8579,Nectarinia manoensis,3.576161307
8580,Nectarinia chalybea,3.576161307
8581,Nectarinia afra,3.576161307
8582,Nectarinia preussi,3.576161307
8583,Nectarinia mediocris,3.065696784
8584,Nectarinia fuelleborni,3.852179343
8585,Nectarinia neergardi,3.576161307
8586,Nectarinia chloropygia,3.576161307
8587,Nectarinia minulla,3.576161307
8588,Nectarinia regia,3.576161307
8589,Nectarinia loveridgei,3.576161307
8590,Nectarinia moreaui,3.576161307
8591,Nectarinia rockefelleri,3.576161307
8592,Nectarinia cuprea,3.546882793
8593,Nectarinia fusca,3.576161307
8594,Nectarinia rufipennis,3.576161307
8595,Nectarinia tacazze,3.576161307
8596,Nectarinia purpureiventris,3.576161307
8597,Nectarinia bocagii,3.576161307
8598,Nectarinia kilimensis,3.576161307
8599,Nectarinia reichenowi,3.576161307
8600,Nectarinia famosa,3.576161307
8601,Nectarinia johnstoni,3.576161307
8602,Nectarinia shelleyi,3.576161307
8603,Nectarinia erythrocerca,3.576161307
8604,Nectarinia congensis,3.576161307
8605,Nectarinia mariquensis,3.576161307
8606,Nectarinia bifasciata,5.184100418
8607,Nectarinia pembae,3.576161307
8608,Nectarinia chalcomelas,3.576161307
8609,Nectarinia notata,3.576161307
8610,Nectarinia coccinigaster,3.576161307
8611,Nectarinia johannae,3.576161307
8612,Nectarinia superba,3.576161307
8613,Nectarinia pulchella,3.576161307
8614,Nectarinia nectarinioides,3.576161307
8615,Aethopyga primigenia,4.154574132
8616,Aethopyga boltoni,4.154574132
8617,Aethopyga linaraborae,4.154574132
8618,Aethopyga flagrans,4.154574132
8619,Aethopyga pulcherrima,4.154574132
8620,Aethopyga duyvenbodei,4.154574132
8621,Aethopyga shelleyi,4.154574132
8622,Aethopyga bella,4.154574132
8623,Aethopyga gouldiae,4.154574132
8624,Aethopyga nipalensis,4.154574132
8625,Aethopyga eximia,4.154574132
8626,Aethopyga christinae,4.154574132
8627,Aethopyga saturata,4.154574132
8628,Aethopyga siparaja,4.154574132
8629,Aethopyga mystacalis,4.154574132
8630,Aethopyga ignicauda,4.154574132
8631,Arachnothera longirostra,4.154574132
8632,Arachnothera crassirostris,4.154574132
8633,Arachnothera robusta,4.154574132
8634,Arachnothera flavigaster,4.154574132
8635,Arachnothera chrysogenys,4.154574132
8636,Arachnothera clarae,4.154574132
8637,Arachnothera affinis,4.154574132
8638,Arachnothera everetti,4.154574132
8639,Arachnothera magna,4.154574132
8640,Arachnothera juliae,4.154574132
8641,Promerops gurneyi,7.18134715
8642,Promerops cafer,7.18134715
8643,Plocepasser mahali,5.767826782
8644,Plocepasser superciliosus,5.767826782
8645,Plocepasser rufoscapulatus,5.767826782
8646,Plocepasser donaldsoni,5.767826782
8647,Histurgops ruficaudus,5.767826782
8648,Pseudonigrita arnaudi,5.767826782
8649,Pseudonigrita cabanisi,5.767826782
8650,Philetairus socius,5.767826782
8651,Passer ammodendri,5.821179861
8652,Passer domesticus,5.964861111
8653,Passer hispaniolensis,5.821179861
8654,Passer pyrrhonotus,5.821179861
8655,Passer castanopterus,5.821179861
8656,Passer rutilans,5.821179861
8657,Passer flaveolus,5.821179861
8658,Passer moabiticus,5.821179861
8659,Passer iagoensis,5.821179861
8660,Passer rufocinctus,5.822506664
8661,Passer insularis,5.822506664
8662,Passer hemileucus,5.822506664
8663,Passer motitensis,5.821179861
8664,Passer shelleyi,5.822506664
8665,Passer cordofanicus,5.822506664
8666,Passer melanurus,5.790957123
8667,Passer griseus,5.821179861
8668,Passer swainsonii,5.821179861
8669,Passer gongonensis,5.821179861
8670,Passer suahelicus,5.821179861
8671,Passer diffusus,5.821179861
8672,Passer simplex,5.821179861
8673,Passer montanus,5.735584215
8674,Passer luteus,5.821179861
8675,Passer euchlorus,5.821179861
8676,Passer eminibey,5.821179861
8677,Petronia pyrgita,2.828153565
8678,Petronia xanthocollis,2.828153565
8679,Petronia superciliaris,2.828153565
8680,Petronia dentata,2.828153565
8681,Petronia petronia,2.828153565
8682,Petronia brachydactyla,2.828153565
8683,Montifringilla nivalis,2.828153565
8684,Montifringilla adamsi,2.828153565
8685,Montifringilla taczanowskii,2.828153565
8686,Montifringilla davidiana,2.828153565
8687,Montifringilla ruficollis,2.828153565
8688,Montifringilla blanfordi,2.828153565
8689,Montifringilla theresae,2.828153565
8690,Sporopipes frontalis,2.729804532
8691,Sporopipes squamifrons,2.729804532
8692,Bubalornis albirostris,3.600840336
8693,Bubalornis niger,3.600840336
8694,Dinemellia dinemelli,3.600840336
8695,Amblyospiza albifrons,3.600840336
8696,Ploceus bannermani,4.029785209
8697,Ploceus batesi,4.029785209
8698,Ploceus nigrimentus,4.029785209
8699,Ploceus baglafecht,4.029785209
8700,Ploceus bertrandi,4.029785209
8701,Ploceus pelzelni,4.029785209
8702,Ploceus subpersonatus,4.029785209
8703,Ploceus luteolus,3.605706465
8704,Ploceus intermedius,4.029785209
8705,Ploceus ocularis,4.029785209
8706,Ploceus nigricollis,3.417177914
8707,Ploceus melanogaster,4.029785209
8708,Ploceus alienus,4.029785209
8709,Ploceus temporalis,4.029785209
8710,Ploceus capensis,3.460784314
8711,Ploceus subaureus,4.029785209
8712,Ploceus xanthops,4.029785209
8713,Ploceus princeps,4.029785209
8714,Ploceus aurantius,4.029785209
8715,Ploceus bojeri,4.029785209
8716,Ploceus castaneiceps,4.029785209
8717,Ploceus xanthopterus,4.789473684
8718,Ploceus castanops,4.029785209
8719,Ploceus burnieri,4.029785209
8720,Ploceus galbula,4.029785209
8721,Ploceus heuglini,4.029785209
8722,Ploceus taeniopterus,4.029785209
8723,Ploceus vitellinus,8.896449704
8724,Ploceus velatus,3.715657312
8725,Ploceus katangae,4.029785209
8726,Ploceus ruweti,4.029785209
8727,Ploceus reichardi,4.029785209
8728,Ploceus cucullatus,4.202702703
8729,Ploceus grandis,4.029785209
8730,Ploceus spekei,4.029785209
8731,Ploceus spekeoides,4.029785209
8732,Ploceus nigerrimus,4.029785209
8733,Ploceus weynsi,4.029785209
8734,Ploceus golandi,4.029785209
8735,Ploceus melanocephalus,4.029785209
8736,Ploceus dichrocephalus,4.029785209
8737,Ploceus jacksoni,4.029785209
8738,Ploceus badius,4.029785209
8739,Ploceus rubiginosus,4.029785209
8740,Ploceus aureonucha,4.029785209
8741,Ploceus tricolor,4.029785209
8742,Ploceus albinucha,4.029785209
8743,Ploceus nelicourvi,4.029785209
8744,Ploceus sakalava,4.029785209
8745,Ploceus benghalensis,4.029785209
8746,Ploceus manyar,4.029785209
8747,Ploceus philippinus,4.029785209
8748,Ploceus hypoxanthus,4.029785209
8749,Ploceus megarhynchus,4.029785209
8750,Ploceus bicolor,4.029785209
8751,Ploceus preussi,4.029785209
8752,Ploceus dorsomaculatus,4.029785209
8753,Ploceus nicolli,4.029785209
8754,Ploceus olivaceiceps,4.029785209
8755,Ploceus insignis,4.029785209
8756,Ploceus angolensis,4.029785209
8757,Ploceus sanctithomae,4.029785209
8758,Ploceus superciliosus,4.029785209
8759,Ploceus flavipes,4.029785209
8760,Malimbus coronatus,3.600840336
8761,Malimbus cassini,3.600840336
8762,Malimbus ballmanni,3.600840336
8763,Malimbus racheliae,3.600840336
8764,Malimbus scutatus,3.600840336
8765,Malimbus ibadanensis,3.600840336
8766,Malimbus erythrogaster,3.600840336
8767,Malimbus nitens,3.600840336
8768,Malimbus malimbicus,3.600840336
8769,Malimbus rubricollis,3.600840336
8770,Anaplectes rubriceps,3.600840336
8771,Quelea cardinalis,3.166666667
8772,Quelea erythrops,3.166666667
8773,Quelea quelea,3.166666667
8774,Foudia madagascariensis,3.600840336
8775,Foudia eminentissima,3.600840336
8776,Foudia omissa,3.600840336
8777,Foudia rubra,3.600840336
8778,Foudia sechellarum,3.600840336
8779,Foudia flavicans,3.600840336
8780,Brachycope anomala,3.600840336
8781,Euplectes afer,3.812138728
8782,Euplectes diadematus,3.812138728
8783,Euplectes gierowii,3.812138728
8784,Euplectes hordeaceus,3.812138728
8785,Euplectes franciscanus,3.812138728
8786,Euplectes orix,4.149006623
8787,Euplectes nigroventris,3.812138728
8788,Euplectes aureus,3.812138728
8789,Euplectes capensis,3.673913043
8790,Euplectes axillaris,3.812138728
8791,Euplectes macroura,3.812138728
8792,Euplectes albonotatus,3.812138728
8793,Euplectes ardens,3.673913043
8794,Euplectes hartlaubi,3.812138728
8795,Euplectes psammocromius,3.812138728
8796,Euplectes progne,3.812138728
8797,Euplectes jacksoni,3.812138728
8798,Parmoptila rubrifrons,3
8799,Parmoptila jamesoni,3
8800,Parmoptila woodhousei,3
8801,Nigrita fusconotus,3
8802,Nigrita bicolor,3
8803,Nigrita luteifrons,3
8804,Nigrita canicapillus,3
8805,Nesocharis shelleyi,3
8806,Nesocharis ansorgei,3
8807,Nesocharis capistrata,3
8808,Pytilia phoenicoptera,3.079002079
8809,Pytilia afra,3.079002079
8810,Pytilia melba,3.079002079
8811,Pytilia hypogrammica,3.079002079
8812,Amadina fasciata,3
8813,Amadina erythrocephala,3
8814,Mandingoa nitidula,3
8815,Cryptospiza reichenovii,2.457072177
8816,Cryptospiza salvadorii,2.457072177
8817,Cryptospiza jacksoni,2.457072177
8818,Cryptospiza shelleyi,2.457072177
8819,Pyrenestes sanguineus,3
8820,Pyrenestes ostrinus,3
8821,Pyrenestes minor,3
8822,Spermophaga poliogenys,3
8823,Spermophaga haematina,3
8824,Spermophaga ruficapilla,3
8825,Clytospiza monteiri,3
8826,Hypargos niveoguttatus,3
8827,Hypargos margaritatus,3
8828,Euschistospiza dybowskii,3
8829,Euschistospiza cinereovinacea,3
8830,Lagonosticta rufopicta,4.974562798
8831,Lagonosticta nitidula,4.306604943
8832,Lagonosticta senegala,9.703220191
8833,Lagonosticta rara,4.306604943
8834,Lagonosticta rubricata,4.306604943
8835,Lagonosticta landanae,4.306604943
8836,Lagonosticta virata,4.306604943
8837,Lagonosticta rhodopareia,2.996007984
8838,Lagonosticta sanguinodorsalis,3.92226768
8839,Lagonosticta larvata,4.306604943
8840,Uraeginthus angolensis,2.872659176
8841,Uraeginthus bengalus,3.140410959
8842,Uraeginthus cyanocephalus,2.997602877
8843,Uraeginthus ianthinogaster,2.997602877
8844,Uraeginthus granatinus,2.997602877
8845,Estrilda caerulescens,4.106554831
8846,Estrilda perreini,3.817298211
8847,Estrilda thomensis,3.817298211
8848,Estrilda melanotis,3.817298211
8849,Estrilda poliopareia,3.817298211
8850,Estrilda paludicola,3.817298211
8851,Estrilda melpoda,3.817298211
8852,Estrilda rhodopyga,3.817298211
8853,Estrilda rufibarba,3.817298211
8854,Estrilda troglodytes,3.817298211
8855,Estrilda astrild,3.577319588
8856,Estrilda nigriloris,3.817298211
8857,Estrilda nonnula,3.817298211
8858,Estrilda atricapilla,3.817298211
8859,Estrilda erythronotos,3.817298211
8860,Estrilda charmosyna,3.817298211
8861,Amandava amandava,3
8862,Amandava formosa,3
8863,Amandava subflava,3
8864,Ortygospiza atricollis,3
8865,Ortygospiza locustella,3
8866,Emblema pictum,3
8867,Stagonopleura bella,3
8868,Stagonopleura oculata,3
8869,Stagonopleura guttata,3
8870,Oreostruthus fuliginosus,3
8871,Neochmia temporalis,3
8872,Neochmia phaeton,3
8873,Neochmia ruficauda,3
8874,Neochmia modesta,3
8875,Poephila personata,3
8876,Poephila acuticauda,3
8877,Poephila cincta,3
8878,Taeniopygia guttata,3
8879,Taeniopygia bichenovii,3
8880,Erythrura hyperythra,3
8881,Erythrura prasina,3
8882,Erythrura viridifacies,3
8883,Erythrura tricolor,3
8884,Erythrura trichroa,3
8885,Erythrura coloria,3
8886,Erythrura papuana,3
8887,Erythrura psittacea,3
8888,Erythrura pealii,3
8889,Erythrura cyaneovirens,3
8890,Erythrura regia,3
8891,Erythrura kleinschmidti,3
8892,Erythrura gouldiae,3
8893,Lonchura nana,3
8894,Lonchura cantans,3
8895,Lonchura malabarica,3
8896,Lonchura griseicapilla,3
8897,Lonchura cucullata,3
8898,Lonchura bicolor,3
8899,Lonchura nigriceps,3
8900,Lonchura fringilloides,3
8901,Lonchura striata,3
8902,Lonchura leucogastroides,3
8903,Lonchura fuscans,3
8904,Lonchura molucca,3
8905,Lonchura kelaarti,3
8906,Lonchura punctulata,3
8907,Lonchura leucogastra,3
8908,Lonchura tristissima,3
8909,Lonchura leucosticta,3
8910,Lonchura malacca,3
8911,Lonchura atricapilla,3
8912,Lonchura ferruginosa,3
8913,Lonchura quinticolor,3
8914,Lonchura maja,3
8915,Lonchura pallida,3
8916,Lonchura grandis,3
8917,Lonchura vana,3
8918,Lonchura caniceps,3
8919,Lonchura nevermanni,3
8920,Lonchura spectabilis,3
8921,Lonchura hunsteini,3
8922,Lonchura forbesi,3
8923,Lonchura nigerrima,3
8924,Lonchura flaviprymna,3
8925,Lonchura castaneothorax,3
8926,Lonchura stygia,3
8927,Lonchura teerinki,3
8928,Lonchura montana,3
8929,Lonchura monticola,3
8930,Lonchura melaena,3
8931,Padda oryzivora,3
8932,Padda fuscata,3
8933,Heteromunia pectoralis,3
8934,Vidua chalybeata,3.183406114
8935,Vidua purpurascens,3.183406114
8936,Vidua raricola,3.183406114
8937,Vidua larvaticola,3.183406114
8938,Vidua funerea,3.183406114
8939,Vidua camerunensis,3.183406114
8940,Vidua nigeriae,3.183406114
8941,Vidua maryae,3.183406114
8942,Vidua codringtoni,3.183406114
8943,Vidua wilsoni,3.183406114
8944,Vidua macroura,3.183406114
8945,Vidua hypocherina,3.183406114
8946,Vidua fischeri,3.183406114
8947,Vidua regia,3.183406114
8948,Vidua paradisaea,3.183406114
8949,Vidua interjecta,3.183406114
8950,Vidua togoensis,3.183406114
8951,Vidua obtusa,3.183406114
8952,Anomalospiza imberbis,3.183406114
8953,Prunella collaris,4.590009225
8954,Prunella himalayana,4.590009225
8955,Prunella rubeculoides,4.590009225
8956,Prunella strophiata,4.590009225
8957,Prunella montanella,4.590009225
8958,Prunella ocularis,4.590009225
8959,Prunella fagani,4.590009225
8960,Prunella fulvescens,4.590009225
8961,Prunella atrogularis,4.590009225
8962,Prunella koslowi,4.590009225
8963,Prunella modularis,4.590009225
8964,Prunella rubida,4.590009225
8965,Prunella immaculata,4.590009225
8966,Peucedramus taeniatus,3.907082452
8967,Dendronanthus indicus,4.159834123
8968,Motacilla alba,4.167369119
8969,Motacilla grandis,4.707075665
8970,Motacilla madaraspatensis,4.707075665
8971,Motacilla samveasnae,4.707075665
8972,Motacilla aguimp,4.707075665
8973,Motacilla capensis,4.707075665
8974,Motacilla flaviventris,4.707075665
8975,Motacilla citreola,4.707075665
8976,Motacilla flava,4.707075665
8977,Motacilla cinerea,4.707075665
8978,Motacilla clara,6.529038031
8979,Tmetothylacus tenellus,4.159834123
8980,Macronyx croceus,4.159834123
8981,Macronyx fuellebornii,4.159834123
8982,Macronyx capensis,4.159834123
8983,Macronyx flavicollis,4.159834123
8984,Macronyx ameliae,4.159834123
8985,Macronyx aurantiigula,4.159834123
8986,Macronyx grimwoodi,4.159834123
8987,Macronyx sharpei,4.159834123
8988,Anthus chloris,3.704320154
8989,Anthus lineiventris,3.704320154
8990,Anthus crenatus,3.704320154
8991,Anthus richardi,3.704320154
8992,Anthus hoeschi,3.704320154
8993,Anthus rufulus,3.704320154
8994,Anthus novaeseelandiae,3.704320154
8995,Anthus leucophrys,3.704320154
8996,Anthus vaalensis,3.704320154
8997,Anthus longicaudatus,3.704320154
8998,Anthus pallidiventris,3.704320154
8999,Anthus melindae,3.704320154
9000,Anthus campestris,3.704320154
9001,Anthus godlewskii,3.704320154
9002,Anthus berthelotii,3.704320154
9003,Anthus similis,3.704320154
9004,Anthus brachyurus,3.704320154
9005,Anthus caffer,3.704320154
9006,Anthus sokokensis,3.704320154
9007,Anthus trivialis,3.602068966
9008,Anthus hodgsoni,3.704320154
9009,Anthus gustavi,3.704320154
9010,Anthus pratensis,3.834091904
9011,Anthus cervinus,3.704320154
9012,Anthus roseatus,3.704320154
9013,Anthus petrosus,3.704320154
9014,Anthus spinoletta,3.704320154
9015,Anthus rubescens,3.704320154
9016,Anthus sylvanus,3.704320154
9017,Anthus nilghiriensis,3.704320154
9018,Anthus correndera,3.704320154
9019,Anthus antarcticus,3.704320154
9020,Anthus spragueii,3.704320154
9021,Anthus furcatus,3.704320154
9022,Anthus hellmayri,3.704320154
9023,Anthus bogotensis,3.704320154
9024,Anthus lutescens,3.704320154
9025,Anthus chacoensis,3.704320154
9026,Anthus nattereri,3.704320154
9027,Anthus gutturalis,3.704320154
9028,Fringilla coelebs,5.718791551
9029,Fringilla teydea,5.718791551
9030,Fringilla montifringilla,5.718791551
9031,Serinus pusillus,3.784993888
9032,Serinus serinus,3.821945844
9033,Serinus syriacus,3.784993888
9034,Serinus canaria,3.784993888
9035,Serinus thibetanus,3.784993888
9036,Serinus canicollis,3.784993888
9037,Serinus flavivertex,3.786353046
9038,Serinus nigriceps,3.784993888
9039,Serinus citrinelloides,3.784993888
9040,Serinus frontalis,3.784993888
9041,Serinus hypostictus,3.784993888
9042,Serinus capistratus,3.784993888
9043,Serinus koliensis,3.784993888
9044,Serinus scotops,3.784993888
9045,Serinus leucopygius,3.784993888
9046,Serinus rothschildi,3.784993888
9047,Serinus flavigula,3.784993888
9048,Serinus xanthopygius,3.784993888
9049,Serinus xantholaemus,3.784993888
9050,Serinus atrogularis,3.784993888
9051,Serinus citrinipectus,3.784993888
9052,Serinus mozambicus,3.982954545
9053,Serinus donaldsoni,3.784993888
9054,Serinus buchanani,3.784993888
9055,Serinus dorsostriatus,3.784993888
9056,Serinus flaviventris,3.784993888
9057,Serinus sulphuratus,3.608525105
9058,Serinus albogularis,3.784993888
9059,Serinus mennelli,3.784993888
9060,Serinus gularis,3.784993888
9061,Serinus reichardi,3.784993888
9062,Serinus tristriatus,3.784993888
9063,Serinus menachensis,3.784993888
9064,Serinus ankoberensis,3.784993888
9065,Serinus striolatus,3.784993888
9066,Serinus whytii,3.784993888
9067,Serinus burtoni,3.784993888
9068,Serinus rufobrunneus,3.784993888
9069,Serinus melanochrous,3.784993888
9070,Serinus leucopterus,3.784993888
9071,Serinus totta,3.784993888
9072,Serinus symonsi,3.784993888
9073,Serinus alario,3.784993888
9074,Serinus estherae,3.784993888
9075,Neospiza concolor,4.253132832
9076,Linurgus olivaceus,4.253132832
9077,Rhynchostruthus socotranus,4.253132832
9078,Rhynchostruthus percivali,4.253132832
9079,Rhynchostruthus louisae,4.253132832
9080,Carduelis chloris,4.243229167
9081,Carduelis sinica,4.178890466
9082,Carduelis spinoides,4.178890466
9083,Carduelis ambigua,4.178890466
9084,Carduelis monguilloti,4.178890466
9085,Carduelis spinus,4.086338798
9086,Carduelis pinus,3.920261438
9087,Carduelis atriceps,4.178890466
9088,Carduelis spinescens,4.178890466
9089,Carduelis yarrellii,4.178890466
9090,Carduelis cucullata,4.178890466
9091,Carduelis crassirostris,4.178890466
9092,Carduelis magellanica,4.178890466
9093,Carduelis siemiradzkii,4.178890466
9094,Carduelis olivacea,4.178890466
9095,Carduelis notata,4.178890466
9096,Carduelis barbata,4.178890466
9097,Carduelis xanthogastra,4.178890466
9098,Carduelis atrata,4.178890466
9099,Carduelis uropygialis,4.178890466
9100,Carduelis tristis,4.054688731
9101,Carduelis psaltria,4.548717949
9102,Carduelis lawrencei,4.178890466
9103,Carduelis dominicensis,4.178890466
9104,Carduelis carduelis,4.162724014
9105,Carduelis citrinella,4.353623188
9106,Carduelis corsicana,4.178890466
9107,Carduelis flammea,4.521371811
9108,Carduelis hornemanni,4.178890466
9109,Carduelis flavirostris,4.178890466
9110,Carduelis cannabina,4.093112948
9111,Carduelis yemenensis,4.178890466
9112,Carduelis johannis,4.178890466
9113,Leucosticte nemoricola,3.534382832
9114,Leucosticte brandti,3.534382832
9115,Leucosticte arctoa,3.534382832
9116,Leucosticte tephrocotis,3.534382832
9117,Leucosticte atrata,3.534382832
9118,Leucosticte australis,3.534382832
9119,Leucosticte sillemi,3.534382832
9120,Callacanthis burtoni,4.253132832
9121,Rhodopechys sanguineus,4.253132832
9122,Rhodopechys obsoletus,4.253132832
9123,Eremopsaltria mongolicus,4.253132832
9124,Bucanetes githagineus,4.253132832
9125,Uragus sibiricus,4.253132832
9126,Carpodacus rubescens,4.056205569
9127,Carpodacus nipalensis,4.056205569
9128,Carpodacus purpureus,4.11831719
9129,Carpodacus erythrinus,4.056205569
9130,Carpodacus cassinii,3.950509155
9131,Carpodacus mexicanus,4.123935313
9132,Carpodacus pulcherrimus,4.056205569
9133,Carpodacus eos,4.056205569
