assessment id,taxon id,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Common name,Category,Version,Criteria,PE?,PEW?,Assessment year,Population trend,Marine,Generation length,Depth upper limit,Depth lower limit
16781818,16759176,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Liopropoma,Liopropoma eukrines,"(Starck &amp; Courtenay, 1962)",Wrasse Bass,LC,3.1,,,,2015,4,t,,30,150
16781823,16759184,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Liopropoma,Liopropoma mowbrayi,"Woods &amp; Kanazawa, 1951",Cave Bass,LC,3.1,,,,2015,4,t,,30,70
16781828,16759188,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Liopropoma,Liopropoma rubre,"Poey, 1861",Peppermint Bass,LC,3.1,,,,2015,4,t,,3,46
16781833,16759221,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Parasphyraenops,Parasphyraenops atrimanus,"Bean, 1912",Bank Bass,LC,3.1,,,,2015,4,t,,25,79
16781838,16759230,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Parasphyraenops,Parasphyraenops incisus,"(Colin, 1978)",Forktailed Bass,LC,3.1,,,,2015,4,t,,10,200
16781843,16759242,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Pronotogrammus,Pronotogrammus martinicensis,"(Guichenot, 1868)",Roughtongue Bass,LC,3.1,,,,2015,4,t,,35,900
16781848,16759321,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Pseudogramma,Pseudogramma gregoryi,"(Breder, 1927)",Reef Bass,LC,3.1,,,,2015,4,t,,1,61
16781853,16759340,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rypticus,Rypticus bistrispinus,"(Mitchill, 1818)",Freckled Soapfish,LC,3.1,,,,2015,4,t,,0,100
16781858,16759348,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rypticus,Rypticus bornoi,"Beebe &amp; Tee-Van, 1928",Largespotted Soapfish,LC,3.1,,,,2015,4,t,,0,70
16781863,16759353,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rypticus,Rypticus maculatus,"Holbrook, 1855",Whitespotted Soapfish,LC,3.1,,,,2015,4,t,,3,100
16781868,16759357,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rypticus,Rypticus randalli,"Courtenay, 1967",Plain Soapfish,LC,3.1,,,,2015,4,t,,0,50
16781873,16759367,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rypticus,Rypticus subbifrenatus,"Gill, 1861",Spotted Soapfish,LC,3.1,,,,2015,4,t,,0,26
16781878,16759398,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Schultzea,Schultzea beta,"(Hildebrand, 1940)",School Bass,LC,3.1,,,,2015,4,t,,21,170
16781883,16759463,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serraniculus,Serraniculus pumilio,"Ginsburg, 1952",Pygmy Sea Bass,LC,3.1,,,,2015,4,t,,0,165
16781888,16759509,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus annularis,"(Günther, 1880)",Orangeback Bass,LC,3.1,,,,2015,4,t,,4,86
16781893,16759518,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus chionaraia,"Robins &amp; Starck, 1961",Caribbean Snow Bass,LC,3.1,,,,2015,4,t,,10,100
16781898,16759535,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus flaviventris,"(Cuvier, 1829)",Twinspot Bass,LC,3.1,,,,2015,4,t,,2,402
16781903,16759549,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus luciopercanus,"Poey, 1852",Crosshatch Bass,LC,3.1,,,,2015,4,t,,60,183
16781908,16759552,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus notospilus,"Longley, 1935",Saddle Bass,LC,3.1,,,,2015,4,t,,7,230
16781913,16759556,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus phoebe,"Poey, 1851",Tattler,LC,3.1,,,,2015,4,t,,26,402
16781918,16759559,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus tabacarius,"(Cuvier, 1829)",Tobacco Basslet,LC,3.1,,,,2015,4,t,,1,75
16781923,16759567,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus tortugarum,"Longley, 1935",Chalk Bass,LC,3.1,,,,2015,4,t,,2,400
16781928,16759571,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,STROMATEIDAE,Peprilus,Peprilus burti,"Fowler, 1944",Gulf Butterfish,LC,3.1,,,,2015,4,t,,0,275
16781938,16759591,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SYMPHYSANODONTIDAE,Symphysanodon,Symphysanodon berryi,"Anderson, 1970",Slope Bass,LC,3.1,,,,2015,4,t,,100,500
16781948,16765067,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Gymnachirus,Gymnachirus melas,"Nichols, 1916",North American Naked Sole,LC,3.1,,,,2015,4,t,,2,185
16781953,16765076,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Gymnachirus,Gymnachirus nudus,"Kaup, 1858",Naked Sole,LC,3.1,,,,2015,4,t,,2,100
16781958,16765093,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Trinectes,Trinectes inscriptus,"(Gosse, 1851)",Scrawled Sole,LC,3.1,,,,2015,4,t,,0,20
16781963,16765190,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Engyophrys,Engyophrys senta,"Ginsburg, 1933",American Spiny Flounder,LC,3.1,,,,2015,4,t,,30,185
16781973,16765727,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Monolene,Monolene megalepis,"Woods, 1961",Slim Flounder,LC,3.1,,,,2015,4,t,,73,550
16781978,16765806,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Monolene,Monolene sessilicauda,"Goode, 1880",Deepwater Flounder,LC,3.1,,,,2015,4,t,,100,550
16781983,16766162,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Trichopsetta,Trichopsetta caribbaea,"Anderson &amp; Gutherz, 1967",Caribbean Flounder,LC,3.1,,,,2015,4,t,,70,387
16781988,16766235,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus arawak,"Robins &amp; Randall, 1965",Coral Reef Tonguefish,LC,3.1,,,,2015,4,t,,3,39
16781998,16766319,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus caribbeanus,"Munroe, 1991",Caribbean Tonguefish,LC,3.1,,,,2015,4,t,,0,29
16782003,16777231,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus civitatium,"Ginsburg, 1951",Offshore Tonguefish,LC,3.1,,,,2015,3,t,,1,73
16782008,16777242,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus diomedeanus,"(Goode &amp; Bean, 1885)",Spottedfin Tonguefish,LC,3.1,,,,2015,4,t,,6,183
16782013,16777283,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus minor,"Ginsburg, 1951",Largescale Tonguefish,LC,3.1,,,,2015,4,t,,18,170
16782018,16777340,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus ommaspilus,"Böhlke, 1961",Ocellated Tonguefish,LC,3.1,,,,2015,4,t,,1,27
16782023,16777344,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus parvus,"Ginsburg, 1951",Pygmy Tonguefish,LC,3.1,,,,2015,4,t,,20,146
16782028,16777347,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus pelicanus,"Ginsburg, 1951",Longtail Tonguefish,LC,3.1,,,,2015,4,t,,24,530
16782033,16777353,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus plagusia,"(Bloch &amp; Schneider, 1801)",Duskycheek Tonguefish,LC,3.1,,,,2015,4,t,,1,51
16782038,16777363,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus pusillus,"(Goode &amp; Bean, 1885)",Northern Tonguefish,LC,3.1,,,,2015,4,t,,102,233
16782043,16777371,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus rhytisma,"Böhlke, 1961",Patchtail Tonguefish,LC,3.1,,,,2015,4,t,,3,25
16782053,16777804,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Etropus,Etropus crossotus,"Jordan &amp; Gilbert, 1882",Fringed Flounder,LC,3.1,,,,2015,4,t,,0,110
16782058,16777808,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Etropus,Etropus cyclosquamus,"Leslie &amp; Stewart, 1986",Shelf Flounder,LC,3.1,,,,2015,4,t,,10,36
16782063,16777813,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Gastropsetta,Gastropsetta frontalis,"Bean, 1895",Shrimp Flounder,LC,3.1,,,,2015,4,t,,35,185
16782068,16778030,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,Paralichthys oblongus,"(Mitchill, 1815)",Fourspot Flounder,LC,3.1,,,,2015,4,t,,6,275
16782073,16778116,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,Paralichthys tropicus,"Ginsburg, 1933",Tropical Flounder,DD,3.1,,,,2015,4,t,,1,183
16782078,16778128,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Syacium,Syacium papillosum,"(Linnaeus, 1758)",Dusky Flounder,LC,3.1,,,,2015,4,t,,4,140
16782083,16778406,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POLYNEMIDAE,Polydactylus,Polydactylus octonemus,"(Girard, 1858)",Atlantic Threadfin,LC,3.1,,,,2015,4,t,,5,22
16782088,16778475,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POLYNEMIDAE,Polydactylus,Polydactylus oligodon,"(Günther, 1860)",Littlescale Threadfin,LC,3.1,,,,2015,4,t,,0,20
16782098,16778632,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,PERISTEDIIDAE,Peristedion,Peristedion gracile,"Goode &amp; Bean, 1896",Slender Searobin,LC,3.1,,,,2015,3,t,,29,475
16782108,16778750,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Neomerinthe,Neomerinthe beanorum,"(Evermann &amp; Marsh, 1900)",Spotwing Scorpionfish,LC,3.1,,,,2015,4,t,,92,375
16782113,16778824,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Pontinus,Pontinus castor,"Poey, 1860",Longsnout Scorpionfish,LC,3.1,,,,2015,4,t,,45,400
16782118,16778856,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Pontinus,Pontinus helena,"Eschmeyer, 1965",Helena Scorpionfish,DD,3.1,,,,2015,4,t,,75,400
16782123,16779096,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Pontinus,Pontinus nematophthalmus,"(Günther, 1860)",Spinythroat Scorpionfish,LC,3.1,,,,2015,4,t,,82,410
16782128,16779138,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Pontinus,Pontinus rathbuni,"Goode &amp; Bean, 1896",Highfin Scorpionfish,LC,3.1,,,,2015,4,t,,73,385
16782133,16779209,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena albifimbria,"Evermann &amp; Marsh, 1900",Coral Scorpionfish,LC,3.1,,,,2015,4,t,,0,50
16782138,16779221,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena bergii,"Evermann &amp; Marsh, 1900",Goosehead Scorpionfish,LC,3.1,,,,2015,4,t,,0,75
16782143,16779231,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena brachyptera,"Eschmeyer, 1965",Shortfin Scorpionfish,LC,3.1,,,,2015,4,t,,46,155
16782148,16779236,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena brasiliensis,"Cuvier, 1829",Barbfish,LC,3.1,,,,2015,4,t,,0,163
16782153,16779248,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena dispar,"Longley &amp; Hildebrand, 1940",Hunchback Scorpionfish,LC,3.1,,,,2015,4,t,,36,125
16782158,16779254,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena elachys,"Eschmeyer, 1965",Dwarf Scorpionfish,LC,3.1,,,,2015,4,t,,37,100
16782163,16779258,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena grandicornis,"Cuvier, 1829",Plumed Scorpionfish,LC,3.1,,,,2015,4,t,,1,30
16782168,16779264,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena inermis,"Cuvier, 1829",Mushroom Scorpionfish,LC,3.1,,,,2015,4,t,,1,73
16782173,16779308,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaena,Scorpaena plumieri,"Bloch, 1789",Spotted Scorpionfish ,LC,3.1,,,,2015,4,t,,1,60
16782178,16779383,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaenodes,Scorpaenodes caribbaeus,"Meek &amp; Hildebrand, 1928",Reef Scorpionfish,LC,3.1,,,,2015,4,t,,0,35
16782183,16779424,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaenodes,Scorpaenodes tredecimspinosus,"(Metzelaar, 1919)",Deepreef Scorpionfish,LC,3.1,,,,2015,4,t,,8,82
16782188,16779436,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus alatus,"Goode &amp; Bean, 1883",Spiny Searobin,LC,3.1,,,,2015,4,t,,35,457
16782193,16779444,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus beanii,"Goode, 1896",Bean's Searobin,LC,3.1,,,,2015,4,t,,46,274
16782198,16779491,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus carolinus,"(Linnaeus, 1771)",Northern Searobin,LC,3.1,,,,2015,4,t,,9,170
16782203,16780973,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus evolans,"(Linnaeus, 1766)",Striped Searobin,LC,3.1,,,,2015,4,t,,9,146
16782208,16781035,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus murielae,"Mobray, 1928",Barred Searobin,DD,3.1,,,,2015,4,t,,0,15
16782213,16781047,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus ophryas,"Jordan &amp; Swain, 1885",Bandtail Searobin,LC,3.1,,,,2015,4,t,,7,170
16782218,16781050,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus punctatus,"(Bloch, 1793)",Bluewing Searobin,LC,3.1,,,,2015,4,t,,7,190
16782223,16781072,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus roseus,"Jordan &amp; Evermann, 1887",Bluespotted Searobin,LC,3.1,,,,2015,4,t,,0,262
16782228,16781081,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus scitulus,"Jordan &amp; Gilbert, 1882",Leopard Searobin,LC,3.1,,,,2015,4,t,,5,91
16782233,16781085,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus stearnsi,"Jordan &amp; Swain, 1885",Shortwing Searobin,LC,3.1,,,,2015,4,t,,11,549
16782238,16781101,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus tribulus,"Cuvier, 1829",Bighead Searobin,LC,3.1,,,,2015,4,t,,9,183
16782243,16781113,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,FISTULARIIDAE,Fistularia,Fistularia petimba,"Lacepède, 1803",Red Cornetfish,LC,3.1,,,,2015,4,t,,10,200
16782248,16781124,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,FISTULARIIDAE,Fistularia,Fistularia tabacaria,"Linnaeus, 1758",Blue-spotted Cornetfish,LC,3.1,,,,2015,4,t,,1,200
16782253,16781145,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Monacanthus,Monacanthus ciliatus,"(Mitchill, 1818)",Fringed Filefish,LC,3.1,,,,2015,4,t,,0,90
16782258,16781154,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Monacanthus,Monacanthus tuckeri,"Bean, 1906",Slender Filefish,LC,3.1,,,,2015,4,t,,0,50
16782263,16781168,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Stephanolepis,Stephanolepis hispidus,"(Linnaeus, 1766)",Planehead Filefish,LC,3.1,,,,2015,4,t,,0,293
16782268,16781181,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Stephanolepis,Stephanolepis setifer,"(Bennett, 1831)",Pygmy Filefish,LC,3.1,,,,2015,4,t,,0,80
16782273,16781189,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,GRAMMICOLEPIDIDAE,Xenolepidichthys,Xenolepidichthys dalgleishi,"Gilchrist, 1922",Spotted Tinselfish,LC,3.1,,,,2015,3,t,,90,900
16811577,16811574,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rypticus,Rypticus carpenteri,"Baldwin &amp; Weigt, 2012",Slope Soapfish,LC,3.1,,,,2015,4,t,,0,40
16822237,184617,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Hydrobia,Hydrobia balfouri,"(Godwin-Austen, 1881)",,DD,3.1,,,,2012,4,t,,,
16997706,41006,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,Hippocampus guttulatus,"Cuvier, 1829",Long-snouted Seahorse,DD,3.1,,,,2012,4,t,2,0.5,30
17084065,41712,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,Eubalaena glacialis,"(P.L.S. Müller, 1776)",North Atlantic Right Whale,EN,3.1,D,,,2012,4,t,,,
17117957,17029,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,Phocoena spinipinnis,"Burmeister, 1865",Burmeister's Porpoise,DD,3.1,,,,2012,4,t,,,
17118773,17032,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoenoides,Phocoenoides dalli,"(True, 1885)",Dall's Porpoise,LC,3.1,,,,2012,4,t,,,
17242053,41010,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,Hippocampus kelloggi,"Jordan &amp; Snyder, 1901",Great Seahorse,VU,3.1,A2d+4d,,,2012,2,t,2,0.5,152
17251369,10084,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,Hippocampus spinosissimus,"Weber, 1913",Hedgehog Seahorse,VU,3.1,A2d+4d,,,2012,2,t,2,8,70
17252219,10087,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,Hippocampus trimaculatus,"Leach, 1814",Three-spot Seahorse,VU,3.1,A2bcd+4bcd,,,2015,2,t,3,10,100
17253060,183310,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Prionurus,Prionurus laticlavius,"(Valenciennes, 1846)",Razor Surgeonfish,LC,3.1,,,,2012,3,t,,0,40
17253253,183646,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Prionurus,Prionurus punctatus,"Gill, 1862",Yellowtail Surgeonfish,LC,3.1,,,,2012,3,t,,0,30
17338787,10069,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,Hippocampus hippocampus,"(Linnaeus, 1758)",Short-snouted Seahorse,DD,3.1,,,,2012,4,t,2,0.5,60
17347397,22563,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,Tursiops truncatus,"(Montagu, 1821)",Common Bottlenose Dolphin,LC,3.1,,,,2012,4,t,,,
17386190,9461,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Grampus,Grampus griseus,"(G. Cuvier, 1812)",Risso's Dolphin,LC,3.1,,,,2012,4,t,,,
17463451,8239,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Eumetopias,Eumetopias jubatus,"(Schreber, 1776)",Steller Sea Lion,NT,3.1,,,,2012,1,t,10,,
17583662,181359,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Sotalia,Sotalia guianensis,"(Van Bénéden, 1864)",Guiana Dolphin,DD,3.1,,,,2012,4,t,,,
17597897,198920,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Neophocaena,Neophocaena phocaenoides,"(G. Cuvier, 1829)",Indo-Pacific Finless Porpoise,VU,3.1,A2cde,,,2012,2,t,16,,
17599353,41754,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Neophocaena,Neophocaena asiaeorientalis,"(Pilleri &amp; Gihr, 1972)",Finless Porpoise,VU,3.1,A2cde,,,2012,2,t,16,,
17600466,41714,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,Tursiops aduncus,"(Ehrenberg, 1833)",Indo-pacific Bottlenose Dolphin,DD,3.1,,,,2012,4,t,,,
17623386,17978,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,INIIDAE,Pontoporia,Pontoporia blainvillei,"(Gervais &amp; d'Orbigny, 1844)",Franciscana,VU,3.1,A3d,,,2012,2,t,,,
17627321,154818,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus gahhm,"(Forsskål, 1775)",Black Surgeonfish,LC,3.1,,,,2012,4,t,,5,50
17627624,19950,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus guacamaia,"Cuvier, 1829",Rainbow Parrotfish,NT,3.1,,,,2012,2,t,,1,25
17690692,6335,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Delphinapterus,Delphinapterus leucas,"(Pallas, 1776)",Beluga,NT,3.1,,,,2012,4,t,,,
17691711,13704,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Monodon,Monodon monoceros,"Linnaeus, 1758",Narwhal,NT,3.1,,,,2012,4,t,,,
17692192,11047,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Kogia,Kogia breviceps,"(Blainville, 1838)",Pygmy Sperm Whale,DD,3.1,,,,2012,4,t,,,
17695273,11048,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Kogia,Kogia sima,"(Owen, 1866)",Dwarf Sperm Whale,DD,3.1,,,,2012,4,t,,,
17758523,155120,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso vlamingii,"(Valenciennes, 1835)",Bignose Unicornfish,LC,3.1,,,,2012,2,t,,1,50
17773590,190675,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Heteroscarus,Heteroscarus acroptilus,"(Richardson, 1846)",Rainbow Cale,LC,3.1,,,,2012,4,t,,0,25
17773724,190676,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Neoodax,Neoodax balteatus,"(Valenciennes, 1840)",Little Weed Whiting,LC,3.1,,,,2012,4,t,,0,22
17773869,190674,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Haletta,Haletta semifasciata,"(Valenciennes, 1840)",Blue Weed Whiting,LC,3.1,,,,2012,4,t,,1,7
17774029,190679,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Olisthops,Olisthops cyanomelas,"Richardson, 1850",Herring Cale,LC,3.1,,,,2012,4,t,,1,30
