CATCHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baleen whales,Toothed whales,Seals,Seabirds,Juvenile sharks,Spurdog,Large piscivorous sharks,Small sharks,Juvenile rays,Starry ray + others,Thornback & Spotted ray,Skate + cuckoo ray,"Juvenile Cod(0-2, 0-40cm)",Cod (adult),"Juvenile Whiting (0-1, 0-20cm)",Whiting (adult),"Juvenile Haddock (0-1, 0-20cm)",Haddock (adult),"Juvenile Saithe (0-3, 0-40cm)",Saithe (adult),Hake,Blue whiting,Norway pout,Other gadoids (large),Other gadoids (small),Monkfish,Gurnards,"Herring (juvenile 0, 1)",Herring (adult),Sprat,Mackerel,Horse mackerel,Sandeels,Plaice,Dab,Long-rough dab,Flounder,Sole,Lemon sole,Witch,Turbot and brill,Megrim,Halibut,Dragonets,Catfish (Wolf-fish),Large demersal fish,Small demersal fish,Miscellaneous filterfeeding pelagic fish,Squid & cuttlefish,Fish larvae,Carnivorous zooplankton,Herbivorous & Omnivorous zooplankton (copepods),Gelatinous zooplankton,Large crabs,Nephrops,Epifaunal macrobenthos (mobile grazers),Infaunal macrobenthos,Shrimp,Small mobile epifauna (swarming crustaceans),Small infauna (polychaetes),Sessile epifauna,Meiofauna,"Benthic microflora (incl. Bacteria, protozoa))","Planktonic microflora (incl. Bacteria, protozoa)",Phytoplankton,Detritus - DOM -water column,Detritus - POM - sediment,Discards,
0,0,0,0,0,0.02128111,0.00037712,0.00029922,0,0.007074079,0.005292343,6.98E-05,0.0954406,0.1385933,0.002306983,0.177416,0.002661392,0.125976,0.03248077,0.1319721,0.005386826,0.0581052,0.2575738,0.04535924,0.02694417,0.05467255,0.008480034,0.0210477,0.8225529,0.1701325,0.5769585,0.1746111,1.475192,0.6248664,0.1530517,4.72E-06,0.07439689,0.0926278,0.01587669,0.01944909,0.004373369,0.002952605,0.001519489,0,0.01866934,0.02195402,0.1508826,0.009883896,0.002248298,0,0,0,0,0.01031005,0.0200312,0.007018707,0.09661394,0.09823642,0,0,0.2358129,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01685324,0.000357191,0.00028337,0,0.006911127,0.005154541,6.93E-05,0.09568865,0.1106269,0.00232212,0.1684349,0.002658176,0.1089905,0.0325521,0.1148812,0.005084596,0.06336746,0.2726383,0.03590075,0.02757863,0.03906375,0.008264979,0.02158273,0.818733,0.1782289,0.5777602,0.1756107,1.519084,0.5087254,0.1507088,4.87E-06,0.0686551,0.08104092,0.01574461,0.01782252,0.004278139,0.002840973,0.001477327,0,0.01387763,0.01654988,0.1508014,0.01020574,0.002268993,0,0,0,0,0.010959,0.02021365,0.007036162,0.09669284,0.1002858,0,0,0.2358573,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01436476,0.000336678,0.000277529,0,0.007003527,0.00523212,6.99E-05,0.09416939,0.1102417,0.002398826,0.1703329,0.002571842,0.1043066,0.03162129,0.1144075,0.005121625,0.0659913,0.2807111,0.03259094,0.02862803,0.031635,0.008426013,0.0217777,0.8286729,0.185283,0.5825163,0.1782907,1.543524,0.4663324,0.1501864,5.09E-06,0.06788238,0.0759563,0.01576129,0.0171284,0.00432018,0.002924097,0.001459841,0,0.01107979,0.0135238,0.1564992,0.01033694,0.002268009,0,0,0,0,0.01155726,0.02044098,0.007055799,0.09676792,0.1003365,0,0,0.2359375,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01301325,0.00032285,0.000276855,0,0.007149581,0.005428604,7.09E-05,0.08703984,0.1199313,0.002447519,0.1749378,0.002414628,0.1039645,0.02993491,0.1184957,0.005271008,0.06496888,0.2813791,0.03140547,0.02914306,0.02834892,0.008604712,0.02182003,0.8412392,0.1880546,0.5873565,0.1793928,1.544498,0.4437474,0.1500216,5.29E-06,0.0684358,0.07307131,0.01580877,0.01685441,0.004397876,0.003083878,0.001453907,0,0.009416718,0.0116995,0.1635213,0.01038317,0.002246647,0,0,0,0,0.01198694,0.02054365,0.007071054,0.09680435,0.1001472,0,0,0.2360156,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01216422,0.000314082,0.000277934,0,0.007233467,0.005656871,7.18E-05,0.07837718,0.127444,0.002479936,0.1787124,0.00226102,0.1034443,0.02875207,0.120358,0.005391641,0.06368337,0.2821596,0.03106754,0.02950812,0.0265447,0.008669739,0.02208767,0.8530767,0.188591,0.5906619,0.1793403,1.537915,0.4302476,0.1498514,5.45E-06,0.06920545,0.07135666,0.01585656,0.01679726,0.004434713,0.003237722,0.001450293,0,0.008455924,0.0106089,0.1704023,0.01045681,0.002223981,0,0,0,0,0.01225062,0.02054233,0.00708188,0.09680454,0.1002571,0,0,0.2360604,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01158062,0.000308724,0.00027959,0,0.007266197,0.00586799,7.26E-05,0.07515847,0.1281362,0.002506379,0.1817591,0.002214369,0.1021072,0.02755052,0.1217059,0.005475072,0.06314264,0.2836256,0.03120386,0.02976798,0.02543483,0.008664719,0.02215017,0.8649321,0.188742,0.5924636,0.179235,1.530319,0.4219433,0.1497649,5.58E-06,0.06988001,0.07043912,0.0158943,0.01684163,0.004453572,0.00336925,0.001447168,0,0.00788422,0.009903994,0.1755248,0.01053189,0.002207585,0,0,0,0,0.01239684,0.0205011,0.007088952,0.09678525,0.100214,0,0,0.2360808,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01116032,0.000305587,0.000281344,0,0.007278405,0.006029818,7.31E-05,0.0778824,0.1263561,0.002519975,0.1844055,0.00224073,0.1010689,0.02719207,0.1214339,0.005538255,0.06300163,0.2837048,0.03160665,0.02975905,0.02472414,0.008638068,0.02187159,0.8737673,0.1881883,0.5930147,0.1791617,1.521942,0.4168556,0.1498176,5.67E-06,0.07037254,0.07000876,0.01592083,0.01692396,0.004481228,0.003472012,0.001444351,0,0.00749239,0.009396485,0.1774492,0.01055926,0.002197295,0,0,0,0,0.0124645,0.02045832,0.007092727,0.0967608,0.09987885,0,0,0.2360888,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01083396,0.000303571,0.000282817,0,0.007274342,0.006125512,7.32E-05,0.08178651,0.1263376,0.002517845,0.1859813,0.002253507,0.1008014,0.02768471,0.1200619,0.005581122,0.06304166,0.2823976,0.03206199,0.02952905,0.02425083,0.008596228,0.0215376,0.8762487,0.1866339,0.5925052,0.1788951,1.514434,0.4137022,0.1499031,5.71E-06,0.07065233,0.06976674,0.01593926,0.01701067,0.004505943,0.003529279,0.001440818,0,0.007201742,0.009011456,0.1765491,0.01053893,0.002194625,0,0,0,0,0.01247849,0.02041988,0.007094119,0.09673885,0.09950107,0,0,0.2360844,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01056022,0.000301901,0.000283832,0,0.00725295,0.006162766,7.32E-05,0.08291051,0.128236,0.002510012,0.1860824,0.00224274,0.1007757,0.02822908,0.1191405,0.005600665,0.06316594,0.2814117,0.03245442,0.02932497,0.02391102,0.008542929,0.02159365,0.8732687,0.18507,0.5914144,0.1785919,1.510933,0.4116547,0.149914,5.71E-06,0.07074706,0.06956708,0.01595289,0.01708601,0.004508778,0.003540098,0.001435953,0,0.006977247,0.008717098,0.1749126,0.01050873,0.002198188,0,0,0,0,0.01246538,0.02038336,0.007094506,0.09672273,0.09935302,0,0,0.2360667,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01032649,0.000300371,0.000284482,0,0.007226163,0.006169115,7.30E-05,0.0820831,0.1299306,0.002506183,0.1853803,0.002228016,0.1005969,0.0284591,0.1191362,0.005604808,0.06324075,0.2813627,0.03281443,0.02928007,0.02365284,0.008496203,0.02200854,0.8701572,0.1843628,0.5903659,0.1784797,1.511593,0.4102873,0.149854,5.70E-06,0.07073906,0.06942471,0.01596376,0.01714689,0.0044938,0.003530178,0.001430509,0,0.006799774,0.008491077,0.174223,0.01048714,0.00220212,0,0,0,0,0.01244971,0.02034998,0.007094925,0.09671427,0.09941625,0,0,0.2360443,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01013407,0.000299131,0.000284951,0,0.007209217,0.00616882,7.29E-05,0.08148438,0.1304687,0.002506058,0.1848219,0.002225937,0.1003413,0.02853331,0.1194099,0.005604377,0.06314006,0.281419,0.03321384,0.02931864,0.02346356,0.008470084,0.02229255,0.8710823,0.184338,0.5896077,0.178419,1.513296,0.4094288,0.1497942,5.69E-06,0.07070085,0.06938096,0.01597298,0.01719745,0.00448108,0.003524066,0.001425568,0,0.006657261,0.00831076,0.174494,0.01047077,0.002202302,0,0,0,0,0.0124413,0.0203229,0.007095591,0.09671322,0.09948569,0,0,0.2360282,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009980972,0.000298293,0.000285317,0,0.007204148,0.006169886,7.28E-05,0.0817776,0.1304172,0.002506018,0.1847082,0.002229979,0.1002152,0.02840022,0.1198778,0.005601803,0.0628905,0.281137,0.03364949,0.02934091,0.02333765,0.008460228,0.02220006,0.8744698,0.1844957,0.5890136,0.1782136,1.513667,0.4089664,0.1497747,5.69E-06,0.07066371,0.06941793,0.01598142,0.01724208,0.004480458,0.003526409,0.001421406,0,0.006541364,0.008160644,0.174935,0.01046343,0.002199843,0,0,0,0,0.01243665,0.02030305,0.007096278,0.09671598,0.09946834,0,0,0.2360207,0,0,0,0,0,0,0, 
0,0,0,0,0,0.00985762,0.000297755,0.000285569,0,0.007203589,0.006170391,7.28E-05,0.08236656,0.1304642,0.002505658,0.1848266,0.002229957,0.1002335,0.02818873,0.1202347,0.005594424,0.06269121,0.280925,0.03405806,0.02933569,0.02325904,0.008455354,0.02192928,0.8760803,0.1846104,0.5884815,0.1779841,1.512985,0.4087712,0.1497836,5.69E-06,0.07063803,0.06948791,0.01598938,0.01728195,0.004487979,0.003531788,0.001417739,0,0.006446162,0.008036074,0.1750779,0.01046929,0.002198547,0,0,0,0,0.01243064,0.02028924,0.007096804,0.09671815,0.09942088,0,0,0.2360171,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009753853,0.000297335,0.000285716,0,0.00720248,0.006168522,7.28E-05,0.0826352,0.1307658,0.002506517,0.1849738,0.00222719,0.1002764,0.02812753,0.1201848,0.00558451,0.06269842,0.2811086,0.03439482,0.02933775,0.02320877,0.008450464,0.02180452,0.874528,0.1846496,0.5880694,0.1779634,1.512524,0.4087225,0.1497914,5.69E-06,0.07062725,0.06956082,0.01599638,0.0173161,0.004496767,0.003537371,0.001414396,0,0.006367396,0.007936292,0.1750304,0.01047948,0.002199899,0,0,0,0,0.01242308,0.02027929,0.007097155,0.09671813,0.09940568,0,0,0.2360136,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009664719,0.000296947,0.000285819,0,0.007200993,0.006165439,7.27E-05,0.08265162,0.1310872,0.002508563,0.185121,0.002225971,0.1002833,0.02819637,0.1199832,0.005578213,0.06283057,0.2814386,0.03467028,0.02935356,0.02317674,0.008446255,0.02190105,0.8720093,0.1846241,0.5878248,0.1781535,1.512575,0.4087476,0.1497862,5.68E-06,0.070626,0.06963236,0.016002,0.0173444,0.00450375,0.00354372,0.001411431,0,0.006301854,0.00785745,0.1750283,0.01048282,0.002201956,0,0,0,0,0.01241632,0.02027109,0.007097395,0.0967169,0.09941504,0,0,0.2360105,0,0,0,0,0,0,0, 
0,0,0,0,0,0.00958933,0.000296606,0.000285914,0,0.007200113,0.006162694,7.27E-05,0.08266322,0.1313061,0.00251009,0.1852717,0.002227031,0.1002745,0.02826633,0.119927,0.005577313,0.06289958,0.2815141,0.03491611,0.02936111,0.02316106,0.008442904,0.02203962,0.8709655,0.1845366,0.5876682,0.1783426,1.512569,0.4088194,0.1497748,5.68E-06,0.07062276,0.06970588,0.01600649,0.01736828,0.0045089,0.003550366,0.001408851,0,0.006247018,0.007793013,0.1751067,0.01047691,0.002202485,0,0,0,0,0.01241141,0.02026358,0.007097572,0.09671592,0.09941635,0,0,0.236009,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009526849,0.000296341,0.000285989,0,0.007198883,0.006160423,7.27E-05,0.08273823,0.1314502,0.002510034,0.185376,0.002227826,0.1002754,0.02830742,0.1199618,0.005577723,0.06284711,0.2812903,0.03514278,0.02935074,0.02316017,0.008438565,0.02206108,0.8715691,0.184399,0.5874786,0.178369,1.512197,0.4089268,0.1497664,5.68E-06,0.0706101,0.06977954,0.01601044,0.0173894,0.004512255,0.003555015,0.001406501,0,0.006200906,0.007737974,0.1751759,0.01046733,0.002201483,0,0,0,0,0.01240757,0.02025686,0.007097702,0.0967156,0.09940257,0,0,0.2360084,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009474919,0.000296135,0.000286022,0,0.00719623,0.006158087,7.26E-05,0.08281221,0.1315602,0.002509189,0.185402,0.002227316,0.1002805,0.02831338,0.1200101,0.005575402,0.06276203,0.2810526,0.03534129,0.02933696,0.02316926,0.008432542,0.02198199,0.8723422,0.1842756,0.5872237,0.1782749,1.511733,0.409056,0.1497631,5.68E-06,0.07059132,0.06984919,0.01601422,0.0174084,0.004513826,0.003556529,0.001404234,0,0.006161992,0.007690792,0.1751908,0.0104613,0.002200498,0,0,0,0,0.01240404,0.02025159,0.007097803,0.09671532,0.0993891,0,0,0.2360075,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009430789,0.000295951,0.00028602,0,0.007192868,0.006155706,7.26E-05,0.08285388,0.1316462,0.002508936,0.1853881,0.002226732,0.1002785,0.02828779,0.1200643,0.005570484,0.06273154,0.2810251,0.03550707,0.02933541,0.02318284,0.0084266,0.02191312,0.8721917,0.1842328,0.5869703,0.1782083,1.511528,0.4091917,0.1497622,5.67E-06,0.07057571,0.06991362,0.01601768,0.01742505,0.004514633,0.003556576,0.001402062,0,0.006129085,0.0076517,0.1751872,0.01046091,0.002200506,0,0,0,0,0.0124009,0.02024802,0.007097872,0.09671464,0.09938718,0,0,0.2360057,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009392708,0.000295773,0.000286009,0,0.007190422,0.00615378,7.26E-05,0.0829019,0.1317125,0.002509585,0.1853988,0.002226992,0.1002752,0.02827116,0.1200865,0.005565792,0.06275881,0.2811494,0.0356481,0.02934425,0.02319826,0.008422717,0.02191382,0.8713531,0.1842528,0.5867861,0.1782416,1.511573,0.4093235,0.1497604,5.67E-06,0.07056796,0.06997392,0.01602058,0.01743925,0.004516115,0.003557567,0.001400099,0,0.006101212,0.007620216,0.1752037,0.0104622,0.002201162,0,0,0,0,0.01239845,0.02024561,0.007097905,0.09671374,0.0993917,0,0,0.2360038,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009360035,0.000295608,0.000286009,0,0.007189443,0.006152514,7.26E-05,0.0829685,0.1317857,0.002510415,0.1854532,0.002227606,0.1002803,0.02827793,0.1200792,0.005563219,0.06279219,0.281241,0.03577511,0.0293517,0.02321565,0.008420832,0.02195257,0.8706732,0.1842681,0.586668,0.178324,1.511611,0.4094476,0.1497572,5.67E-06,0.07056465,0.07003015,0.0160229,0.01745138,0.004518589,0.003560055,0.001398396,0,0.006077547,0.007594588,0.175236,0.01046124,0.002201618,0,0,0,0,0.01239662,0.02024352,0.007097906,0.09671313,0.09939259,0,0,0.2360026,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009332419,0.000295469,0.000286016,0,0.007189074,0.006151619,7.26E-05,0.0830254,0.1318764,0.002510791,0.1855177,0.002227717,0.1002905,0.02828594,0.1200844,0.005562203,0.06279358,0.2812236,0.03589212,0.02935188,0.02323538,0.008419376,0.02197292,0.8705408,0.1842484,0.5865666,0.1783766,1.511496,0.4095642,0.1497533,5.67E-06,0.07055995,0.07008109,0.01602489,0.01746208,0.004521145,0.003562832,0.001396899,0,0.006057398,0.007572971,0.1752614,0.01045805,0.002201524,0,0,0,0,0.01239504,0.02024137,0.007097891,0.09671292,0.09938817,0,0,0.2360021,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009309188,0.000295356,0.000286018,0,0.007188322,0.006150747,7.26E-05,0.08305112,0.1319654,0.002510748,0.1855572,0.00222734,0.1002946,0.02828765,0.1200993,0.005561141,0.06277146,0.2811582,0.03599698,0.02934841,0.02325657,0.008417246,0.02195929,0.8706818,0.1842113,0.5864493,0.1783798,1.511298,0.4096729,0.1497497,5.67E-06,0.07055207,0.07012623,0.01602676,0.01747174,0.004522931,0.00356478,0.001395525,0,0.00604021,0.007554424,0.1752724,0.01045468,0.002201182,0,0,0,0,0.0123935,0.02023931,0.007097881,0.09671289,0.09938353,0,0,0.2360018,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009289431,0.000295258,0.000286012,0,0.007187052,0.006149829,7.25E-05,0.08306,0.1320296,0.002510677,0.185571,0.002227071,0.1002894,0.02828977,0.1201048,0.005559342,0.0627551,0.2811245,0.03608773,0.02934693,0.02327764,0.008414662,0.02193573,0.8706945,0.1841827,0.5863217,0.1783672,1.511149,0.4097733,0.149747,5.67E-06,0.07054327,0.07016646,0.01602855,0.01748044,0.004523948,0.003565876,0.00139424,0,0.006025537,0.007538765,0.1752784,0.0104523,0.002200996,0,0,0,0,0.01239209,0.02023766,0.007097879,0.09671279,0.09938195,0,0,0.2360012,0,0,0,0,0,0,0, 
0,0,0,0,0,0.00927241,0.000295165,0.000286002,0,0.007185761,0.006149004,7.25E-05,0.08307891,0.1320686,0.002510797,0.1855795,0.002227164,0.1002819,0.02829196,0.1201091,0.005557291,0.06275586,0.2811368,0.03616614,0.02934851,0.02329762,0.008412394,0.02192625,0.8704824,0.1841709,0.5862044,0.1783714,1.51108,0.409865,0.1497451,5.67E-06,0.07053611,0.07020306,0.01603017,0.01748815,0.004524749,0.003566745,0.001393057,0,0.00601301,0.007525871,0.1752868,0.01045064,0.002201044,0,0,0,0,0.01239094,0.02023648,0.007097879,0.09671255,0.09938227,0,0,0.2360004,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009257684,0.000295078,0.000285995,0,0.007184826,0.006148357,7.25E-05,0.08311272,0.1321015,0.00251102,0.1855958,0.002227351,0.1002787,0.02829357,0.120118,0.005555622,0.06276356,0.2811592,0.03623584,0.0293506,0.02331645,0.008410753,0.02193188,0.8702148,0.184167,0.5861053,0.1783938,1.511037,0.4099479,0.1497434,5.67E-06,0.07053075,0.07023648,0.01603156,0.01749494,0.004525725,0.003567794,0.001391993,0,0.006002303,0.007515324,0.1752964,0.01044891,0.002201149,0,0,0,0,0.01239002,0.02023557,0.00709787,0.0967123,0.09938219,0,0,0.2359997,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009245015,0.000294998,0.00028599,0,0.007184181,0.006147848,7.25E-05,0.08314613,0.1321417,0.002511169,0.1856163,0.002227332,0.1002788,0.02829607,0.1201262,0.005554433,0.06276625,0.2811626,0.03629916,0.02935123,0.02333436,0.008409473,0.02193906,0.8700564,0.1841602,0.586017,0.1784167,1.51097,0.4100226,0.1497416,5.67E-06,0.07052586,0.07026657,0.01603277,0.01750094,0.004526807,0.00356894,0.001391039,0,0.005993142,0.007506567,0.1753027,0.01044675,0.002201156,0,0,0,0,0.01238923,0.02023474,0.007097855,0.09671208,0.09938097,0,0,0.2359992,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009234168,0.000294928,0.000285986,0,0.007183568,0.006147391,7.25E-05,0.08316637,0.1321865,0.002511204,0.185632,0.002227136,0.1002775,0.02829748,0.1201342,0.005553431,0.0627621,0.2811505,0.03635648,0.02935083,0.0233514,0.008408201,0.02193872,0.8700128,0.18415,0.5859293,0.1784286,1.510878,0.4100896,0.1497398,5.66E-06,0.07052043,0.07029331,0.01603385,0.01750631,0.004527742,0.003569935,0.001390172,0,0.005985295,0.007499175,0.1753059,0.01044444,0.002201068,0,0,0,0,0.0123885,0.02023395,0.007097839,0.09671196,0.09937959,0,0,0.2359988,0,0,0,0,0,0,0, 
0,0,0,0,0,0.009224871,0.000294865,0.000285981,0,0.00718287,0.006146958,7.25E-05,0.08317632,0.1322253,0.002511204,0.1856408,0.002226975,0.1002728,0.02829711,0.1201427,0.005552376,0.06275662,0.2811413,0.03640765,0.02935076,0.02336736,0.008406864,0.02193289,0.8699897,0.1841422,0.5858403,0.178433,1.510792,0.4101499,0.1497381,5.66E-06,0.07051458,0.07031715,0.01603485,0.01751116,0.004528443,0.003570717,0.001389377,0,0.005978568,0.007492948,0.1753084,0.01044236,0.002200974,0,0,0,0,0.01238784,0.02023325,0.007097828,0.09671184,0.09937891,0,0,0.2359983,0,0,0,0,0,0,0, 
0,0,0,0,0,0.008372298,0.000293506,0.000255115,0,0.005985178,0.005833837,6.04E-05,0.08246262,0.1192474,0.002284299,0.1738082,0.002014099,0.09358987,0.02812726,0.1045423,0.005223502,0.06274985,0.2811122,0.03145884,0.02449271,0.02015864,0.007005066,0.02192521,0.8546295,0.182393,0.5828948,0.1757101,1.510656,0.3506123,0.1249623,5.66E-06,0.05878631,0.06144343,0.01387145,0.01460172,0.004121904,0.003065643,0.00115995,0,0.004991807,0.006316174,0.1711005,0.01042972,0.001834637,0,0,0,0,0.01236955,0.01687365,0.006884371,0.09671152,0.08292185,0,0,0.2359977,0,0,0,0,0,0,0, 
