Time POB-0 KWH-0 SWH-0 HWH-0 MWH-0 FWH-0 BES-0 HAS-0 HOS-0 RIS-0 SBA-0 SBB-0 SHO-0 DEO-0 PEL-0 PES-0 REO-0 DEL-0 FLA-0 LRD-0 SSK-0 MES-0 GRH-0 MAC-0 HAD-0 SAI-0 RED-0 BWH-0 SSH-0 NCO-0 PCO-0 CAP-0 SCR-0
4.453000e+03 19.465451 210.592389 7968.511469 0.000000 1861.885782 24041.441449 941.750160 20236.991643 2121.415532 14.619062 218.693619 50.726001 2105.805494 193.013282 1647780.630474 247.856598 149.248981 5.473673 150.336696 225.972426 29.771534 11.881841 5.363754 0.000000 10.041864 84.908016 39487.727553 0.000000 767.864413 7801.027712 1959.662789 16044.133558 595.142413
4.526000e+03 19.607305 205.118779 7968.511469 0.000000 1861.885782 24041.441449 941.750160 20236.991643 2131.011266 14.712492 218.693619 50.726001 2076.769310 191.675830 1648841.395164 241.257302 147.323454 5.473673 149.463360 233.497953 31.605797 11.878656 5.363754 0.000000 9.430809 84.908016 39487.727553 0.000000 767.864413 7801.027712 1959.662789 16044.133558 595.142413
4.599000e+03 19.607305 205.118779 7968.511469 0.000000 1861.885782 24041.441449 956.975423 20236.991643 2131.011266 14.712492 232.400532 49.632843 2076.769310 191.675830 1648841.395164 241.257302 147.323454 5.485411 149.463360 233.497953 31.605797 11.878656 5.363754 0.000000 9.430809 84.908016 39487.727553 0.000000 767.864413 7801.027712 1959.662789 16044.133558 595.142413
4.672000e+03 19.607305 205.118779 7968.511469 0.000000 1861.885782 24041.441449 956.975423 20236.991643 2131.011266 14.712492 232.400532 49.632843 2076.769310 191.675830 1648841.395164 241.257302 147.323454 5.485411 149.463360 233.497953 31.605797 11.878656 5.363754 0.000000 9.430809 84.908016 39487.727553 0.000000 767.864413 7801.027712 1959.662789 16044.133558 595.142413
4.745000e+03 19.607305 205.118779 7839.142183 0.000000 1861.730010 23938.714174 956.975423 20236.991643 2131.011266 14.712492 232.400532 49.632843 2076.769310 191.675830 1648841.395164 241.257302 147.323454 5.485411 149.463360 233.497953 31.605797 11.878656 5.247285 0.000000 9.430809 84.908016 39487.727553 0.000000 767.864413 7801.027712 2742.432229 16044.133558 595.142413
4.818000e+03 19.607305 205.118779 7839.142183 0.000000 1861.730010 23938.714174 956.975423 20208.591493 2131.011266 14.712492 232.400532 49.632843 2076.769310 191.675830 1648841.395164 241.257302 147.323454 5.485411 149.463360 233.497953 31.605797 11.878656 5.247285 0.000000 9.430809 86.617805 38213.135389 0.000000 781.758948 7776.476469 2742.432229 5801.252756 596.967335
4.891000e+03 19.750752 199.646467 7839.142183 0.000000 1861.730010 23938.714174 956.975423 20208.591493 2141.124930 14.802583 232.400532 49.632843 2049.654262 190.898969 1649906.740860 237.953001 147.696924 5.485411 148.467143 238.896930 34.180944 11.889466 5.247285 0.000000 8.803402 86.617805 38213.135389 0.000000 781.758948 7776.476469 2742.432229 5801.252756 596.967335
4.964000e+03 19.750752 199.646467 7839.142183 0.000000 1861.730010 23938.714174 972.439412 20208.591493 2141.124930 14.802583 248.714582 48.866362 2049.654262 190.898969 1649906.740860 237.953001 147.696924 5.497252 148.467143 238.896930 34.180944 11.889466 5.247285 0.000000 8.803402 86.617805 38213.135389 0.000000 781.758948 7776.476469 2742.432229 5801.252756 596.967335
5.037000e+03 19.750752 199.646467 7839.142183 0.000000 1861.730010 23938.714174 972.439412 20208.591493 2141.124930 14.802583 248.714582 48.866362 2049.654262 190.898969 1649906.740860 237.953001 147.696924 5.497252 148.467143 238.896930 34.180944 11.889466 5.247285 0.000000 8.803402 86.617805 38213.135389 0.000000 781.758948 7776.476469 2742.432229 5801.252756 596.967335
5.110000e+03 19.750752 199.646467 7713.535413 0.000000 1861.823107 23837.895601 972.439412 20208.591493 2141.124930 14.802583 248.714582 48.866362 2049.654262 190.898969 1649906.740860 237.953001 147.696924 5.497252 148.467143 238.896930 34.180944 11.889466 5.108816 0.000000 8.803402 86.617805 38213.135389 0.000000 781.758948 7776.476469 4409.895261 5801.252756 596.967335
