Binomial,ID,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102
PCO,29,163407.4928,167504.5631,173310.2828,182896.552,181125.9466,189766.8369,191531.8923,196612.4634,203082.5734,206315.8099,200491.3205,191174.5873,170412.7744,165370.6281,151814.5125,150885.651,158489.6257,160338.3393,155061.6379,159528.2957,162599.3751,162657.2426,169357.4135,148311.1408,138304.4194,152295.512,166748.128,167121.0789,171789.5279,169619.0518,165997.8472,158877.5956,167525.0118,157792.1325,152523.877,147202.467,150908.4952,151501.7116,157260.1637,156274.7226,151424.5272,149349.8629,150728.936,145316.9398,148621.5654,143402.8961,144858.721,153882.749,156201.9771,166556.8938,178621.7204,178769.4121,177901.0594,186666.6834,189867.5159,199802.1762,183780.5671,197758.9127,189556.6889,188447.4433,185141.2255,196994.429,186749.1931,183995.7314,182333.6729,184541.2893,169262.4796,176489.6134,170801.3744,172734.9881,158713.0767,152036.7759,141453.6842,144126.8019,146319.5524,150246.3348,145167.0126,148734.9365,164916.8966,178253.2441,181461.7573,177724.3409,179192.5403,182604.8793,185318.8552,186037.3555,191780.9431,162303.2438,153388.7406,156169.6955,157047.3722,158457.5238,161940.9389,160513.6542,155449.6597,153785.319,154036.6569,165292.0786,167842.3409,169696.012,171990.2419,149167.6004,152858.5349,161328.4206,162550.168,154067.224,158962.9692,156673.7667,146845.1276,150363.5632,142598.2859,133566.7282,135202.9152,141177.1375,137545.0384,136769.9416,142702.8742,148199.8151,140762.2386,161982.811,175604.2321,183267.3368
CAP,30,3275954.115,2504466.469,1409735.016,59804217.72,40302856.43,12337411.74,1197501.175,12803189.67,5568173.099,2243882.751,4089304.46,3574047.455,1708673.538,995027.4211,962179.2244,848819.789,855189.6986,606906.0154,856565.1316,1104780.452,883324.0658,698025.9256,1271189.865,961803.9808,982863.2612,1028152.369,2420953.218,1925964.342,1310214.057,2672081.805,3897077.082,1800883.824,1574500.862,4837682.105,2714440.102,1267580.957,1245098.063,2626947.441,1412093.299,2395525.464,1886025.59,1853990.319,1356752.617,1151245.673,701057.9915,6167249.407,4226431.484,2142907.007,1757836.342,4158356.299,2664877.937,2906846.878,2298226.606,2992842.914,1791536.918,1180748.583,2732649.277,4227770.629,3205585.601,3416989.98,2605723.919,1976483.915,7357697.679,3864222.286,1737967.103,2387601.963,1966451.607,2120103.621,1508050.151,1847669.288,6780589.983,3993986.728,2213810.03,835317.2501,1885427.485,2034995.555,3084328.735,1507916.381,1378544.62,3417089.015,1719328.16,1331306.964,4525919.118,2165617.827,827901.5704,1853553.512,1585725.331,1873636.147,838717.3567,1711983.444,9060711.103,5797096.369,2310387.219,1189609.929,2734804.602,2271221.113,1343983.44,3437708.771,5612402.301,2522799.386,1587414.624,5303664.832,3050334.258,2129972.409,65152652.74,34065400.85,14045575.78,2124130.203,165663168.2,74923764.23,32582183,2426330.038,8310364.191,4473544.397,2336057.521,27127044.89,11403943.53,4306724.77,8929082.243,5950731.779,4096679.817,1085080.589
PWN,31,25368609.78,29246383.33,36382867.94,28584665.35,29931666.48,44230357.6,61437971.35,126954251.5,53553284.45,52042401.32,63723482.43,48325137.92,90954924.62,96939630.56,122168853,98378069.54,122117046.1,77702297.61,81328379.26,106308817,91961911.81,111638867.9,52441786.17,69766888.32,91674530.24,109607647.9,78675612.76,112533996.9,56194133.01,56148604.99,68521035.95,71716471.16,80938212.66,89770409.95,75309336.11,82758404.35,119716283.7,178677462.3,62171496.35,71935865.68,81295124.83,78903091.86,52389877.95,40418159.14,46334085.39,55111932.05,53264001.81,60493605.01,59054677.91,59362203.37,62281746.49,57268196.2,53732684.81,70243720.63,60593021.46,61226062.37,65187846.76,70124968.45,111444687.3,51777354.51,68996839.88,114162641.1,56697364.49,56306689.66,71128833.19,67901405.52,54255597.2,80276375.84,75357470.61,57346735.46,48568844.94,53545022.97,54384620.1,64303374.32,78058577.15,51348449.46,76768903.6,46832150.7,60739052.03,56280097.06,69870136.58,72673962.64,77588282.65,53376063.7,65359837.72,57343945.88,52872376.46,66122395.73,73478141.63,46814558.14,68250038.56,63735732.54,61925168.29,49169506.69,48334636.69,86498034.01,50265703.48,77106389.25,61578882.17,55545487.21,59251612,84974218.72,62577174.1,94241564.98,93988989.06,57858104.53,81665801.62,90162590.32,80653651.5,53157275.86,56936630.71,64808630.44,84233295.68,72082029.86,81870090.27,56729517,66060205.53,78487705.35,57492998.52,80491024.9,53525934.46,48033383.47
CEP,32,15861099.14,16547902.74,17590084.44,18515878.86,16894406.02,17044448.6,18812051.55,19373132.76,18896716.48,17220552.77,16021324.47,18417525.35,18553107.42,16677645.48,16268029.78,15694114.37,15408922.39,17243321.02,17434272.46,16382576.79,15971702.71,16383418.55,17630644.09,17520579.3,16850468.31,16875397.32,17458568.04,17342875.42,18182693.29,18376597.73,18981110.43,18096886.03,17266703.5,16755533.43,17333267.04,17580650.93,18482919.52,18990791.08,18717059,17557184.05,17576709.51,18210992.11,18795123.29,17242201.79,18544071.13,17964275.04,17986841.9,17869010.02,19069704.5,19320763.63,19466870.97,19282357.11,20101982.11,19746573.76,16883552.4,18154030.29,18949890.04,21704723.83,21298842.49,17763714.27,17495281.89,17597864.7,19326558.09,19530302.49,17084791.37,17164788.52,18265120.01,18334183.32,18404210.48,19054863.3,16797261.79,17752915.4,17661199.75,18951607.98,19081968.89,18198195.72,17313500.21,17166204.51,17192298.23,20584087.5,20718947.46,25007196.19,26198573.98,19039588.93,22425288.45,21204665.26,17057706.55,18846171.85,19677632.52,18670996.12,17720542.69,18033503.01,18892728.22,19047955.84,18272706.19,17364467.71,17711339.97,17723545.66,19802419.72,20832982.03,20821420.16,21547933.36,21491790.15,21284940.38,21092385.88,20851210.45,21033673.73,20948883.17,19752617.26,21192343.72,19705075.42,20201129.41,21744375.83,22728486.85,21384087.46,20598370.48,21189770.32,20933910.31,21636741.37,22573879.32,22309636.99,16067278.37
KCR,33,16671080.91,17000818.89,16793056.47,17288576.43,19149953.34,22891946.11,29268327.36,35335585.28,40807182.5,44832728.3,47511201.76,50024203.38,52727225.73,59712049.66,74288297.49,101741124.2,134434471.9,163341349.5,183352248.7,196449553.4,126504221.4,100889176.6,93357022.87,89740356.7,88518513.44,88706515.02,88502342.07,88920677.91,89737382.77,91430124.31,90520183.56,90042701.89,89824451.84,89919248.69,90005093.82,90092703.94,90486663.82,91194402.58,91199835.16,91445350.41,91954283.39,91686130.63,91612017.76,91654601.64,92689923.13,92091989.69,92177414.3,92056683.19,91942593.79,91687760.91,92064653.11,92330793.79,92877061.13,92627254.38,93529464.43,94977067.96,94766039.05,94544306.12,93994544.08,94224817.26,94668216.18,95404187.88,95184178.82,95761110.33,96344486,96272023.72,96463211.34,95574841.34,95818030.52,96020177.75,96276416.7,96457132.17,97091302.64,98700543.87,98334565.49,97847084.7,98087143.59,98914781.35,99988813.87,99649277.8,99712893.4,100731897.7,101152052,100774509.8,101582303.3,104370450.3,107675574.2,112307871.1,118639902.3,121892900.4,123595567.2,123818212.5,110931844.7,104020154.1,102051451.9,101059778.5,101468784.6,102589481.5,103028896.1,102716384.9,102832223.7,103280790.8,104224722.3,106683576.3,110253280,112862957.4,113864039.5,113831839.5,114440744.3,116058764.1,115726081.2,116922610.5,116293747.7,116839115.9,116789748.6,116370871,116871032.9,116961363.4,117119086.9,116645163.4,117730383.1,118071568.1
SCR,34,8507.509878,6964.574384,8742.878104,7555.300048,27623.22168,40536.60426,39350.55426,34195.00606,24369.59297,16656.01539,11974.55794,16091.81861,18656.67241,18982.92208,14587.52475,9327.103101,5734.130992,4280.082443,3938.100052,3594.73916,3278.137166,2930.514405,2735.17464,2657.959839,2605.881124,2569.400683,2516.811361,2476.742928,2436.286516,3323.243313,8991.941855,11430.58137,11588.43679,9201.667406,6903.289689,5188.467226,4286.163703,3822.768863,3539.420263,3368.602421,5281.412485,11515.52733,11518.51389,9040.246427,6512.047647,4647.41934,3654.168616,3211.2181,5042.598669,9638.982329,7843.732696,6129.030324,4342.371041,3279.387305,2865.664312,2725.221718,6085.773405,12860.65171,10418.94257,7770.320352,5102.232043,3466.836544,2953.363318,7858.725825,9839.078887,7473.076906,4383.445907,2975.534635,5163.672089,6134.835601,4911.397403,3674.430939,2776.357208,2253.654932,2156.006454,2052.877884,8239.831822,14651.16973,10883.1428,7553.926061,7083.43793,4645.95765,3796.905007,2920.171505,2403.666196,2215.056871,2135.128381,2094.394013,7723.359889,15519.50603,11368.64466,8056.920423,8349.033525,5385.746185,4341.796936,3225.18134,2451.815321,2116.209155,13438.49401,14754.05239,10454.48273,8200.817995,4808.986486,3420.424768,2662.991101,49122.71248,92726.4888,110600.8423,112348.2364,116140.5607,111800.8403,102148.2601,80041.77782,59857.03678,41557.19593,24743.32606,17009.1709,12197.59256,9888.002358,13210.68563,14936.32632,13008.27567
ZG,35,6494760.514,6467951.654,6419418.001,6807632.223,6784723.065,6775364.695,6726438.948,6721655.224,6692112.961,6674661.441,6619856.481,6873678.154,6814195.916,6819091.817,6784168.289,6841126.238,6784353.876,7205467.367,7150016.591,7156578.973,7112592.813,7123883.869,7378291.638,7645382.093,7634058.888,7848426.119,7794766.887,7740919.681,8055019.22,8002689.644,8349986.889,8625261.449,8592801.062,9034684.834,9271499.118,9221298.475,9165403.734,9369618.372,9310622.92,9266408.035,9483120.015,9472726.627,9481980.159,9433666.816,10061091.66,10661229.73,10634255.23,10906996.79,10830276.82,10802189.41,11053372.73,11024032.09,11045994.64,10985984.02,11009043.95,10994717.44,11806026.87,12186673.12,12262451.47,12295496.17,12374794.38,12333631.56,12375732.13,12342055.49,12365038.48,12346215.34,12450332.42,13494654.07,13612024.76,13573501.5,13770562.67,14433728.57,14548561.24,14493905.64,14582092.8,14741726.84,15067607.43,15095103.97,15171393.27,16746125,17119658.66,17247762.6,17289865.93,17535152.82,18675002.96,18806024.68,18974927.2,18916649,19353052.17,19767305.82,21807848.78,22326977.65,22603741.02,22781919.14,22921645.53,22958978.65,23662561.16,23838844.49,24972670.2,25180015.08,25395961.32,28020903.62,28175229.68,28125831.64,28181455.17,28147906.32,28299899.53,28306421.44,28472254.26,28531767.18,28740826.17,29365685.22,29585261.17,32426072.45,32570169.88,32670039.3,33022459.33,33163411.02,34004197.04,34514297.31,34701705.32,34807200.95
ZL,36,397792944.3,414625877.2,459613768.2,421809162.4,358364741.8,325632925.2,318703468.6,305248625.4,267496805.4,295967741.2,281551406,317513433.2,379381924.1,355834313.4,345869417.6,328222320.7,333642523.6,387033078.3,384057998.9,354868086.3,309507828.7,280784533.7,340691384,350259810.1,364111049.2,402514134.2,389977546.1,370474043.5,346737969.1,354021121.7,348630146.7,323651669.7,301911916.7,356536126.4,356747716.9,341326254.4,371265449.7,363647113.4,372378573.6,364470269.2,395947974,349200834.1,306339473.9,290736903,274998531.7,353789440,353101132.3,383171639.1,399213171.4,381382391,360836174,344257230.7,304684317.2,288170094.9,281763313.9,288288462.9,405843704.8,353170493.5,319596750.1,359561696.4,376440145.5,363736221.8,324188807.5,320538167.1,286876113.3,319013688.9,282955759.3,385691728.9,372044384.8,327794014.3,369088368.3,325878893.9,301675590.6,342842225,360059475.9,338516967.6,322133351.2,298317162.4,270808501.4,322882386,404540071.8,387276855.7,370338035.1,335986252.3,325158411.3,312222853.9,285008205.4,289306352.1,310425697.9,319972260.8,385770818.6,372076319.6,342432921.3,332508233.1,335616721.3,321767416.1,308763768.3,318231043.6,311964728.1,286532445.8,320992474.8,366097322.5,348805278.7,332101936.4,309934021.9,294130431,292121072.8,332434949.5,296133451,262795291.3,276681956.3,292221423.6,291820654.7,309434592.8,289939800.5,275472149.8,297111488,311989505.7,313848007.5,293125670.9,297581939.2,287620970.2
ZM,37,191679859.7,246852460,148123664.6,212229558.2,257963536,191283509.8,298749943.4,319573255.1,272353284.7,187098108,148094074,193640827.4,230307692.2,169707320.4,203210265.4,208610565.1,186241886.1,229813691.8,286375547,212433136.7,247897318.7,274215188.5,126652649,169508141.4,245740225.1,187000715,197275862.5,249282425,160955411.4,180050790.4,269348674.7,199053802.9,234518830.8,283247156.7,181454277.7,207058361.7,398824138.5,181967513.9,197822807.5,241212079.3,160096430.9,209140815.3,207337317.5,163210132.5,217147049.1,244236084,204002807.6,204413443.5,290956119.3,160397706.5,180822662.9,235266656.5,156237642.5,229676823.9,181729097.8,200937379.8,154453642.5,261414145.3,186213117.8,221574692.9,273284758.8,154654458.7,245173833.4,193832464.7,144296592.9,183797421.8,220579488.3,162529093.2,228921165.5,164667693.8,191785484.9,250143022.1,268859080.2,237216791.8,222828902.7,158358050.1,228575106.4,218443551.8,170348059.2,211338124.8,244853689.1,150576308,187656347.2,214219345.3,188981005.4,234967417.5,266757446.7,190300505.7,204614268.3,226072029.8,168284244.7,263628489.6,202300469.7,178359349.6,195170892.3,206350373.6,144453461.7,183963311.2,240398604.7,206443479.6,229640659.4,225542206.5,156673384.5,222187677,213667157.3,141104995.2,230201998,202139402.7,126716931.4,207921959.7,169464675.3,134393544.9,254885576.9,215062263.7,123896624.6,206574909.5,172670509.4,154423115.2,179851004.6,205792168.6,104551093.7,100334996.7
ZS,38,81598215.45,53488337.35,55239348.54,13380142.2,28274113.73,38889634.57,27244134.45,25224890.12,30447085.16,43515272.51,17040067.86,21070853.01,98082656.77,22526262.87,26027693.61,20657755.21,29357628.41,42934830.74,32240471.81,13988156.5,1661081.065,20518645.08,43258595.28,42614200.17,58812098.07,72725726.99,34571913.34,21135583.25,24150302.15,17994751.81,32142525.49,14450149.02,6655799.477,28895695.29,43115524.58,22198325.46,72324343.65,53074192.05,41429482.46,40637995.52,58780279.23,10071920.48,999.334515,16027142.58,4148184.051,60493501.89,51676756.7,69087984.53,59283220.78,36481162.69,15760206.21,24701064.08,11967943.57,19218951.81,20889210.5,34396843.54,100561301.6,7610386.541,421411.5072,95556931.26,51134232.89,14049934.48,6192361.696,44067834.17,763677388.4,65930656.24,4219330.96,76714770.38,26800299.82,3168506.406,82095560.04,4842974.402,5540572.097,60613339.11,64801203.05,24401137.5,15737586.02,18222180.21,7187342.463,44801643.66,106521857.5,34366458.99,26023008.57,10480221.28,31845761.63,29888431.91,133797.0101,25831975.72,53713012.67,52053778.49,74887651.75,22630589.86,451442.1253,26850508.02,32439654.36,35388614.98,31217586.45,179473916.8,34249887.61,15771929.28,63088133.96,167158683.2,5572677.308,55592650.29,23103352.05,45590652.24,54276975.36,78131540.96,4920442.255,15128173.31,61926274.64,47157238.43,25240090.77,6135636.978,5026822.506,17668807.32,38895984.36,54667070.28,25840466.82,102217227.9,44624765.22,116436306.1
DF,39,1319.545614,1311.960968,1331.864446,1258.911058,1225.256674,113751.8342,1125.239192,1067.102276,1012.55794,648908.7283,935.422108,176130.4971,887.018184,912.859133,856.924407,1106.653633,822.08668,802.805372,13799560.34,786.856449,778.763593,842.95976,154792.6686,776.227966,769.918449,767.728817,785.643334,1488710.996,4447.615687,795.465387,764.464396,770.386917,764.435973,764.314452,764.684652,764.441434,769.888874,764.319768,764.614184,766.283548,764.639477,764.591126,1351.595184,1888.348479,1689.692578,932.279853,789.524386,766.67415,766.804967,899.755381,765.346861,798.139719,767.756012,764.395626,8479.871302,765.281074,5919.720365,772.639005,785.697669,804.218161,1321.353317,10618.40151,774.156834,961.811092,765.547908,764.259674,765.292924,9312.940387,836.724464,34572.55067,3741.19895,1061.411318,765.696971,741523.8606,131204.3198,2138.422325,910.741232,903.780552,592434.5114,764.264745,772.273729,867.942785,763.885086,796.656081,69416.59338,765.175466,767.780779,767.059494,793.741284,40885.60034,763.708604,763.929042,1480.63285,779.633729,1074.771421,776.670606,794.154336,766.160791,895.939179,1319.459613,774.416857,794.502303,776.358591,764.693343,792.311228,766.281734,3682.87779,808.864367,764.973594,841.17247,807.031994,780.021282,764.593605,1021.903385,811.647235,782.101825,908.074615,1747.369206,1645.576557,810.175481,1232.76391,1744.554728
PS,40,30811233.69,29902917.68,29417349.07,29248820.22,29165273.47,29010593.32,28897659.53,34347834.81,28674166.61,30711113.38,28610216.96,30480004.53,28229327.44,28119472.23,28010058.61,31674865.85,27796841.53,27684243.52,27576561.28,27469292.89,27369996,27256454.39,28813279.01,27045287.5,26940501.79,26834003.99,26796961.72,27162605.14,35923848.12,26452815.74,26316197.93,26274857.89,26111530.82,26009955.24,25909345.01,25807931.74,25707511.65,25607426.42,25507879.15,25431488.01,25309651.52,25215067.63,25115730.71,25086086.43,24933723.67,24823139.16,24731155.54,24628255.81,24533933.46,75586061.54,24346380.29,24276094.91,24309121.05,24058835.75,23967724.29,23871976.66,23781085.72,23689446.92,23596799.22,23576590.43,29530198.36,23320231.71,23244853.09,23480914.63,23054817.44,22959269.76,30159545.32,22780890.84,22692476.02,22619455.81,22633876.35,22443460.48,22341132.52,22255840.08,22177597.65,22164074.56,21996290.39,21913161.19,21824621.78,21743377.34,21655271.42,21570886.02,21487255.83,21581009,21320206.23,51029650.63,21154505.3,21078980.79,21000984.64,33738016.97,20827193.33,20746183.61,20711975.83,20640938.4,22541598.83,20431978.87,23941884.22,20273906.49,20309170.02,22674166.49,20032663.66,20099779.95,19941515.62,19799388.49,19819508.91,19647665.64,19785991.61,19511805.48,19415937.34,20339394.06,19265198.63,19303204.71,19116302.29,20723224.4,19531512.05,18895090.14,18843003.43,19297207.19,19202307.21,18601342.34,18594492.33,141477076.9
PL,41,35439339.3,12978508.23,3706906.5,1954783.357,3194913.652,1506737.136,6337998.306,23618314.35,13793259,99248699.7,22173877.61,3195398.856,2676312.977,2386307.968,3046506.051,149255450.6,2284675.062,2040965.619,1841212.221,1619406.725,1790372.303,1526101.519,23783097.19,1635608.682,3054143.238,2541705.287,4116650.029,16000151.81,749995500.9,2721658.613,2094630.622,3506909.545,1872661.184,1689076.838,1482649.7,1570675.728,1434607.409,1385396.604,1526693.061,1923124.171,1274263.261,1502074.73,1497850.078,3050224.603,2246847.898,1451849.875,1398385.408,1410036.37,1457563.525,3613188.053,1651100.868,4183016.757,6726882.579,2162812.144,2094296.039,2007301.937,2221785.868,2179015.965,2040572.362,4397864.605,250733329.8,1856004.838,2205717.974,9632714.261,1848922.587,2436448.718,2276349.826,3456633.287,4087685.108,4575877.897,13858499.36,3592297.783,2788561.509,2459615.9,2723805.943,7049121.179,4051556.309,3432513.811,3265433.545,3213942.988,2871069.756,2591615.339,2782713.972,8339735.098,2287906.111,2767932.32,1953991.878,1876001.974,2413076.612,2006747400,1648399.429,1868021.557,3087860.767,3323416.111,63791082.67,1759467.686,2165649.254,2246270.905,4569174.586,91008883.3,2033491.176,4798497.913,3003735.74,1976758.171,4423074.513,1701559.589,7856706.395,2026755.129,1652167.844,29177643.8,1837225.917,4784668.606,2295715.086,59458513.63,27799114.67,23334170.19,12054635.04,23451678.84,17974482.98,1687982.46,2626564.95,5298514399
BC,42,7402367.681,7688208.002,7974156.335,8252542.22,8499076.482,8804112.984,9129462.284,9462424.482,9821946.111,10180527.7,10526444.43,10844897.95,11106387.53,11260668.1,11251096.65,11069062.26,10813408.63,10645037.83,10651681.25,10691547.89,10840630.15,11030388.19,11250520.62,11487900.72,11725549.61,11947137.68,12147306.66,12322338.66,12417265.04,12491819.47,12573408.09,12640804.06,12691134.93,12736913.26,12796332.28,12875836.16,12970474.73,13065345.77,13158547.42,13273784.04,13393414.53,13526480.22,13679088.83,13846968.25,14021694.29,14215121.04,14423955.84,14652015.53,14900316.42,15170350.67,15473140.57,15802224.72,16154610.76,16541930.21,16958172.55,17407266.18,17896744.05,18425018.82,18995321.21,19604613.01,20267843.67,20983934.03,21759955.02,22602846.03,23517978.99,24493764.79,25627788.81,26751856.64,27981721.63,29300971.01,30772343.18,32359420.18,34003583.68,35796763.7,37729185.23,39846673.15,42128540.15,44612739.67,47188548.19,50013020.44,53004455.04,56319240.74,59925994.86,63822484.08,68000404.44,72472625.13,77323640.43,82606452.19,88352684.97,94619799.72,101454812.1,108817514.1,116747654.4,125148726.4,133065730.5,140140259.8,146887223.5,153450480.3,159443418.2,165836168.6,171945047.6,177230933.6,182992923.9,188068117.7,193912837.9,200072942,205282364,210859276.3,216533544,216510539.5,217673542.9,222843756.9,229180554,237102445.2,244040971.5,251573592.9,259588051.8,268213534.8,278356621.5,288676179.6,298459312.5,300703590.7
BD,43,28285882.02,32791007.48,38562520.49,46334941.55,55967357.66,67784930.27,80267839.77,96340600.23,126231353.7,167570244.1,224102845.2,300736306.8,400847713.1,518420789.3,635565814.5,719599537.9,745384364.8,714975803.8,637023319.2,491840263.8,526314296.8,589282257.2,655040461.9,722214247.9,790218734.1,857818778.5,925167518.5,990996502.2,1032687058,1072674497,1118009109,1157664314,1186596971,1209187957,1232410785,1261057328,1290908096,1311817003,1325302215,1343809787,1355099390,1366221900,1383681464,1399088956,1406816170,1413973402,1420639043,1425354850,1431315883,1438289913,1454597004,1473797767,1491269692,1508056641,1523792944,1538631250,1553387433,1566092034,1577488079,1587784062,1598458121,1608180868,1617772630,1627658034,1637540556,1647373840,1656902744,1672749798,1688196125,1702185854,1716322796,1729671740,1741526632,1753596707,1765131615,1771217148,1749715876,1732864184,1726684542,1735174116,1746906555,1749176590,1749386766,1755709025,1756614927,1762324527,1767511824,1764635092,1764604780,1752362720,1739780404,1710133812,1702541040,1714965871,1721647765,1727826571,1734671890,1742976513,1749470103,1757021226,1761000239,1763277858,1765201302,1757808244,1752650846,1744035689,1734703544,1729484090,1727694946,1713425175,1705613198,1701728300,1701425757,1704873879,1710855951,1710908853,1676282840,1648416704,1625334512,1606483805,1602167901,1601122503
BFF,44,4689046.344,4647959.167,4631214.003,4600132.484,4578635.552,4567037.856,4472245.278,4260106.374,4143994.298,4091181.443,4044022.974,4028406.629,4011246.207,3956285.3,3919973.773,3930174.31,3907720.8,3875673.461,3828807.163,3835222.529,3823570.546,3702938.572,3598786.556,3568759.659,3516722.63,3533327.259,3516328.668,3501571.161,3497810.067,3439584.885,3422264.409,3420893.314,3402789.311,3416310.231,3442335.495,3414079.214,3390396.088,3402881.658,3385440.799,3336535.477,3356756.965,3339854.359,3262053.625,3250096.87,3246136.951,3232538.461,3196512.041,3226628.734,3236513.572,3231462.789,3213711.038,3203818.998,3191499.635,3179507.719,3196599.446,3208034.475,3174158.722,3158545.551,3146514.212,3137306.691,3137841.662,3149816.703,3140608.53,3131304.412,3122754.627,3114331.683,3070765.736,3098274.175,3113769.299,3111870.952,3101178.793,3074431.433,3070492.221,3093759.002,3098767.437,3099357.601,3078957.282,3074687.252,3068211.604,3058843.486,3071682.081,3082065.623,3087117.065,3083152.726,3061542.798,3033843.708,3040381.619,3072035.288,3071120.232,3070592.736,3055849.585,3055568.791,3052455.338,3086208.98,3091884.381,3080244.79,3055755.8,3030438.577,2992098.104,2980046.247,3005281.244,3033390.203,3042647.122,3037941.514,3019774.554,3048282.274,3083036.365,3087276.259,3065945.644,3059816.653,3055089.85,3071106.458,3086389.605,3089797.08,3079505.306,3072920.302,3060035.124,3094147.649,3111777.81,3115662.134,3105250.453,3104355.577
SPO,45,9864945.8,9873252.537,9879414.877,9889672.158,9921509.435,9941854.454,9958733.105,9970390.773,9978076.896,9986877.108,9999076.481,10033659.56,10042841.11,10053367.79,10063359.01,10080355.47,10123259.77,10139588.18,10150763.83,10165322.47,10176052.43,10188293.36,10236494.44,10262489.69,10270690.03,10282008.52,10296247.59,10343484.95,10369723.77,10384695.28,10402557.82,10417003.06,10425662.94,10464480.44,10482110.01,10495292.69,10515127.52,10546062.33,10585491.53,10603240.75,10621211.04,10635727.01,10660449.55,10684701.93,10734031.47,10757493.69,10783784.29,10806512.8,10821491.14,10840281.13,10890791.71,10922389.4,10934611.88,10952008.74,10969061.45,10989090.79,11049233.96,11068414.58,11087683.61,11110784.27,11135714.7,11181249.74,11204206.24,11220165.6,11240884.43,11274683.75,11312631.73,11364229.93,11402832.04,11433121.86,11468757.77,11504545.48,11571894.51,11596091.34,11628973.21,11668550.29,11711693.42,11752923.87,11782668.29,11804313.15,11835125.66,11890110.73,11955735.1,11984890.72,12024627.22,12049153.64,12107153.5,12151896.15,12205047.74,12254034.87,12311170.85,12348215.61,12382874.86,12419384.27,12473270.68,12524291.13,12560833.76,12631525.96,12690355.69,12716754.68,12750085.29,12791398.7,12849592.76,12912459.12,12947325.19,13000445.69,13058920.2,13141784.03,13199359.76,13244093.35,13332406.61,13379957.29,13458187.26,13535966.25,13601583.92,13650730.58,13694660.06,13743874.33,13814395.53,13888015.42,13947650.14,13970107.6
COR,46,10264725,10344854.17,10373844.03,10401077.66,10645473.23,10843201.45,10879139.7,10911584.76,10927534.35,10941919.17,10990455.65,11364480.15,11440728.93,11469416.91,11544892.32,11688493.54,12186367.89,12528201.51,12580660.53,12653984.21,12708672.35,12788935.74,13493768.04,13749207.75,13939401.69,14190291.65,14255185.63,14956507.05,15655160.94,15752676.7,15925940.76,16128741.59,16176649.44,16946215.32,17307592.42,17705466.14,17825772.21,18193651.33,18929110.59,19398017.21,19930087.93,20010188.65,20100966.74,20169202.25,21200403.26,21416536.11,22032936.44,22297423.81,22323368.1,22422531.52,23645451.01,24021039.08,24586585.85,24615899.39,24691347.22,24740810.62,26006523.4,26318607.27,26948066.25,27033475.2,27160224.11,28303550.67,28637335.39,29208893.88,29222093.86,29370423.05,29470192.39,30843391.36,31742581.44,31974145.76,32013159.03,32021615.6,33564822.44,34321212.54,34504380.55,34568957.59,34630056.36,35949073.5,36747127.58,36818719.35,36771468.24,36868098.02,38422902.17,39464996.06,39571512.76,39465401.11,40782066.9,41625698.27,41878597.53,41850209.69,41833563.16,43103887.99,44145617.16,44341913.56,44327020.55,44181298.02,44209778.55,45859457.51,47027263.74,46941098.71,46754740.15,46681440.08,48236121.22,49477352.16,49406394.81,49243996.16,49145524.51,50703830.45,51822684.01,51758285.49,51662998.01,51481888.92,51378644.67,53139210.25,54484560.93,54441005.66,54230561.93,54053989.84,55616322.44,56938710.8,56803729.36,56801815.4
PB,47,1852752409,2343340611,1903253948,2258338461,2556560781,1507650102,2497482797,1774840215,1930718902,2201617435,2347315871,1896144531,4734591937,5534652794,7302225938,6617814422,7410132324,7940676897,8084227046,8886638182,8089580744,7035560975,4009604741,4735937472,5892239345,6946806506,4437659497,6829520305,3881898104,4486530919,3357802150,5569288809,5870695853,7423071484,8130698981,8488951320,4998889735,3797137197,3910095495,5671637087,6776765443,4531080234,2455494479,3284863787,2058711956,2864314523,3252406237,3457235049,3277761187,1887896548,2817541137,3248686653,1752220231,4248041926,5814053688,4901301564,3951810881,3848406069,3512557542,3873502447,4879661842,5506462451,4047411168,4827440152,5246046349,4266047076,6124190362,5036771126,4128360120,2302341804,3200423074,3362384903,2009520523,2527758993,3884259950,1983467713,2319034199,2262344799,2111452172,2879323565,3854096650,3642032932,2642783883,3268485221,2891134900,2962119700,2661731515,2285543584,4028527568,2067292122,3713344625,5291599131,5890629944,5662709951,5256074229,5171566374,4915118468,4592499805,3276036153,4719998045,5436396938,5624927529,3613914321,4685585067,5527988241,5544272675,5186091322,5474535126,5908577023,5774843323,4978330351,5829967253,6321334164,6474184099,6409883996,6913182354,6188968948,5399710896,3821092673,5024080887,3720641635,3577209816
