Month,Year,POB,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,SCR
January,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,1958,0,0,0,84.589109,0,0,0,59433.43841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183629.8069,180061.7284,1073745.986,289564.8,243090.7504,0,3467454.194,853.425997
May,1958,233.411906,14315.83549,0,84.589109,0,0,0,59433.43841,8644.045301,2108.133594,0,0,84499.14743,1221400.565,4802.259891,86619.06913,288116.4408,0,64005.2681,174001.2145,87784.16071,3965913.522,0,278448.005,116531.1078,183629.8069,180061.7284,1073745.986,289564.8,243090.7504,0,3467454.194,853.425997
August,1958,233.411906,14315.83549,0,84.589109,0,0,3383.366644,59433.43841,8644.045301,2108.133594,5477.955691,4525.041555,84499.14743,1221400.565,4802.259891,86619.06913,288116.4408,80823.08848,64005.2681,174001.2145,87784.16071,3965913.522,0,278448.005,116531.1078,183629.8069,180061.7284,1073745.986,289564.8,243090.7504,0,3467454.194,853.425997
October,1958,233.411906,14315.83549,0,84.589109,0,0,3383.366644,59433.43841,8644.045301,2108.133594,5477.955691,4525.041555,84499.14743,1221400.565,4802.259891,86619.06913,288116.4408,80823.08848,64005.2681,174001.2145,87784.16071,3965913.522,0,278448.005,116531.1078,183629.8069,180061.7284,1073745.986,289564.8,243090.7504,0,3467454.194,853.425997
January,1959,233.411906,14315.83549,55871.13808,84.589109,207287.6213,287746.0618,3383.366644,59433.43841,8644.045301,2108.133594,5477.955691,4525.041555,84499.14743,1221400.565,4802.259891,86619.06913,288116.4408,80823.08848,64005.2681,174001.2145,87784.16071,3965913.522,55808.36251,278448.005,116531.1078,0,180061.7284,1073745.986,289564.8,243090.7504,168075.2413,3467454.194,853.425997
March,1959,233.411906,14315.83549,55871.13808,0,207287.6213,287746.0618,3383.366644,68881.82417,8644.045301,2108.133594,5477.955691,4525.041555,84499.14743,1221400.565,4802.259891,0,288116.4408,80823.08848,0,0,87784.16071,3965913.522,55808.36251,0,0,444296.731,197560.3268,1448806.263,382916.0986,142624.2368,168075.2413,1526663.431,479.712442
May,1959,198.733168,18054.16432,55871.13808,0,207287.6213,287746.0618,3383.366644,68881.82417,10328.0491,1915.087091,5477.955691,4525.041555,94502.18318,1768357.565,14615.85972,82654.99447,277764.5696,80823.08848,61491.70645,274194.4862,80491.9939,4665727.617,55808.36251,742951.1341,192909.5086,444296.731,197560.3268,1448806.263,382916.0986,142624.2368,168075.2413,1526663.431,479.712442
August,1959,198.733168,18054.16432,55871.13808,0,207287.6213,287746.0618,2999.973712,68881.82417,10328.0491,1915.087091,4700.741758,3563.33783,94502.18318,1768357.565,14615.85972,82654.99447,277764.5696,77315.92954,61491.70645,274194.4862,80491.9939,4665727.617,55808.36251,742951.1341,192909.5086,444296.731,197560.3268,1448806.263,382916.0986,142624.2368,168075.2413,1526663.431,479.712442
October,1959,198.733168,18054.16432,55871.13808,0,207287.6213,287746.0618,2999.973712,68881.82417,10328.0491,1915.087091,4700.741758,3563.33783,94502.18318,1768357.565,14615.85972,82654.99447,277764.5696,77315.92954,61491.70645,274194.4862,80491.9939,4665727.617,55808.36251,742951.1341,192909.5086,444296.731,197560.3268,1448806.263,382916.0986,142624.2368,168075.2413,1526663.431,479.712442
January,1960,198.733168,18054.16432,53091.1441,0,212062.1392,282994.8049,2999.973712,68881.82417,10328.0491,1915.087091,4700.741758,3563.33783,94502.18318,1768357.565,14615.85972,82654.99447,277764.5696,77315.92954,61491.70645,274194.4862,80491.9939,4665727.617,73181.02744,742951.1341,192909.5086,0,197560.3268,1448806.263,382916.0986,142624.2368,199680.6791,1526663.431,479.712442
March,1960,198.733168,18054.16432,53091.1441,0,212062.1392,282994.8049,2999.973712,66655.66584,10328.0491,1915.087091,4700.741758,3563.33783,94502.18318,1768357.565,14615.85972,0,277764.5696,77315.92954,0,0,80491.9939,4665727.617,73181.02744,0,0,761259.3369,207093.1495,1849904.319,475449.0282,122531.1757,199680.6791,1288647.967,386.490935
May,1960,179.418699,19786.70668,53091.1441,0,212062.1392,282994.8049,2999.973712,66655.66584,12342.90187,1798.344572,4700.741758,3563.33783,101069.6836,2230762.542,44587.0554,91304.9008,293853.9485,77315.92954,62272.86335,353365.5206,81155.64987,5516642.177,73181.02744,877537.7179,279199.9467,761259.3369,207093.1495,1849904.319,475449.0282,122531.1757,199680.6791,1288647.967,386.490935
August,1960,179.418699,19786.70668,53091.1441,0,212062.1392,282994.8049,3058.786077,66655.66584,12342.90187,1798.344572,4771.535892,3542.875925,101069.6836,2230762.542,44587.0554,91304.9008,293853.9485,75031.95158,62272.86335,353365.5206,81155.64987,5516642.177,73181.02744,877537.7179,279199.9467,761259.3369,207093.1495,1849904.319,475449.0282,122531.1757,199680.6791,1288647.967,386.490935
October,1960,179.418699,19786.70668,53091.1441,0,212062.1392,282994.8049,3058.786077,66655.66584,12342.90187,1798.344572,4771.535892,3542.875925,101069.6836,2230762.542,44587.0554,91304.9008,293853.9485,75031.95158,62272.86335,353365.5206,81155.64987,5516642.177,73181.02744,877537.7179,279199.9467,761259.3369,207093.1495,1849904.319,475449.0282,122531.1757,199680.6791,1288647.967,386.490935
January,1961,179.418699,19786.70668,51029.27966,0,219151.4992,283361.9424,3058.786077,66655.66584,12342.90187,1798.344572,4771.535892,3542.875925,101069.6836,2230762.542,44587.0554,91304.9008,293853.9485,75031.95158,62272.86335,353365.5206,81155.64987,5516642.177,99678.56775,877537.7179,279199.9467,0,207093.1495,1849904.319,475449.0282,122531.1757,231242.1251,1288647.967,386.490935
March,1961,179.418699,19786.70668,51029.27966,0,219151.4992,283361.9424,3058.786077,64756.86565,12342.90187,1798.344572,4771.535892,3542.875925,101069.6836,2230762.542,44587.0554,0,293853.9485,75031.95158,0,0,81155.64987,5516642.177,99678.56775,0,0,1175750.13,221559.9322,2420881.336,600979.4974,125575.7227,231242.1251,1661296.579,455.561994
May,1961,167.502368,20650.0331,51029.27966,0,219151.4992,283361.9424,3058.786077,64756.86565,14799.41398,1722.636611,4771.535892,3542.875925,107576.4654,2477365.296,136226.7599,103359.8528,310003.4772,75031.95158,62970.57392,416973.3631,81497.87611,7123490.668,99678.56775,993573.537,366472.2174,1175750.13,221559.9322,2420881.336,600979.4974,125575.7227,231242.1251,1661296.579,455.561994
August,1961,167.502368,20650.0331,51029.27966,0,219151.4992,283361.9424,3112.491101,64756.86565,14799.41398,1722.636611,4872.21285,3481.671511,107576.4654,2477365.296,136226.7599,103359.8528,310003.4772,74523.71141,62970.57392,416973.3631,81497.87611,7123490.668,99678.56775,993573.537,366472.2174,1175750.13,221559.9322,2420881.336,600979.4974,125575.7227,231242.1251,1661296.579,455.561994
October,1961,167.502368,20650.0331,51029.27966,0,219151.4992,283361.9424,3112.491101,64756.86565,14799.41398,1722.636611,4872.21285,3481.671511,107576.4654,2477365.296,136226.7599,103359.8528,310003.4772,74523.71141,62970.57392,416973.3631,81497.87611,7123490.668,99678.56775,993573.537,366472.2174,1175750.13,221559.9322,2420881.336,600979.4974,125575.7227,231242.1251,1661296.579,455.561994
January,1962,167.502368,20650.0331,49490.33596,0,226224.7683,285282.7126,3112.491101,64756.86565,14799.41398,1722.636611,4872.21285,3481.671511,107576.4654,2477365.296,136226.7599,103359.8528,310003.4772,74523.71141,62970.57392,416973.3631,81497.87611,7123490.668,126738.9197,993573.537,366472.2174,0,221559.9322,2420881.336,600979.4974,125575.7227,291380.7336,1661296.579,455.561994
March,1962,167.502368,20650.0331,49490.33596,0,226224.7683,285282.7126,3112.491101,63197.16478,14799.41398,1722.636611,4872.21285,3481.671511,107576.4654,2477365.296,136226.7599,0,310003.4772,74523.71141,0,0,81497.87611,7123490.668,126738.9197,0,0,1630686.45,232765.4529,2945508.817,701622.0646,151743.1164,291380.7336,1342929.621,1339.707635
May,1962,156.134457,21550.51146,49490.33596,0,226224.7683,285282.7126,3112.491101,63197.16478,16916.82247,1670.663049,4872.21285,3481.671511,114949.628,2603082.307,284598.6555,107923.2191,322805.157,74523.71141,63565.69043,473536.3173,82342.23814,8623923.434,126738.9197,1101044.826,436470.7443,1630686.45,232765.4529,2945508.817,701622.0646,151743.1164,291380.7336,1342929.621,1339.707635
August,1962,156.134457,21550.51146,49490.33596,0,226224.7683,285282.7126,3164.968943,63197.16478,16916.82247,1670.663049,5144.452727,3437.551657,114949.628,2603082.307,284598.6555,107923.2191,322805.157,74316.17212,63565.69043,473536.3173,82342.23814,8623923.434,126738.9197,1101044.826,436470.7443,1630686.45,232765.4529,2945508.817,701622.0646,151743.1164,291380.7336,1342929.621,1339.707635
October,1962,156.134457,21550.51146,49490.33596,0,226224.7683,285282.7126,3164.968943,63197.16478,16916.82247,1670.663049,5144.452727,3437.551657,114949.628,2603082.307,284598.6555,107923.2191,322805.157,74316.17212,63565.69043,473536.3173,82342.23814,8623923.434,126738.9197,1101044.826,436470.7443,1630686.45,232765.4529,2945508.817,701622.0646,151743.1164,291380.7336,1342929.621,1339.707635
January,1963,156.134457,21550.51146,48471.69881,0,231675.6507,286923.1378,3164.968943,63197.16478,16916.82247,1670.663049,5144.452727,3437.551657,114949.628,2603082.307,284598.6555,107923.2191,322805.157,74316.17212,63565.69043,473536.3173,82342.23814,8623923.434,167883.1639,1101044.826,436470.7443,0,232765.4529,2945508.817,701622.0646,151743.1164,348452.0029,1342929.621,1339.707635
March,1963,156.134457,21550.51146,48471.69881,0,231675.6507,286923.1378,3164.968943,62382.08984,16916.82247,1670.663049,5144.452727,3437.551657,114949.628,2603082.307,284598.6555,0,322805.157,74316.17212,0,0,82342.23814,8623923.434,167883.1639,0,0,2177512.248,238271.1256,3429955.564,804838.9835,196597.9268,348452.0029,1064545.661,2061.240572
May,1963,146.734514,23621.49354,48471.69881,0,231675.6507,286923.1378,3164.968943,62382.08984,19125.46842,1636.720765,5144.452727,3437.551657,122507.6018,2605892.291,474580.7684,143341.404,333559.6143,74316.17212,64037.06274,524731.321,81845.30137,10515269.62,167883.1639,1178174.427,520406.993,2177512.248,238271.1256,3429955.564,804838.9835,196597.9268,348452.0029,1064545.661,2061.240572
August,1963,146.734514,23621.49354,48471.69881,0,231675.6507,286923.1378,3215.00868,62382.08984,19125.46842,1636.720765,5634.325834,3396.388795,122507.6018,2605892.291,474580.7684,143341.404,333559.6143,75586.14009,64037.06274,524731.321,81845.30137,10515269.62,167883.1639,1178174.427,520406.993,2177512.248,238271.1256,3429955.564,804838.9835,196597.9268,348452.0029,1064545.661,2061.240572
October,1963,146.734514,23621.49354,48471.69881,0,231675.6507,286923.1378,3215.00868,62382.08984,19125.46842,1636.720765,5634.325834,3396.388795,122507.6018,2605892.291,474580.7684,143341.404,333559.6143,75586.14009,64037.06274,524731.321,81845.30137,10515269.62,167883.1639,1178174.427,520406.993,2177512.248,238271.1256,3429955.564,804838.9835,196597.9268,348452.0029,1064545.661,2061.240572
January,1964,146.734514,23621.49354,47280.82825,0,235481.8738,288858.365,3215.00868,62382.08984,19125.46842,1636.720765,5634.325834,3396.388795,122507.6018,2605892.291,474580.7684,143341.404,333559.6143,75586.14009,64037.06274,524731.321,81845.30137,10515269.62,203136.5704,1178174.427,520406.993,0,238271.1256,3429955.564,804838.9835,196597.9268,396784.0892,1064545.661,2061.240572
March,1964,146.734514,23621.49354,47280.82825,0,235481.8738,288858.365,3215.00868,61846.43958,19125.46842,1636.720765,5634.325834,3396.388795,122507.6018,2605892.291,474580.7684,0,333559.6143,75586.14009,0,0,81845.30137,10515269.62,203136.5704,0,0,2764761.136,242697.3982,3797653.201,908663.8697,253060.7625,396784.0892,962717.1811,2353.262808
May,1964,133.016292,25966.87214,47280.82825,0,235481.8738,288858.365,3215.00868,61846.43958,21213.41477,1614.799819,5634.325834,3396.388795,128506.314,2652547.791,679547.0014,170138.0032,345891.9836,75586.14009,64843.3766,570026.9784,82072.35796,12747421.01,203136.5704,1251039.503,558038.3896,2764761.136,242697.3982,3797653.201,908663.8697,253060.7625,396784.0892,962717.1811,2353.262808
August,1964,133.016292,25966.87214,47280.82825,0,235481.8738,288858.365,3251.684036,61846.43958,21213.41477,1614.799819,6280.880983,3365.27965,128506.314,2652547.791,679547.0014,170138.0032,345891.9836,76848.43512,64843.3766,570026.9784,82072.35796,12747421.01,203136.5704,1251039.503,558038.3896,2764761.136,242697.3982,3797653.201,908663.8697,253060.7625,396784.0892,962717.1811,2353.262808
October,1964,133.016292,25966.87214,47280.82825,0,235481.8738,288858.365,3251.684036,61846.43958,21213.41477,1614.799819,6280.880983,3365.27965,128506.314,2652547.791,679547.0014,170138.0032,345891.9836,76848.43512,64843.3766,570026.9784,82072.35796,12747421.01,203136.5704,1251039.503,558038.3896,2764761.136,242697.3982,3797653.201,908663.8697,253060.7625,396784.0892,962717.1811,2353.262808
January,1965,133.016292,25966.87214,46221.99227,0,239329.5922,290235.0367,3251.684036,61846.43958,21213.41477,1614.799819,6280.880983,3365.27965,128506.314,2652547.791,679547.0014,170138.0032,345891.9836,76848.43512,64843.3766,570026.9784,82072.35796,12747421.01,245004.0082,1251039.503,558038.3896,0,242697.3982,3797653.201,908663.8697,253060.7625,460693.2892,962717.1811,2353.262808
March,1965,133.016292,25966.87214,46221.99227,0,239329.5922,290235.0367,3251.684036,61548.34279,21213.41477,1614.799819,6280.880983,3365.27965,128506.314,2652547.791,679547.0014,0,345891.9836,76848.43512,0,0,82072.35796,12747421.01,245004.0082,0,0,3448434.175,242957.4534,4005744.496,959546.2529,309348.8232,460693.2892,1357852.757,2333.035421
May,1965,119.907732,26360.54467,46221.99227,0,239329.5922,290235.0367,3251.684036,61548.34279,23988.11365,1600.691588,6280.880983,3365.27965,133983.4244,2517545.98,912191.1029,232871.9483,355997.9236,76848.43512,65187.8305,616111.4545,80835.91076,15924931.77,245004.0082,1305810.531,641909.7754,3448434.175,242957.4534,4005744.496,959546.2529,309348.8232,460693.2892,1357852.757,2333.035421
August,1965,119.907732,26360.54467,46221.99227,0,239329.5922,290235.0367,3288.394856,61548.34279,23988.11365,1600.691588,6948.66406,3333.904713,133983.4244,2517545.98,912191.1029,232871.9483,355997.9236,78647.72059,65187.8305,616111.4545,80835.91076,15924931.77,245004.0082,1305810.531,641909.7754,3448434.175,242957.4534,4005744.496,959546.2529,309348.8232,460693.2892,1357852.757,2333.035421
October,1965,119.907732,26360.54467,46221.99227,0,239329.5922,290235.0367,3288.394856,61548.34279,23988.11365,1600.691588,6948.66406,3333.904713,133983.4244,2517545.98,912191.1029,232871.9483,355997.9236,78647.72059,65187.8305,616111.4545,80835.91076,15924931.77,245004.0082,1305810.531,641909.7754,3448434.175,242957.4534,4005744.496,959546.2529,309348.8232,460693.2892,1357852.757,2333.035421
January,1966,119.907732,26360.54467,45189.65227,0,243121.8094,291741.3489,3288.394856,61548.34279,23988.11365,1600.691588,6948.66406,3333.904713,133983.4244,2517545.98,912191.1029,232871.9483,355997.9236,78647.72059,65187.8305,616111.4545,80835.91076,15924931.77,281139.059,1305810.531,641909.7754,0,242957.4534,4005744.496,959546.2529,309348.8232,513887.0479,1357852.757,2333.035421
March,1966,119.907732,26360.54467,45189.65227,0,243121.8094,291741.3489,3288.394856,60918.94965,23988.11365,1600.691588,6948.66406,3333.904713,133983.4244,2517545.98,912191.1029,0,355997.9236,78647.72059,0,0,80835.91076,15924931.77,281139.059,0,0,4207200.287,248571.6922,4438679.685,1097259.6,362484.7141,513887.0479,1513036.858,2242.49955
May,1966,109.623812,27166.65381,45189.65227,0,243121.8094,291741.3489,3288.394856,60918.94965,26984.53018,1591.476569,6948.66406,3333.904713,138859.2214,2375068.338,1177955.191,296510.5342,365128.6791,78647.72059,65640.02703,672540.9641,80702.53935,18957643.73,281139.059,1407191.458,693136.6839,4207200.287,248571.6922,4438679.685,1097259.6,362484.7141,513887.0479,1513036.858,2242.49955
August,1966,109.623812,27166.65381,45189.65227,0,243121.8094,291741.3489,3324.372719,60918.94965,26984.53018,1591.476569,7641.986048,3303.199046,138859.2214,2375068.338,1177955.191,296510.5342,365128.6791,79652.937,65640.02703,672540.9641,80702.53935,18957643.73,281139.059,1407191.458,693136.6839,4207200.287,248571.6922,4438679.685,1097259.6,362484.7141,513887.0479,1513036.858,2242.49955
October,1966,109.623812,27166.65381,45189.65227,0,243121.8094,291741.3489,3324.372719,60918.94965,26984.53018,1591.476569,7641.986048,3303.199046,138859.2214,2375068.338,1177955.191,296510.5342,365128.6791,79652.937,65640.02703,672540.9641,80702.53935,18957643.73,281139.059,1407191.458,693136.6839,4207200.287,248571.6922,4438679.685,1097259.6,362484.7141,513887.0479,1513036.858,2242.49955
January,1967,109.623812,27166.65381,44273.95244,0,245874.9999,292798.2032,3324.372719,60918.94965,26984.53018,1591.476569,7641.986048,3303.199046,138859.2214,2375068.338,1177955.191,296510.5342,365128.6791,79652.937,65640.02703,672540.9641,80702.53935,18957643.73,355730.283,1407191.458,693136.6839,0,248571.6922,4438679.685,1097259.6,362484.7141,537666.7137,1513036.858,2242.49955
March,1967,109.623812,27166.65381,44273.95244,0,245874.9999,292798.2032,3324.372719,60444.17089,26984.53018,1591.476569,7641.986048,3303.199046,138859.2214,2375068.338,1177955.191,0,365128.6791,79652.937,0,0,80702.53935,18957643.73,355730.283,0,0,5007576.546,249542.7448,5223866.875,1293350.682,409719.1649,537666.7137,1421448.161,2189.659627
May,1967,99.849676,28724.93191,44273.95244,0,245874.9999,292798.2032,3324.372719,60444.17089,29666.53386,1585.730453,7641.986048,3303.199046,140677.5385,2232698.974,1447814.472,341739.2587,371077.5403,79652.937,65438.47525,738224.926,83075.18542,23182227.37,355730.283,1394058.343,839893.2145,5007576.546,249542.7448,5223866.875,1293350.682,409719.1649,537666.7137,1421448.161,2189.659627
August,1967,99.849676,28724.93191,44273.95244,0,245874.9999,292798.2032,3348.92725,60444.17089,29666.53386,1585.730453,8320.869753,3252.011066,140677.5385,2232698.974,1447814.472,341739.2587,371077.5403,81024.04129,65438.47525,738224.926,83075.18542,23182227.37,355730.283,1394058.343,839893.2145,5007576.546,249542.7448,5223866.875,1293350.682,409719.1649,537666.7137,1421448.161,2189.659627
October,1967,99.849676,28724.93191,44273.95244,0,245874.9999,292798.2032,3348.92725,60444.17089,29666.53386,1585.730453,8320.869753,3252.011066,140677.5385,2232698.974,1447814.472,341739.2587,371077.5403,81024.04129,65438.47525,738224.926,83075.18542,23182227.37,355730.283,1394058.343,839893.2145,5007576.546,249542.7448,5223866.875,1293350.682,409719.1649,537666.7137,1421448.161,2189.659627
January,1968,99.849676,28724.93191,43394.67151,0,249664.969,294497.6353,3348.92725,60444.17089,29666.53386,1585.730453,8320.869753,3252.011066,140677.5385,2232698.974,1447814.472,341739.2587,371077.5403,81024.04129,65438.47525,738224.926,83075.18542,23182227.37,335093.5252,1394058.343,839893.2145,0,249542.7448,5223866.875,1293350.682,409719.1649,557208.4218,1421448.161,2189.659627
March,1968,99.849676,28724.93191,43394.67151,0,249664.969,294497.6353,3348.92725,60073.70088,29666.53386,1585.730453,8320.869753,3252.011066,140677.5385,2232698.974,1447814.472,0,371077.5403,81024.04129,0,0,83075.18542,23182227.37,335093.5252,0,0,5875454.296,254403.077,6123167.988,1546571.717,449960.0313,557208.4218,1440176.473,2197.445115
May,1968,91.657208,29943.86383,43394.67151,0,249664.969,294497.6353,3348.92725,60073.70088,31016.67095,1582.865037,8320.869753,3252.011066,142030.0534,2070512.776,1461514.409,394315.9181,377249.2971,81024.04129,65372.17665,813122.3512,87047.10679,27571092.31,335093.5252,1406568.172,909739.2525,5875454.296,254403.077,6123167.988,1546571.717,449960.0313,557208.4218,1440176.473,2197.445115
August,1968,91.657208,29943.86383,43394.67151,0,249664.969,294497.6353,3374.654723,60073.70088,31016.67095,1582.865037,9018.419379,3201.024023,142030.0534,2070512.776,1461514.409,394315.9181,377249.2971,81862.2696,65372.17665,813122.3512,87047.10679,27571092.31,335093.5252,1406568.172,909739.2525,5875454.296,254403.077,6123167.988,1546571.717,449960.0313,557208.4218,1440176.473,2197.445115
October,1968,91.657208,29943.86383,43394.67151,0,249664.969,294497.6353,3374.654723,60073.70088,31016.67095,1582.865037,9018.419379,3201.024023,142030.0534,2070512.776,1461514.409,394315.9181,377249.2971,81862.2696,65372.17665,813122.3512,87047.10679,27571092.31,335093.5252,1406568.172,909739.2525,5875454.296,254403.077,6123167.988,1546571.717,449960.0313,557208.4218,1440176.473,2197.445115
January,1969,91.657208,29943.86383,42478.31673,0,252330.1572,295639.8491,3374.654723,60073.70088,31016.67095,1582.865037,9018.419379,3201.024023,142030.0534,2070512.776,1461514.409,394315.9181,377249.2971,81862.2696,65372.17665,813122.3512,87047.10679,27571092.31,337166.3231,1406568.172,909739.2525,0,254403.077,6123167.988,1546571.717,449960.0313,659024.5025,1440176.473,2197.445115
March,1969,91.657208,29943.86383,42478.31673,0,252330.1572,295639.8491,3374.654723,59699.76956,31016.67095,1582.865037,9018.419379,3201.024023,142030.0534,2070512.776,1461514.409,0,377249.2971,81862.2696,0,0,87047.10679,27571092.31,337166.3231,0,0,6827821.901,260701.4813,6482830.45,1778928.711,472249.0469,659024.5025,1638916.164,1972.119484
May,1969,84.033216,32885.27591,42478.31673,0,252330.1572,295639.8491,3374.654723,59699.76956,32586.52566,1582.085455,9018.419379,3201.024023,142690.8772,1922276.362,1473332.849,370428.613,380766.1553,81862.2696,64666.39901,892755.9099,93544.88539,26714061.39,337166.3231,1426478.363,981351.0421,6827821.901,260701.4813,6482830.45,1778928.711,472249.0469,659024.5025,1638916.164,1972.119484
August,1969,84.033216,32885.27591,42478.31673,0,252330.1572,295639.8491,3401.340996,59699.76956,32586.52566,1582.085455,9745.214324,3150.060995,142690.8772,1922276.362,1473332.849,370428.613,380766.1553,83163.34888,64666.39901,892755.9099,93544.88539,26714061.39,337166.3231,1426478.363,981351.0421,6827821.901,260701.4813,6482830.45,1778928.711,472249.0469,659024.5025,1638916.164,1972.119484
October,1969,84.033216,32885.27591,42478.31673,0,252330.1572,295639.8491,3401.340996,59699.76956,32586.52566,1582.085455,9745.214324,3150.060995,142690.8772,1922276.362,1473332.849,370428.613,380766.1553,83163.34888,64666.39901,892755.9099,93544.88539,26714061.39,337166.3231,1426478.363,981351.0421,6827821.901,260701.4813,6482830.45,1778928.711,472249.0469,659024.5025,1638916.164,1972.119484
January,1970,84.033216,32885.27591,41595.50928,0,257093.0818,298575.9832,3401.340996,59699.76956,32586.52566,1582.085455,9745.214324,3150.060995,142690.8772,1922276.362,1473332.849,370428.613,380766.1553,83163.34888,64666.39901,892755.9099,93544.88539,26714061.39,332865.1714,1426478.363,981351.0421,0,260701.4813,6482830.45,1778928.711,472249.0469,627173.417,1638916.164,1972.119484
March,1970,84.033216,32885.27591,41595.50928,0,257093.0818,298575.9832,3401.340996,59245.06983,32586.52566,1582.085455,9745.214324,3150.060995,142690.8772,1922276.362,1473332.849,0,380766.1553,83163.34888,0,0,93544.88539,26714061.39,332865.1714,0,0,7929059.689,265234.925,6648237.156,1862194.494,497237.9068,627173.417,1616087.446,1748.132164
May,1970,78.946681,35481.67346,41595.50928,0,257093.0818,298575.9832,3401.340996,59245.06983,33764.67961,1578.076001,9745.214324,3150.060995,143778.3676,1754124.922,1477690.877,355187.1002,382169.8739,83163.34888,63937.10489,973200.274,101069.4996,26969463,332865.1714,1421994.938,1115521.679,7929059.689,265234.925,6648237.156,1862194.494,497237.9068,627173.417,1616087.446,1748.132164
August,1970,78.946681,35481.67346,41595.50928,0,257093.0818,298575.9832,3418.479058,59245.06983,33764.67961,1578.076001,10487.61019,3099.561061,143778.3676,1754124.922,1477690.877,355187.1002,382169.8739,84145.79294,63937.10489,973200.274,101069.4996,26969463,332865.1714,1421994.938,1115521.679,7929059.689,265234.925,6648237.156,1862194.494,497237.9068,627173.417,1616087.446,1748.132164
October,1970,78.946681,35481.67346,41595.50928,0,257093.0818,298575.9832,3418.479058,59245.06983,33764.67961,1578.076001,10487.61019,3099.561061,143778.3676,1754124.922,1477690.877,355187.1002,382169.8739,84145.79294,63937.10489,973200.274,101069.4996,26969463,332865.1714,1421994.938,1115521.679,7929059.689,265234.925,6648237.156,1862194.494,497237.9068,627173.417,1616087.446,1748.132164
January,1971,78.946681,35481.67346,40400.80755,0,258729.4835,298318.1198,3418.479058,59245.06983,33764.67961,1578.076001,10487.61019,3099.561061,143778.3676,1754124.922,1477690.877,355187.1002,382169.8739,84145.79294,63937.10489,973200.274,101069.4996,26969463,323398.8464,1421994.938,1115521.679,0,265234.925,6648237.156,1862194.494,497237.9068,780068.8321,1616087.446,1748.132164
March,1971,78.946681,35481.67346,40400.80755,0,258729.4835,298318.1198,3418.479058,58765.39311,33764.67961,1578.076001,10487.61019,3099.561061,143778.3676,1754124.922,1477690.877,0,382169.8739,84145.79294,0,0,101069.4996,26969463,323398.8464,0,0,8870331.049,263589.9815,6961406.548,2025186.099,508896.1993,780068.8321,1369053.097,1729.676969
May,1971,74.523779,37295.33598,40400.80755,0,258729.4835,298318.1198,3418.479058,58765.39311,36395.55159,1571.843266,10487.61019,3099.561061,144953.0287,1664832.373,1486722.817,343563.5386,390567.4697,84145.79294,62733.08563,1053744.285,112088.6119,26680537.82,323398.8464,1493894.89,1128923.704,8870331.049,263589.9815,6961406.548,2025186.099,508896.1993,780068.8321,1369053.097,1729.676969
August,1971,74.523779,37295.33598,40400.80755,0,258729.4835,298318.1198,3437.137876,58765.39311,36395.55159,1571.843266,11315.8337,3068.694097,144953.0287,1664832.373,1486722.817,343563.5386,390567.4697,85676.93452,62733.08563,1053744.285,112088.6119,26680537.82,323398.8464,1493894.89,1128923.704,8870331.049,263589.9815,6961406.548,2025186.099,508896.1993,780068.8321,1369053.097,1729.676969
October,1971,74.523779,37295.33598,40400.80755,0,258729.4835,298318.1198,3437.137876,58765.39311,36395.55159,1571.843266,11315.8337,3068.694097,144953.0287,1664832.373,1486722.817,343563.5386,390567.4697,85676.93452,62733.08563,1053744.285,112088.6119,26680537.82,323398.8464,1493894.89,1128923.704,8870331.049,263589.9815,6961406.548,2025186.099,508896.1993,780068.8321,1369053.097,1729.676969
January,1972,74.523779,37295.33598,39496.53582,0,260931.6153,298777.1837,3437.137876,58765.39311,36395.55159,1571.843266,11315.8337,3068.694097,144953.0287,1664832.373,1486722.817,343563.5386,390567.4697,85676.93452,62733.08563,1053744.285,112088.6119,26680537.82,320776.6987,1493894.89,1128923.704,0,263589.9815,6961406.548,2025186.099,508896.1993,959768.1619,1369053.097,1729.676969
March,1972,74.523779,37295.33598,39496.53582,0,260931.6153,298777.1837,3437.137876,58246.91209,36395.55159,1571.843266,11315.8337,3068.694097,144953.0287,1664832.373,1486722.817,0,390567.4697,85676.93452,0,0,112088.6119,26680537.82,320776.6987,0,0,9970992.078,271578.5504,7205507.675,2004233.753,526828.9832,959768.1619,1592515.383,1846.791848
May,1972,69.988117,37787.64682,39496.53582,0,260931.6153,298777.1837,3437.137876,58246.91209,37171.10144,1567.210128,11315.8337,3068.694097,145122.9258,1566517.278,1484243.187,330023.0601,395621.7891,85676.93452,62184.06381,1146162.626,123507.2906,25043121.69,320776.6987,1430227.433,1083604.03,9970992.078,271578.5504,7205507.675,2004233.753,526828.9832,959768.1619,1592515.383,1846.791848
