Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
BD,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32791007.48,38560916.94,46330965.76,55959985.47,67769673.29,80210549.23,96302549.35,126167003.4,167309891.8,224358897.4,301027949.2,400116601.8,517228962.3,633966216.7,717210225.9,742501162.3,712300369.4,633753264.9,489832842.3,531138303.6,594225092.2,659405742.5,726346719,793813746.2,861325654.2,927672810.1,993501039.3,1057896493,1119252370,1176749633,1222922267,1263343484,1300719765,1346304410,1388364778,1428048828,1463078228,1495680610,1525183965,1553139790,1577946046,1597356829,1614511783,1629153446,1641455667,1653752721,1665083014,1674505297,1683647693,1691149867,1698339466,1705045879,1711099388,1716282347,1721919839,1726880368,1732123149,1736298163,1740858113,1744577836,1748670157,1752724869,1756715304,1760202326,1763864608,1767404162,1770776283,1775288623,1779462796,1784176468,1788282798,1792601647,1797372281,1801593270,1805935888,1810656231,1815921406,1822349393,1829124255,1838599751,1850181807,1865283319,1882706068,1901560730,1921379070,1941166533,1960602663,1979529824,1991832899,1993993575,1989301133,1973363677,1957021761,1933747262,1915797766,1884689460,1841889567,1822751144,1823136807,1828312664,1832910052,1838893127,1844747110,1848836827,1850758550,1849260521,1843929988,1834914050,1825472315,1808788732,1794148414,1779547765,1764109765,1752228149,1743056731,1729942584,1716529201,1703978099,1691865969,1679675357,1678286175
BFF,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4647959.167,4630497.933,4595678.107,4572101.589,4558150.763,4461819.32,4250497.02,4132648.222,4077609.133,4028713.428,4012379.29,3975056.8,3938068.127,3918460.387,3912211.988,3894369.509,3835059.903,3829458.076,3868678.065,3844290.927,3837743.99,3888151.154,3641110.829,3494818.997,3504215.936,3548575.641,3531576.452,3469094.879,3498160.09,3478449.248,3461101.574,3537292.074,3533039.255,3530271.394,3548453.622,3512142.341,3514660.371,3517356.927,3523535.129,3521619.27,3522410.816,3546771.706,3511109.592,3489551.288,3470714.513,3466209.393,3270662.492,3078808.408,3025246.272,3012715.537,3005982.616,2992766.349,3011125.472,3019243.375,3009523.123,2981285.137,2978554.689,2943758.466,2960659.386,2967637.412,2964206.54,2959084.836,2954706.868,2941363.698,2930866.818,2927687.951,2934338.943,2916461.935,2911923.721,2901874.267,2893774.435,2882018.726,2920011.482,2929287.231,2942474.152,2927247.268,2910404.432,2906026.772,2898435.149,2925351.075,2943537.547,2952226.174,2947159.049,2944531.254,2906003.625,2903192.642,2934281.176,2957912.416,2957284.47,2952692.206,2944575.765,2948271.942,2975676.128,2989627.376,2980591.444,2980629.267,2985712.599,2983132.366,2980120.596,3019530.714,3049721.645,3071954.154,3059242.912,3044867.656,3044575.363,3043721.932,3030973.334,2959183.515,2941025.645,2933892.701,2928551.823,2971840.601,2992321.375,2985300.941,2980157.758,2973152.313,2986761.433,3023479.287,3054454.626,3054249.285,3055214.599
SPO,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9873252.537,9879424.043,9889683.942,9921537.184,9941936.453,9959022.075,9971407.685,9977231.578,9985708.757,9997697.615,10036370.29,10042837.04,10053181.65,10065308.06,10079079.72,10111296.58,10129452.05,10145576.2,10163708.55,10169050.28,10180238.6,10228518.67,10239804.66,10258025.83,10265039.38,10284960.94,10340359.18,10365538.45,10382450.92,10393835.45,10409255.78,10430280.21,10469865.29,10487351.34,10515459.61,10533884.67,10553710.28,10576576.68,10618045.7,10635005.75,10652664.87,10672260.99,10692597.61,10712140.11,10764417.51,10785171.27,10815799.68,10833042.18,10856382.33,10909195.67,10930072.28,10944576.79,10981984.49,11026640.71,11045968.27,11105211.75,11131111.79,11154569.42,11176370.91,11213493.44,11238167.94,11288740.94,11324394.93,11341878.57,11364486.99,11398963.18,11434587.72,11484355.8,11512570.23,11551682.44,11579121.49,11644676.16,11677238.78,11708137.82,11736493.15,11766060.98,11826530.26,11866272.86,11898660.7,11942166.6,11968732.93,12029079.07,12078553.07,12101218.87,12128382.04,12169988.67,12246630.71,12285588.89,12323519.38,12374879.41,12417734.33,12472305.2,12538788.14,12601300.65,12640090.49,12674107.72,12740449.83,12805443.43,12834677.52,12885742.09,12925249.38,12987927.03,13045071.85,13104267.11,13143339.05,13204410.32,13279943.19,13346260.26,13377713.07,13419169.77,13482787.69,13572809.47,13614650.66,13685839.54,13744296.36,13819146.96,13877999.28,13936341.24,13996302.97,14062990.4,14130569
COR,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10344854.17,10374182.32,10402084.43,10646816.66,10844917.32,10881926.58,10915338.16,10919196.57,10937709.42,10966375.71,11358302.07,11424887.9,11460803.58,11520132.59,11664938.15,12058529.34,12432800.28,12531440.29,12665433.82,12678730.59,12737494.34,13463386.62,13608891.51,13860006.23,14006734.52,14232277.93,14891633.57,15461372.96,15683702.08,15743242.11,15875297.74,16218422.86,17005595.26,17262636.49,17899819.27,17988308.19,18041970.13,18280441.7,19109100.05,19354090.33,19833842.6,20018885.55,20111828.51,20204820.98,21257973.16,21476117.37,22327888.35,22394359.81,22640316.42,23761121,24278666.65,24810544.97,24925218.4,25161835.2,25201226.66,26541838.38,27058830.93,27792717.73,27838349.78,28228955.98,28280114.99,29559488.49,30117920.18,30573022.41,30667684.77,30727006.02,30863301.9,32214778.87,33140955.18,33436139.81,33453882.93,34736237.93,35797438.21,35862505.69,35954148.72,35937779.41,37345733.73,38224791.96,38312433,38332956.34,38214401.22,39843376.55,40920697.83,40920582.89,40759226.6,40779224.39,42265806.86,43223304.78,43307807.85,43289094.82,43245707.66,44758340.13,46020904.57,46145928.57,46006272.7,45836924.88,47406690.61,48494805.83,48367404.25,48257092.85,48176457.37,49849170.52,51193033.32,51254365.09,51090799.75,50985772.43,52670540.7,53928751.82,53881450.26,53712550.99,53705712.21,55388621.62,56561021.32,56608060.74,56584324.95,56509744.52,58201278.92,59416355.52,59386692.9,59201760.95,59438727.2
PB,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2343340611,1902987983,2255206666,2560926152,1502483069,2490042869,1761616914,1891560377,3152792446,2395187730,4399083419,6469768724,6491284136,7313446587,6522054159,7012343449,7355041885,8672709055,7866047514,7468768605,8067645461,5952690541,3528225112,4595769324,6441939886,4747362975,6105844813,3576817824,4369376414,3233001989,5109275064,6866843709,6395712365,8064152064,8360368929,3454975922,3357859053,4711327280,4944269700,5471218831,6113756309,3327081776,3864891026,5028398869,4285558659,5806372540,7083120089,7577270159,6236021808,5842992824,5912661371,3965197223,2951305207,2861625463,2544792948,4458278671,6534937731,6808693950,5942150114,4395239150,4631852082,5388140279,6882255360,4965050587,5243663735,5275772631,4176038557,4783694387,4431110760,4944153591,6531820528,6919706941,6762338630,6622504962,7858970861,6699396603,3704838810,3841027696,3773968023,3482565065,2943521046,2604871593,2732666717,2772240093,3530347033,3399883455,3983196342,4271494447,5556635687,6721032649,7594663991,4219359159,4430807806,3228243638,3492759029,3966246941,3360257846,3989624876,4647455142,3848745624,4579262134,5481570356,6091877066,5753037619,5332212635,5011491085,5048145869,5507870990,4833080345,4613186137,4402056222,6161401120,5002964838,5816609715,6126526547,5565947317,5283560665,5233004531,5701587303,5267619848,5506512247
BB,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13478188427,15154445975,16859402617,18287480033,19141745404,20765506754,22856428778,24310972977,25925376073,27487691653,29146337610,32125886319,35343344130,38455779389,42201016943,45199437901,48305675590,52067318892,55690917817,58817356379,62386327315,64794438622,67560537387,69479712267,72401584339,75120205245,77676341560,80421987777,82023057092,83193245689,84916236697,87568606144,90046067416,93439928121,97337938401,1.0124E+11,1.02562E+11,1.03633E+11,1.05728E+11,1.08051E+11,1.10019E+11,1.11946E+11,1.13212E+11,1.14505E+11,1.15753E+11,1.1772E+11,1.20804E+11,1.24059E+11,1.27139E+11,1.29233E+11,1.31297E+11,1.33655E+11,1.35029E+11,1.35414E+11,1.36455E+11,1.37629E+11,1.39726E+11,1.42216E+11,1.44876E+11,1.46413E+11,1.47785E+11,1.4948E+11,1.51734E+11,1.53611E+11,1.55163E+11,1.56945E+11,1.5798E+11,1.5953E+11,1.61197E+11,1.63054E+11,1.65345E+11,1.6781E+11,1.70251E+11,1.72299E+11,1.74906E+11,1.77001E+11,1.79078E+11,1.80049E+11,1.80238E+11,1.80842E+11,1.81701E+11,1.82531E+11,1.83231E+11,1.83992E+11,1.8484E+11,1.85614E+11,1.85591E+11,1.85842E+11,1.86708E+11,1.88177E+11,1.90401E+11,1.92803E+11,1.93986E+11,1.94392E+11,1.94623E+11,1.9503E+11,1.95702E+11,1.95971E+11,1.96759E+11,1.97353E+11,1.98012E+11,1.99324E+11,2.01345E+11,2.03286E+11,2.04962E+11,2.06375E+11,2.0759E+11,2.08904E+11,2.10229E+11,2.11312E+11,2.11996E+11,2.12915E+11,2.13824E+11,2.14732E+11,2.16453E+11,2.17897E+11,2.19056E+11,2.20079E+11,2.21255E+11,2.22383E+11,2.22564E+11
DR,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4481910728,4902167665,5385293540,5815616943,6104321315,6688361565,7297002653,7805537134,8404549438,8983719699,9795262481,10912055593,11991077035,13116035395,14313035821,15465147588,16654449960,18073930377,19279031334,20401739359,21659911067,22520767984,23464154951,24456205091,25718456454,26706420084,27864393873,28783811125,29748688954,30498044191,31578148916,32854691615,33973932876,35425708753,36899676996,38040272238,38938758686,39940407196,41044326863,42204163543,43315457763,44201263051,45210220546,46305832390,47297958156,48564487570,50009200900,51472564506,52731818438,53932012068,55124105770,56239033486,57147532606,57964854822,58917592079,60114515542,61490523438,62858797555,64131104967,65207386031,66347532640,67632272248,69081860102,70215743921,71435450184,72728327069,73749923338,74948365875,76113556564,77368335903,78830509479,80251828080,81625348313,82957219865,84516465213,85805121364,87000098686,88095757396,89097473463,90102988483,91129777490,92163604776,93212858574,94265752105,95346747632,96417720125,97422362921,98521663250,99781964880,1.01177E+11,1.02711E+11,1.03947E+11,1.05193E+11,1.062E+11,1.07258E+11,1.08415E+11,1.09509E+11,1.10652E+11,1.1189E+11,1.12994E+11,1.14218E+11,1.15601E+11,1.17096E+11,1.18503E+11,1.19852E+11,1.21178E+11,1.22514E+11,1.23903E+11,1.25182E+11,1.26457E+11,1.27702E+11,1.29166E+11,1.30393E+11,1.31786E+11,1.33261E+11,1.34667E+11,1.36042E+11,1.37392E+11,1.38802E+11,1.40151E+11,1.4043E+11
DL,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25903331068,28560255307,31492188481,34355442035,34800569773,39228364415,42500099082,44574239110,49496448415,50233308354,57136131677,63929397563,69470539532,76475045136,82967695329,88052526696,94494741546,1.01576E+11,1.06361E+11,1.11953E+11,1.186E+11,1.21506E+11,1.21785E+11,1.26523E+11,1.3497E+11,1.37727E+11,1.43785E+11,1.4385E+11,1.47618E+11,1.49505E+11,1.55655E+11,1.61743E+11,1.65465E+11,1.73212E+11,1.8024E+11,1.82217E+11,1.80767E+11,1.85436E+11,1.91466E+11,1.9529E+11,1.98794E+11,1.99633E+11,2.00435E+11,2.05976E+11,2.08342E+11,2.13917E+11,2.19936E+11,2.25715E+11,2.29452E+11,2.32083E+11,2.36454E+11,2.3748E+11,2.36324E+11,2.38624E+11,2.40373E+11,2.45257E+11,2.51028E+11,2.56041E+11,2.59643E+11,2.6007E+11,2.63361E+11,2.67789E+11,2.72623E+11,2.73188E+11,2.76116E+11,2.79912E+11,2.79422E+11,2.83997E+11,2.86338E+11,2.90621E+11,2.96413E+11,3.01458E+11,3.04439E+11,3.08861E+11,3.13575E+11,3.15549E+11,3.16169E+11,3.1497E+11,3.17373E+11,3.17429E+11,3.18386E+11,3.1906E+11,3.20817E+11,3.22036E+11,3.25381E+11,3.23939E+11,3.25294E+11,3.27302E+11,3.30584E+11,3.3505E+11,3.39518E+11,3.39121E+11,3.40229E+11,3.39279E+11,3.39691E+11,3.42134E+11,3.42608E+11,3.43884E+11,3.46522E+11,3.46142E+11,3.48379E+11,3.53364E+11,3.57333E+11,3.59561E+11,3.6172E+11,3.63402E+11,3.66436E+11,3.68637E+11,3.69893E+11,3.71118E+11,3.72205E+11,3.75813E+11,3.75289E+11,3.79388E+11,3.82463E+11,3.8513E+11,3.85303E+11,3.8766E+11,3.89478E+11,3.91646E+11,3.94956E+11
DC,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIN,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09317E+11,1.15265E+11,1.24958E+11,1.31805E+11,1.3146E+11,1.31519E+11,1.31814E+11,1.31571E+11,1.31727E+11,1.31238E+11,1.30854E+11,1.32014E+11,1.32683E+11,1.34033E+11,1.34026E+11,1.33607E+11,1.3479E+11,1.35279E+11,1.35424E+11,1.34853E+11,1.34866E+11,1.35673E+11,1.37244E+11,1.35898E+11,1.35959E+11,1.35444E+11,1.35845E+11,1.32768E+11,1.35588E+11,1.36949E+11,1.36808E+11,1.37037E+11,1.38582E+11,1.3857E+11,1.38545E+11,1.3899E+11,1.38608E+11,1.38016E+11,1.37283E+11,1.37829E+11,1.37821E+11,1.38012E+11,1.32535E+11,1.37977E+11,1.40077E+11,1.39996E+11,1.40102E+11,1.39698E+11,1.40249E+11,1.4005E+11,1.39576E+11,1.40198E+11,1.39936E+11,1.39797E+11,1.39688E+11,1.40753E+11,1.42559E+11,1.42662E+11,1.4235E+11,1.42294E+11,1.37514E+11,1.41978E+11,1.41781E+11,1.41958E+11,1.41682E+11,1.41168E+11,1.41356E+11,1.43666E+11,1.42859E+11,1.42515E+11,1.43873E+11,1.43905E+11,1.43768E+11,1.43738E+11,1.44266E+11,1.43917E+11,1.44038E+11,1.43742E+11,1.45247E+11,1.45049E+11,1.45779E+11,1.45679E+11,1.45444E+11,1.47402E+11,1.47301E+11,1.46701E+11,1.46091E+11,1.45961E+11,1.45878E+11,1.47957E+11,1.48097E+11,1.48483E+11,1.4779E+11,1.47794E+11,1.47521E+11,1.47811E+11,1.47568E+11,1.49075E+11,1.49105E+11,1.49074E+11,1.48892E+11,1.50414E+11,1.50015E+11,1.50482E+11,1.50125E+11,1.49654E+11,1.49233E+11,1.49613E+11,1.49599E+11,1.45962E+11,1.51089E+11,1.50857E+11,1.49341E+11,1.52842E+11,1.52676E+11,1.51894E+11,1.51724E+11,1.51879E+11,1.51823E+11,1.51115E+11,1.51522E+11
