Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC
2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59321.36112,0,0,0,0,0,11832.96542,0,438810.692,22674.03152,25632.68647,0,0,547982.3325,0,75368.32551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59263.15541,0,0,0,0,0,11881.10292,0,440921.3456,22641.92291,26576.64232,0,0,575303.3301,0,68482.09084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59229.52306,0,0,0,0,0,11868.32378,0,442390.3836,22569.59733,27384.3856,0,0,595894.5381,0,92584.75682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59086.25792,0,0,0,0,0,11783.28218,0,440731.3396,22652.88503,27241.9808,0,0,597845.059,0,69552.93537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59839.75823,0,0,0,0,0,11638.86938,0,439409.6256,22625.59332,28023.744,0,0,571240.872,0,38427.38837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61123.54928,0,0,0,0,0,11675.71503,0,438860.8213,22681.78234,26705.20064,0,0,554065.8826,0,111391.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60859.72491,0,0,0,0,0,11718.49435,0,439946.2447,22711.86755,27160.47732,0,0,572815.4235,0,165655.3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58130.6591,0,0,0,0,0,11663.78673,0,439097.3781,22689.11379,27809.10549,0,0,603865.4209,0,146016.6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57129.284,0,0,0,0,0,11572.69812,0,436238.7924,22682.82681,27358.93259,0,0,590392.7565,0,112046.7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56551.98117,0,0,0,0,0,11501.57683,0,432869.6547,22615.62938,26561.31595,0,0,593852.4034,0,112377.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57882.97141,0,0,0,0,0,11458.94001,0,430745.5386,22555.38776,26127.88278,0,0,569456.1432,0,135497.9884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61685.03291,0,0,0,0,0,11514.95797,0,429104.6301,22641.95504,26602.38079,0,0,559613.2922,0,173298.4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60627.1594,0,0,0,0,0,11667.60808,0,436195.5477,22761.54412,27460.40427,0,0,586208.5111,0,141422.6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57090.58009,0,0,0,0,0,11708.89441,0,436214.9962,22702.7134,25942.12638,0,0,578794.0292,0,128689.0628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55953.01474,0,0,0,0,0,11655.32979,0,433036.4556,22801.97106,26141.87241,0,0,559956.562,0,198758.0838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59152.08873,0,0,0,0,0,11619.49891,0,436253.9679,22827.17173,25854.84799,0,0,586400.6929,0,169626.1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57483.1334,0,0,0,0,0,11528.84116,0,433194.85,22740.08279,25423.92276,0,0,585455.3002,0,97844.06804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59287.91731,0,0,0,0,0,11531.82756,0,430937.7066,22777.31981,27166.7263,0,0,604610.5985,0,57600.85754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57966.39284,0,0,0,0,0,11466.19817,0,427908.4205,22808.38447,26058.88652,0,0,591803.7248,0,52011.84456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13944.69058,0,0,0,0,0,2677.025359,0,109149.9547,4894.86751,6152.309688,0,0,147602.7959,,13111.14176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
