Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC
2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25628.57476,0,0,0,0,0,6972.459195,0,327655.5631,13638.31617,14386.97303,0,0,238000.7304,0,135667.2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25239.71077,0,0,0,0,0,6996.505092,0,326015.1721,13633.54286,14565.20014,0,0,252876.5554,0,89627.0895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26386.90957,0,0,0,0,0,7054.390015,0,327619.4175,13592.96021,15613.89613,0,0,271014.8073,0,136950.7206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26218.29722,0,0,0,0,0,7063.502656,0,326792.9505,13605.68555,15372.97283,0,0,262025.0195,0,146814.2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24924.90006,0,0,0,0,0,7027.843415,0,324784.0092,13555.18496,14620.69006,0,0,250582.9131,0,126061.6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25291.71999,0,0,0,0,0,7041.112759,0,326466.5354,13551.44774,13788.3077,0,0,262412.03,0,131760.8725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25828.46521,0,0,0,0,0,7078.060278,0,323717.9924,13536.10403,13050.28746,0,0,256079.9156,0,108277.7647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25022.62749,0,0,0,0,0,7056.132165,0,318566.6075,13497.57509,13375.24596,0,0,240321.6643,0,453442.3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25370.92064,0,0,0,0,0,6986.874881,0,320374.0737,13513.92197,15232.83015,0,0,243142.1136,0,788747.4501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24668.42901,0,0,0,0,0,6911.889306,0,319704.5816,13491.35121,13676.44693,0,0,247215.9342,0,366652.6149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24884.56329,0,0,0,0,0,6872.087921,0,318630.8234,13463.68803,13443.25161,0,0,242868.1106,0,143786.1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26487.71036,0,0,0,0,0,6862.898603,0,322140.2522,13556.63537,13585.50922,0,0,239869.7291,0,225245.1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26212.61361,0,0,0,0,0,6937.311483,0,323320.4494,13614.05143,12318.21703,0,0,252601.443,0,237211.6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25014.02682,0,0,0,0,0,7008.388013,0,320984.9052,13563.70145,13144.48335,0,0,260718.2638,0,118365.1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24870.52818,0,0,0,0,0,7043.411656,0,320134.6192,13612.54517,13373.2719,0,0,255103.2897,0,154898.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24004.53598,0,0,0,0,0,7008.391445,0,314604.3276,13594.31282,12472.26547,0,0,254765.4836,0,212975.4943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25487.25143,0,0,0,0,0,6970.69386,0,313731.231,13582.76456,12130.82661,0,0,260585.4371,0,150929.4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24458.09094,0,0,0,0,0,6940.275228,0,311661.3047,13630.60517,11191.88561,0,0,251207.2893,0,106037.1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25103.98353,0,0,0,0,0,6949.197258,0,310688.8975,13628.96949,11423.37591,0,0,254179.3482,0,468820.8756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6131.362925,0,0,0,0,0,1650.913093,0,78563.87245,3014.212422,3075.641027,0,0,65122.24679,0,133797.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
