Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC
2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54263.59626,0,0,0,0,0,9317.13659,0,441731.0207,21701.40649,18059.98211,0,0,430743.4176,0,131284.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52226.77509,0,0,0,0,0,9303.025935,0,438757.7659,21726.13622,17732.56608,0,0,435470.2591,0,110784.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50887.46448,0,0,0,0,0,9302.650429,0,438163.5751,21711.94836,17405.31494,0,0,456655.4746,0,94081.39289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49694.67495,0,0,0,0,0,9294.967005,0,437631.4467,21729.29232,17091.28214,0,0,452675.0893,0,108576.3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50766.51701,0,0,0,0,0,9265.125033,0,437436.9315,21632.59139,17208.46829,0,0,460857.4633,0,105327.4221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52516.02939,0,0,0,0,0,9258.502281,0,440186.0212,21624.87724,18013.89352,0,0,477279.4383,0,60685.52025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52391.00609,0,0,0,0,0,9299.966536,0,440015.4503,21659.55513,17110.8082,0,0,492976.4993,0,168527.6066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49643.16345,0,0,0,0,0,9297.457978,0,436978.8597,21642.75015,16411.24475,0,0,487079.0526,0,264988.4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48648.48834,0,0,0,0,0,9236.037528,0,436337.2669,21483.34795,16474.41408,0,0,472395.6874,0,169908.1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47879.55547,0,0,0,0,0,9134.090006,0,433143.7479,21499.20058,15961.79012,0,0,452240.2329,0,109217.8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50758.16513,0,0,0,0,0,9123.913565,0,432562.2434,21396.16621,16004.94589,0,0,441831.9824,0,168560.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49596.11436,0,0,0,0,0,9111.361436,0,431370.0354,21421.53727,16222.45916,0,0,447825.0813,0,178573.7498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49821.62954,0,0,0,0,0,9151.305818,0,429350.6688,21474.51811,16056.09349,0,0,455445.021,0,134572.5622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49701.10365,0,0,0,0,0,9210.595338,0,430783.9274,21520.46778,16594.92885,0,0,463064.8945,0,85893.41474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47520.94706,0,0,0,0,0,9201.598054,0,429163.3799,21514.42454,15671.54175,0,0,457688.7069,0,218377.2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47806.7088,0,0,0,0,0,9186.60487,0,427455.0549,21565.00913,15858.71391,0,0,440131.9718,0,315528.5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49274.89018,0,0,0,0,0,9157.985696,0,429534.2056,21587.36753,16297.95052,0,0,462175.5773,0,215128.3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48933.44611,0,0,0,0,0,9147.777495,0,428727.8084,21504.08768,15797.59462,0,0,448058.6935,0,102860.5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50073.21594,0,0,0,0,0,9199.027656,0,427705.7604,21571.46572,15484.77293,0,0,434305.8054,0,138510.2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48056.61555,0,0,0,0,0,9172.960555,0,425438.8165,21562.56852,14484.76235,0,0,429071.0967,0,208559.8077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610.34661,0,0,0,0,0,2131.318395,0,108763.2647,4579.265189,3389.262821,0,0,107655.4747,0,56855.42037,0,0,0,0,0,0,,,,,,,,,,,,,,,
